NW_006803924.1	17429815	963	0.975597	0.0244029
NW_006803925.1	16010500	808	0.964728	0.0352723
NW_006803926.1	15122350	841	0.969679	0.030321
NW_006803927.1	14913330	805	0.957764	0.042236
NW_006803928.1	13702985	686	0.971574	0.0284257
NW_006803929.1	12956524	601	0.97421	0.0257903
NW_006803930.1	11971544	668	0.980539	0.0194611
NW_006803935.1	11102409	453	0.970199	0.0298013
NW_006803931.1	11097759	621	0.979871	0.0201288
NW_006803932.1	10989404	634	0.969243	0.0307571
NW_006803933.1	10948230	577	0.956672	0.0433276
NW_006803937.1	10789300	516	0.983527	0.0164729
NW_006803934.1	10562902	596	0.975671	0.0243289
NW_006803936.1	10558949	547	0.968007	0.0319927
NW_006803938.1	10322312	458	0.983624	0.0163755
NW_006803942.1	10305630	472	0.96822	0.0317797
NW_006803939.1	10083227	536	0.972948	0.0270522
NW_006803941.1	9862362	518	0.985521	0.0144788
NW_006803940.1	9481570	554	0.981047	0.0189531
NW_006803945.1	9212618	406	0.965517	0.0344828
NW_006803943.1	9131536	471	0.968153	0.0318471
NW_006803944.1	9016915	454	0.981278	0.0187225
NW_006803947.1	8999101	445	0.976404	0.0235955
NW_006803949.1	8923204	385	0.95974	0.0402597
NW_006803950.1	8532063	462	0.969697	0.030303
NW_006803953.1	8517879	377	0.977454	0.0225464
NW_006803951.1	8467515	446	0.983184	0.0168161
NW_006803952.1	8426713	60	0.966667	0.0333333
NW_006803946.1	8387762	469	0.971215	0.0287846
NW_006803948.1	8382565	500	0.984	0.016
NW_006803954.1	8129069	335	0.959701	0.0402985
NW_006803960.1	7987419	345	0.981159	0.0188406
NW_006803955.1	7968758	387	0.957364	0.0426357
NW_006803958.1	7956577	390	0.975641	0.024359
NW_006803956.1	7734095	388	0.993557	0.0064433
NW_006803957.1	7729394	388	0.978093	0.0219072
NW_006803971.1	7433912	260	0.961538	0.0384615
NW_006803959.1	7429010	352	0.954545	0.0454545
NW_006803969.1	7231121	359	0.963788	0.0362117
NW_006803977.1	7218056	266	0.975564	0.0244361
NW_006803961.1	7159678	391	0.984655	0.0153453
NW_006803966.1	7124368	355	0.985915	0.0140845
NW_006803974.1	7059049	269	0.977695	0.0223048
NW_006803970.1	7047778	334	0.974551	0.0254491
NW_006803963.1	7040576	374	0.970588	0.0294118
NW_006803962.1	7040410	421	0.932304	0.067696
NW_006803965.1	7019203	351	0.981481	0.0185185
NW_006803964.1	6870668	395	0.974684	0.0253165
NW_006803972.1	6824847	354	0.983051	0.0169492
NW_006803968.1	6757098	374	0.969251	0.0307487
NW_006803973.1	6747110	339	0.967552	0.0324484
NW_006803967.1	6735899	395	0.977215	0.0227848
NW_006803976.1	6642150	330	0.971212	0.0287879
NW_006803980.1	6640810	274	0.987226	0.0127737
NW_006803975.1	6537636	279	0.976703	0.0232975
NW_006803979.1	6513758	298	0.991611	0.00838926
NW_006803988.1	6435606	55	0.954545	0.0454545
NW_006803981.1	6410400	266	0.979323	0.0206767
NW_006803985.1	6363713	344	0.975291	0.0247093
NW_006803982.1	6325068	291	0.986254	0.0137457
NW_006803983.1	6281144	303	0.988449	0.0115512
NW_006803986.1	6227545	317	0.970032	0.0299685
NW_006803994.1	6225493	242	0.981405	0.018595
NW_006803978.1	6218029	359	0.995822	0.00417827
NW_006804001.1	6201864	271	0.97048	0.0295203
NW_006803984.1	6168038	296	0.981419	0.0185811
NW_006803987.1	5950936	307	0.990228	0.00977199
NW_006804000.1	5933459	272	0.977941	0.0220588
NW_006803998.1	5921455	283	0.971731	0.0282686
NW_006803991.1	5866240	330	0.975758	0.0242424
NW_006804012.1	5828698	259	0.969112	0.030888
NW_006803992.1	5819575	269	0.968401	0.0315985
NW_006803989.1	5771992	325	0.976923	0.0230769
NW_006803993.1	5737579	289	0.953287	0.0467128
NW_006803999.1	5674860	307	0.967427	0.0325733
NW_006803990.1	5657675	334	0.965569	0.0344311
NW_006803995.1	5648626	299	0.973244	0.0267559
NW_006804009.1	5641997	298	0.984899	0.0151007
NW_006804005.1	5580821	329	0.966565	0.0334347
NW_006803996.1	5578965	291	0.979381	0.0206186
NW_006804003.1	5562966	294	0.979592	0.0204082
NW_006804002.1	5517860	245	0.985714	0.0142857
NW_006804006.1	5509936	287	0.986063	0.0139373
NW_006804007.1	5482813	288	0.986111	0.0138889
NW_006804025.1	5471478	197	0.982234	0.0177665
NW_006804008.1	5444215	272	0.983456	0.0165441
NW_006804004.1	5428602	271	0.983395	0.0166052
NW_006804013.1	5404564	220	0.993182	0.00681818
NW_006804015.1	5367877	315	0.971429	0.0285714
NW_006804024.1	5287603	266	0.973684	0.0263158
NW_006804017.1	5279227	234	0.987179	0.0128205
NW_006804039.1	5275028	223	0.96861	0.0313901
NW_006804019.1	5274054	242	0.952479	0.0475207
NW_006804011.1	5170307	289	0.977509	0.0224913
NW_006804016.1	5164150	297	0.976431	0.023569
NW_006804041.1	5146105	227	0.949339	0.0506608
NW_006804022.1	5126920	230	0.984783	0.0152174
NW_006804010.1	5100269	278	0.992806	0.00719424
NW_006804030.1	5094643	219	0.949772	0.0502283
NW_006804020.1	5055325	256	0.990234	0.00976562
NW_006804018.1	5040847	249	0.901606	0.0983936
NW_006804032.1	5028047	247	0.969636	0.0303644
NW_006804044.1	4977944	222	0.986486	0.0135135
NW_006804034.1	4966245	256	0.976562	0.0234375
NW_006804026.1	4964831	242	0.985537	0.0144628
NW_006804037.1	4937009	182	0.989011	0.010989
NW_006804031.1	4887329	235	0.980851	0.0191489
NW_006804021.1	4884892	287	0.918118	0.0818815
NW_006804055.1	4873195	223	0.977578	0.0224215
NW_006804068.1	4865127	177	0.963277	0.0367232
NW_006804027.1	4853444	231	0.978355	0.021645
NW_006804038.1	4841617	240	0.935417	0.0645833
NW_006804035.1	4827078	204	0.990196	0.00980392
NW_006804033.1	4795302	274	0.983577	0.0164234
NW_006804028.1	4757838	245	0.969388	0.0306122
NW_006804029.1	4740494	246	0.977642	0.0223577
NW_006804040.1	4725648	249	0.973896	0.0261044
NW_006804042.1	4714655	246	0.979675	0.0203252
NW_006804050.1	4689754	206	0.961165	0.038835
NW_006804036.1	4659551	236	0.983051	0.0169492
NW_006804023.1	4655850	300	0.971667	0.0283333
NW_006804054.1	4625766	207	0.978261	0.0217391
NW_006804060.1	4622734	269	0.992565	0.00743494
NW_006804046.1	4609931	256	0.978516	0.0214844
NW_006804047.1	4579690	278	0.978417	0.0215827
NW_006804045.1	4579337	224	0.988839	0.0111607
NW_006804058.1	4574935	238	0.985294	0.0147059
NW_006804067.1	4570646	182	0.961538	0.0384615
NW_006804057.1	4568660	200	0.9725	0.0275
NW_006804069.1	4553495	222	0.986486	0.0135135
NW_006804051.1	4520876	263	0.986692	0.013308
NW_006804049.1	4495082	255	0.943137	0.0568627
NW_006804066.1	4494935	244	0.961066	0.0389344
NW_006804043.1	4493349	225	0.986667	0.0133333
NW_006804056.1	4474099	208	0.944712	0.0552885
NW_006804085.1	4452468	150	0.936667	0.0633333
NW_006804065.1	4448310	223	0.986547	0.0134529
NW_006804053.1	4430858	234	0.965812	0.034188
NW_006804102.1	4411926	158	0.987342	0.0126582
NW_006804061.1	4410206	231	0.993506	0.00649351
NW_006804059.1	4389921	239	0.979079	0.0209205
NW_006804064.1	4383229	248	0.969758	0.0302419
NW_006804075.1	4334724	232	0.980603	0.0193966
NW_006804071.1	4324897	208	0.961538	0.0384615
