NW_006803924.1	17429815	963	0.982866	0.017134
NW_006803925.1	16010500	808	0.983911	0.0160891
NW_006803926.1	15122350	841	0.983353	0.0166468
NW_006803927.1	14913330	805	0.984472	0.015528
NW_006803928.1	13702985	686	0.98105	0.0189504
NW_006803929.1	12956524	601	0.985857	0.0141431
NW_006803930.1	11971544	668	0.985778	0.0142216
NW_006803935.1	11102409	453	0.976821	0.0231788
NW_006803931.1	11097759	621	0.981481	0.0185185
NW_006803932.1	10989404	634	0.978707	0.0212934
NW_006803933.1	10948230	577	0.979203	0.0207972
NW_006803937.1	10789300	516	0.979651	0.0203488
NW_006803934.1	10562902	596	0.981544	0.0184564
NW_006803936.1	10558949	547	0.976234	0.023766
NW_006803938.1	10322312	458	0.981441	0.018559
NW_006803942.1	10305630	472	0.98411	0.0158898
NW_006803939.1	10083227	536	0.988806	0.011194
NW_006803941.1	9862362	518	0.992278	0.00772201
NW_006803940.1	9481570	554	0.986462	0.0135379
NW_006803945.1	9212618	406	0.981527	0.0184729
NW_006803943.1	9131536	471	0.97983	0.0201699
NW_006803944.1	9016915	454	0.984581	0.0154185
NW_006803947.1	8999101	445	0.980899	0.0191011
NW_006803949.1	8923204	385	0.974026	0.025974
NW_006803950.1	8532063	462	0.979437	0.0205628
NW_006803953.1	8517879	377	0.980106	0.0198939
NW_006803951.1	8467515	446	0.980942	0.0190583
NW_006803952.1	8426713	60	0.975	0.025
NW_006803946.1	8387762	469	0.981876	0.0181237
NW_006803948.1	8382565	500	0.993	0.007
NW_006803954.1	8129069	335	0.974627	0.0253731
NW_006803960.1	7987419	345	0.981159	0.0188406
NW_006803955.1	7968758	387	0.975452	0.0245478
NW_006803958.1	7956577	390	0.983333	0.0166667
NW_006803956.1	7734095	388	0.993557	0.0064433
NW_006803957.1	7729394	388	0.98067	0.0193299
NW_006803971.1	7433912	260	0.978846	0.0211538
NW_006803959.1	7429010	352	0.964489	0.0355114
NW_006803969.1	7231121	359	0.977716	0.0222841
NW_006803977.1	7218056	266	0.977444	0.0225564
NW_006803961.1	7159678	391	0.980818	0.0191816
NW_006803966.1	7124368	355	0.98169	0.0183099
NW_006803974.1	7059049	269	0.986989	0.0130112
NW_006803970.1	7047778	334	0.980539	0.0194611
NW_006803963.1	7040576	374	0.98262	0.0173797
NW_006803962.1	7040410	421	0.975059	0.0249406
NW_006803965.1	7019203	351	0.982906	0.017094
NW_006803964.1	6870668	395	0.981013	0.0189873
NW_006803972.1	6824847	354	0.991525	0.00847458
NW_006803968.1	6757098	374	0.97861	0.0213904
NW_006803973.1	6747110	339	0.979351	0.020649
NW_006803967.1	6735899	395	0.988608	0.0113924
NW_006803976.1	6642150	330	0.980303	0.019697
NW_006803980.1	6640810	274	0.989051	0.0109489
NW_006803975.1	6537636	279	0.985663	0.0143369
NW_006803979.1	6513758	298	0.984899	0.0151007
NW_006803988.1	6435606	55	0.954545	0.0454545
NW_006803981.1	6410400	266	0.977444	0.0225564
NW_006803985.1	6363713	344	0.984012	0.0159884
NW_006803982.1	6325068	291	0.986254	0.0137457
NW_006803983.1	6281144	303	0.986799	0.0132013
NW_006803986.1	6227545	317	0.977918	0.022082
NW_006803994.1	6225493	242	0.983471	0.0165289
NW_006803978.1	6218029	359	0.988858	0.0111421
NW_006804001.1	6201864	271	0.983395	0.0166052
NW_006803984.1	6168038	296	0.986486	0.0135135
NW_006803987.1	5950936	307	0.985342	0.014658
NW_006804000.1	5933459	272	0.985294	0.0147059
NW_006803998.1	5921455	283	0.975265	0.024735
NW_006803991.1	5866240	330	0.986364	0.0136364
NW_006804012.1	5828698	259	0.984556	0.015444
NW_006803992.1	5819575	269	0.975836	0.0241636
NW_006803989.1	5771992	325	0.981538	0.0184615
NW_006803993.1	5737579	289	0.982699	0.017301
NW_006803999.1	5674860	307	0.986971	0.0130293
NW_006803990.1	5657675	334	0.982036	0.0179641
NW_006803995.1	5648626	299	0.983278	0.0167224
NW_006804009.1	5641997	298	0.989933	0.0100671
NW_006804005.1	5580821	329	0.977204	0.0227964
NW_006803996.1	5578965	291	0.986254	0.0137457
NW_006804003.1	5562966	294	0.989796	0.0102041
NW_006804002.1	5517860	245	0.983673	0.0163265
NW_006804006.1	5509936	287	0.986063	0.0139373
NW_006804007.1	5482813	288	0.993056	0.00694444
NW_006804025.1	5471478	197	0.984772	0.0152284
NW_006804008.1	5444215	272	0.979779	0.0202206
NW_006804004.1	5428602	271	0.994465	0.00553506
NW_006804013.1	5404564	220	0.986364	0.0136364
NW_006804015.1	5367877	315	0.988889	0.0111111
NW_006804024.1	5287603	266	0.979323	0.0206767
NW_006804017.1	5279227	234	0.985043	0.0149573
NW_006804039.1	5275028	223	0.970852	0.029148
NW_006804019.1	5274054	242	0.977273	0.0227273
NW_006804011.1	5170307	289	0.982699	0.017301
NW_006804016.1	5164150	297	0.984848	0.0151515
NW_006804041.1	5146105	227	0.977974	0.0220264
NW_006804022.1	5126920	230	0.982609	0.0173913
NW_006804010.1	5100269	278	0.994604	0.00539568
NW_006804030.1	5094643	219	0.972603	0.0273973
NW_006804020.1	5055325	256	0.988281	0.0117188
NW_006804018.1	5040847	249	0.959839	0.0401606
NW_006804032.1	5028047	247	0.975709	0.0242915
NW_006804044.1	4977944	222	0.984234	0.0157658
NW_006804034.1	4966245	256	0.972656	0.0273438
NW_006804026.1	4964831	242	0.991736	0.00826446
NW_006804037.1	4937009	182	0.991758	0.00824176
NW_006804031.1	4887329	235	0.978723	0.0212766
NW_006804021.1	4884892	287	0.973868	0.0261324
NW_006804055.1	4873195	223	0.984305	0.0156951
NW_006804068.1	4865127	177	0.980226	0.019774
NW_006804027.1	4853444	231	0.993506	0.00649351
NW_006804038.1	4841617	240	0.972917	0.0270833
NW_006804035.1	4827078	204	0.985294	0.0147059
NW_006804033.1	4795302	274	0.989051	0.0109489
NW_006804028.1	4757838	245	0.991837	0.00816327
NW_006804029.1	4740494	246	0.993902	0.00609756
NW_006804040.1	4725648	249	0.97992	0.0200803
NW_006804042.1	4714655	246	0.979675	0.0203252
NW_006804050.1	4689754	206	0.985437	0.0145631
NW_006804036.1	4659551	236	0.991525	0.00847458
NW_006804023.1	4655850	300	0.985	0.015
NW_006804054.1	4625766	207	0.985507	0.0144928
NW_006804060.1	4622734	269	0.990706	0.00929368
NW_006804046.1	4609931	256	0.982422	0.0175781
NW_006804047.1	4579690	278	0.973022	0.0269784
NW_006804045.1	4579337	224	0.986607	0.0133929
NW_006804058.1	4574935	238	0.987395	0.012605
NW_006804067.1	4570646	182	0.980769	0.0192308
NW_006804057.1	4568660	200	0.9825	0.0175
