NW_006803924.1	17429815	963	0.974039	0.0259605
NW_006803925.1	16010500	808	0.957302	0.042698
NW_006803926.1	15122350	841	0.982759	0.0172414
NW_006803927.1	14913330	805	0.95528	0.0447205
NW_006803928.1	13702985	686	0.967201	0.0327988
NW_006803929.1	12956524	601	0.972546	0.0274542
NW_006803930.1	11971544	668	0.967814	0.0321856
NW_006803935.1	11102409	453	0.96468	0.0353201
NW_006803931.1	11097759	621	0.983897	0.0161031
NW_006803932.1	10989404	634	0.973975	0.0260252
NW_006803933.1	10948230	577	0.967938	0.0320624
NW_006803937.1	10789300	516	0.983527	0.0164729
NW_006803934.1	10562902	596	0.979866	0.0201342
NW_006803936.1	10558949	547	0.972578	0.0274223
NW_006803938.1	10322312	458	0.982533	0.0174672
NW_006803942.1	10305630	472	0.961864	0.0381356
NW_006803939.1	10083227	536	0.962687	0.0373134
NW_006803941.1	9862362	518	0.991313	0.00868726
NW_006803940.1	9481570	554	0.975632	0.0243682
NW_006803945.1	9212618	406	0.964286	0.0357143
NW_006803943.1	9131536	471	0.943737	0.0562633
NW_006803947.1	8999101	445	0.988764	0.011236
NW_006803949.1	8923204	385	0.966234	0.0337662
NW_006803950.1	8532063	462	0.97619	0.0238095
NW_006803953.1	8517879	377	0.985411	0.0145889
NW_006803951.1	8467515	446	0.980942	0.0190583
NW_006803952.1	8426713	60	0.958333	0.0416667
NW_006803946.1	8387762	469	0.982942	0.0170576
NW_006803948.1	8382565	500	0.982	0.018
NW_006803954.1	8129069	335	0.943284	0.0567164
NW_006803960.1	7987419	345	0.968116	0.0318841
NW_006803955.1	7968758	387	0.962532	0.0374677
NW_006803958.1	7956577	390	0.992308	0.00769231
NW_006803956.1	7734095	388	0.990979	0.00902062
NW_006803957.1	7729394	388	0.969072	0.0309278
NW_006803971.1	7433912	260	0.955769	0.0442308
NW_006803959.1	7429010	352	0.951705	0.0482955
NW_006803969.1	7231121	359	0.970752	0.0292479
NW_006803977.1	7218056	266	0.984962	0.0150376
NW_006803961.1	7159678	391	0.976982	0.0230179
NW_006803966.1	7124368	355	0.971831	0.028169
NW_006803974.1	7059049	269	0.973978	0.0260223
NW_006803970.1	7047778	334	0.971557	0.0284431
NW_006803963.1	7040576	374	0.966578	0.0334225
NW_006803962.1	7040410	421	0.947743	0.0522565
NW_006803965.1	7019203	351	0.990028	0.00997151
NW_006803964.1	6870668	395	0.977215	0.0227848
NW_006803972.1	6824847	354	0.990113	0.00988701
NW_006803968.1	6757098	374	0.963904	0.0360963
NW_006803973.1	6747110	339	0.986726	0.0132743
NW_006803967.1	6735899	395	0.977215	0.0227848
NW_006803976.1	6642150	330	0.94697	0.0530303
NW_006803980.1	6640810	274	0.990876	0.00912409
NW_006803975.1	6537636	279	0.96595	0.0340502
NW_006803979.1	6513758	298	0.983221	0.0167785
NW_006803988.1	6435606	55	0.954545	0.0454545
NW_006803981.1	6410400	266	0.968045	0.0319549
NW_006803985.1	6363713	344	0.968023	0.0319767
NW_006803982.1	6325068	291	0.945017	0.0549828
NW_006803983.1	6281144	303	0.9967	0.00330033
NW_006803986.1	6227545	317	0.98265	0.0173502
NW_006803994.1	6225493	242	0.977273	0.0227273
NW_006803978.1	6218029	359	0.977716	0.0222841
NW_006804001.1	6201864	271	0.97786	0.0221402
NW_006803984.1	6168038	296	0.974662	0.0253378
NW_006803987.1	5950936	307	0.991857	0.00814332
NW_006804000.1	5933459	272	0.976103	0.0238971
NW_006803998.1	5921455	283	0.987633	0.0123675
NW_006803991.1	5866240	330	0.978788	0.0212121
NW_006804012.1	5828698	259	0.972973	0.027027
NW_006803992.1	5819575	269	0.97026	0.0297398
NW_006803989.1	5771992	325	0.983077	0.0169231
NW_006803993.1	5737579	289	0.968858	0.0311419
NW_006803999.1	5674860	307	0.967427	0.0325733
NW_006803990.1	5657675	334	0.979042	0.0209581
NW_006803995.1	5648626	299	0.968227	0.0317726
NW_006804009.1	5641997	298	0.984899	0.0151007
NW_006804005.1	5580821	329	0.965046	0.0349544
NW_006803996.1	5578965	291	0.962199	0.0378007
NW_006804003.1	5562966	294	0.979592	0.0204082
NW_006804002.1	5517860	245	0.983673	0.0163265
NW_006804006.1	5509936	287	0.989547	0.010453
NW_006804007.1	5482813	288	1	0
NW_006804025.1	5471478	197	0.982234	0.0177665
NW_006804008.1	5444215	272	0.990809	0.00919118
NW_006804004.1	5428602	271	0.983395	0.0166052
NW_006804013.1	5404564	220	0.988636	0.0113636
NW_006804015.1	5367877	315	0.988889	0.0111111
NW_006804024.1	5287603	266	0.975564	0.0244361
NW_006804017.1	5279227	234	0.989316	0.0106838
NW_006804039.1	5275028	223	0.934978	0.0650224
NW_006804019.1	5274054	242	0.960744	0.0392562
NW_006804011.1	5170307	289	0.974048	0.0259516
NW_006804016.1	5164150	297	0.959596	0.040404
NW_006804041.1	5146105	227	0.942731	0.0572687
