NW_006803924.1	17429815	963	0.978712	0.0212876
NW_006803925.1	16010500	808	0.981436	0.0185644
NW_006803926.1	15122350	841	0.974435	0.0255648
NW_006803927.1	14913330	805	0.980745	0.0192547
NW_006803928.1	13702985	686	0.980321	0.0196793
NW_006803929.1	12956524	601	0.984193	0.015807
NW_006803930.1	11971544	668	0.978293	0.0217066
NW_006803935.1	11102409	453	0.985651	0.0143488
NW_006803931.1	11097759	621	0.974235	0.0257649
NW_006803932.1	10989404	634	0.98265	0.0173502
NW_006803933.1	10948230	577	0.97747	0.0225303
NW_006803937.1	10789300	516	0.982558	0.0174419
NW_006803934.1	10562902	596	0.97651	0.0234899
NW_006803936.1	10558949	547	0.981718	0.0182815
NW_006803938.1	10322312	458	0.987991	0.0120087
NW_006803942.1	10305630	472	0.986229	0.0137712
NW_006803939.1	10083227	536	0.967351	0.0326493
NW_006803941.1	9862362	518	0.98166	0.0183398
NW_006803940.1	9481570	554	0.979242	0.0207581
NW_006803945.1	9212618	406	0.988916	0.0110837
NW_006803943.1	9131536	471	0.983015	0.0169851
NW_006803944.1	9016915	454	0.975771	0.0242291
NW_006803947.1	8999101	445	0.974157	0.0258427
NW_006803949.1	8923204	385	0.972727	0.0272727
NW_006803950.1	8532063	462	0.980519	0.0194805
NW_006803953.1	8517879	377	0.98939	0.0106101
NW_006803951.1	8467515	446	0.974215	0.0257848
NW_006803952.1	8426713	60	0.958333	0.0416667
NW_006803946.1	8387762	469	0.970149	0.0298507
NW_006803948.1	8382565	500	0.981	0.019
NW_006803954.1	8129069	335	0.979104	0.0208955
NW_006803960.1	7987419	345	0.989855	0.0101449
NW_006803955.1	7968758	387	0.981912	0.0180879
NW_006803958.1	7956577	390	0.976923	0.0230769
NW_006803956.1	7734095	388	0.979381	0.0206186
NW_006803957.1	7729394	388	0.984536	0.0154639
NW_006803971.1	7433912	260	0.984615	0.0153846
NW_006803959.1	7429010	352	0.96875	0.03125
NW_006803969.1	7231121	359	0.980501	0.0194986
NW_006803977.1	7218056	266	0.990602	0.0093985
NW_006803961.1	7159678	391	0.982097	0.0179028
NW_006803966.1	7124368	355	0.978873	0.0211268
NW_006803974.1	7059049	269	0.981413	0.0185874
NW_006803970.1	7047778	334	0.97006	0.0299401
NW_006803963.1	7040576	374	0.977273	0.0227273
NW_006803962.1	7040410	421	0.985748	0.0142518
NW_006803965.1	7019203	351	0.981481	0.0185185
NW_006803964.1	6870668	395	0.960759	0.0392405
NW_006803972.1	6824847	354	0.980226	0.019774
NW_006803968.1	6757098	374	0.985294	0.0147059
NW_006803973.1	6747110	339	0.976401	0.0235988
NW_006803967.1	6735899	395	0.989873	0.0101266
NW_006803976.1	6642150	330	0.987879	0.0121212
NW_006803980.1	6640810	274	0.972628	0.0273723
NW_006803975.1	6537636	279	0.969534	0.0304659
NW_006803979.1	6513758	298	0.983221	0.0167785
NW_006803988.1	6435606	55	0.972727	0.0272727
NW_006803981.1	6410400	266	0.973684	0.0263158
NW_006803985.1	6363713	344	0.979651	0.0203488
NW_006803982.1	6325068	291	0.979381	0.0206186
NW_006803983.1	6281144	303	0.986799	0.0132013
NW_006803986.1	6227545	317	0.981073	0.0189274
NW_006803994.1	6225493	242	0.979339	0.0206612
NW_006803978.1	6218029	359	0.983287	0.0167131
NW_006804001.1	6201864	271	0.983395	0.0166052
NW_006803984.1	6168038	296	0.976351	0.0236486
NW_006803987.1	5950936	307	0.986971	0.0130293
NW_006804000.1	5933459	272	0.979779	0.0202206
NW_006803998.1	5921455	283	0.982332	0.0176678
NW_006803991.1	5866240	330	0.977273	0.0227273
NW_006804012.1	5828698	259	0.982625	0.0173745
NW_006803992.1	5819575	269	0.98513	0.0148699
NW_006803989.1	5771992	325	0.983077	0.0169231
NW_006803993.1	5737579	289	0.972318	0.0276817
NW_006803999.1	5674860	307	0.986971	0.0130293
NW_006803990.1	5657675	334	0.977545	0.0224551
NW_006803995.1	5648626	299	0.978261	0.0217391
NW_006804009.1	5641997	298	0.981544	0.0184564
NW_006804005.1	5580821	329	0.977204	0.0227964
NW_006803996.1	5578965	291	0.979381	0.0206186
NW_006804003.1	5562966	294	0.977891	0.0221088
NW_006804002.1	5517860	245	0.981633	0.0183673
NW_006804006.1	5509936	287	0.977352	0.0226481
NW_006804007.1	5482813	288	0.982639	0.0173611
NW_006804025.1	5471478	197	0.979695	0.0203046
NW_006804008.1	5444215	272	0.972426	0.0275735
NW_006804004.1	5428602	271	0.976015	0.0239852
NW_006804013.1	5404564	220	0.975	0.025
NW_006804015.1	5367877	315	0.968254	0.031746
NW_006804024.1	5287603	266	0.984962	0.0150376
NW_006804017.1	5279227	234	0.978632	0.0213675
NW_006804039.1	5275028	223	0.979821	0.0201794
NW_006804019.1	5274054	242	0.979339	0.0206612
NW_006804011.1	5170307	289	0.975779	0.0242215
NW_006804016.1	5164150	297	0.983165	0.016835
NW_006804041.1	5146105	227	0.980176	0.0198238
NW_006804022.1	5126920	230	0.954348	0.0456522
NW_006804010.1	5100269	278	0.976619	0.0233813
NW_006804030.1	5094643	219	0.965753	0.0342466
NW_006804020.1	5055325	256	0.978516	0.0214844
NW_006804018.1	5040847	249	0.971888	0.0281124
NW_006804032.1	5028047	247	0.983806	0.0161943
NW_006804044.1	4977944	222	0.977477	0.0225225
NW_006804034.1	4966245	256	0.994141	0.00585938
NW_006804026.1	4964831	242	0.96281	0.0371901
NW_006804037.1	4937009	182	0.975275	0.0247253
NW_006804031.1	4887329	235	0.974468	0.0255319
NW_006804021.1	4884892	287	0.973868	0.0261324
NW_006804055.1	4873195	223	0.991031	0.00896861
NW_006804068.1	4865127	177	0.985876	0.0141243
NW_006804027.1	4853444	231	0.980519	0.0194805
NW_006804038.1	4841617	240	0.985417	0.0145833
NW_006804035.1	4827078	204	0.992647	0.00735294
NW_006804033.1	4795302	274	0.983577	0.0164234
NW_006804028.1	4757838	245	0.981633	0.0183673
NW_006804029.1	4740494	246	0.985772	0.0142276
NW_006804040.1	4725648	249	0.981928	0.0180723
NW_006804042.1	4714655	246	0.989837	0.0101626
NW_006804050.1	4689754	206	0.985437	0.0145631
NW_006804036.1	4659551	236	0.972458	0.0275424
NW_006804023.1	4655850	300	0.983333	0.0166667
NW_006804054.1	4625766	207	0.971014	0.0289855
NW_006804060.1	4622734	269	0.977695	0.0223048
NW_006804046.1	4609931	256	0.988281	0.0117188
NW_006804047.1	4579690	278	0.973022	0.0269784
NW_006804045.1	4579337	224	0.977679	0.0223214
NW_006804058.1	4574935	238	0.985294	0.0147059
NW_006804067.1	4570646	182	0.975275	0.0247253
NW_006804057.1	4568660	200	0.995	0.005
NW_006804069.1	4553495	222	0.986486	0.0135135
NW_006804051.1	4520876	263	0.977186	0.0228137
NW_006804049.1	4495082	255	0.982353	0.0176471
NW_006804066.1	4494935	244	0.991803	0.00819672
NW_006804043.1	4493349	225	0.98	0.02
NW_006804056.1	4474099	208	0.983173	0.0168269
NW_006804085.1	4452468	150	0.966667	0.0333333
NW_006804065.1	4448310	223	0.984305	0.0156951
NW_006804053.1	4430858	234	0.952991	0.0470085
NW_006804102.1	4411926	158	0.977848	0.0221519
NW_006804061.1	4410206	231	0.97619	0.0238095
NW_006804059.1	4389921	239	0.970711	0.0292887
NW_006804064.1	4383229	248	0.977823	0.0221774
NW_006804075.1	4334724	232	0.974138	0.0258621
NW_006804071.1	4324897	208	0.983173	0.0168269
NW_006804048.1	4315942	227	0.977974	0.0220264
NW_006804078.1	4307415	199	0.992462	0.00753769
NW_006804052.1	4282046	252	0.986111	0.0138889
NW_006804080.1	4267478	193	0.984456	0.015544
NW_006804097.1	4196717	193	0.979275	0.0207254
NW_006804131.1	4173102	129	0.976744	0.0232558
NW_006804082.1	4163646	240	0.977083	0.0229167
NW_006804079.1	4155645	268	0.979478	0.0205224
NW_006804083.1	4154498	239	0.974895	0.0251046
NW_006804063.1	4147203	191	0.981675	0.0183246
NW_006804073.1	4145987	236	0.974576	0.0254237
NW_006804074.1	4132703	227	0.975771	0.0242291
NW_006804084.1	4127105	217	0.979263	0.0207373
NW_006804089.1	4123509	203	0.972906	0.0270936
NW_006804081.1	4112470	217	0.974654	0.0253456
NW_006804115.1	4106614	140	0.985714	0.0142857
NW_006804077.1	4102096	210	0.990476	0.00952381
NW_006804103.1	4099472	157	0.968153	0.0318471
NW_006804092.1	4097414	173	0.988439	0.0115607
NW_006804076.1	4092782	193	0.984456	0.015544
NW_006804113.1	4090460	189	0.97619	0.0238095
NW_006804108.1	4084084	200	0.975	0.025
NW_006804093.1	4056410	205	0.980488	0.0195122
NW_006804105.1	4052667	204	0.980392	0.0196078
NW_006804095.1	4048373	198	0.984848	0.0151515
NW_006804096.1	4035765	243	0.967078	0.0329218
NW_006804072.1	4002559	204	0.987745	0.0122549
NW_006804109.1	3992674	182	0.980769	0.0192308
NW_006804098.1	3970988	171	0.976608	0.0233918
NW_006804087.1	3911846	216	0.967593	0.0324074
NW_006804094.1	3891508	202	0.972772	0.0272277
NW_006804070.1	3888690	226	0.980088	0.0199115
NW_006804090.1	3867666	215	0.969767	0.0302326
NW_006804086.1	3864798	192	0.981771	0.0182292
NW_006804104.1	3862892	211	0.976303	0.0236967
NW_006804101.1	3854897	202	0.980198	0.019802
NW_006804099.1	3846603	215	0.969767	0.0302326
NW_006804091.1	3832394	240	0.98125	0.01875
NW_006804116.1	3825839	217	0.988479	0.0115207
NW_006804120.1	3815976	203	0.980296	0.0197044
NW_006804106.1	3811349	218	0.986239	0.0137615
NW_006804100.1	3806751	186	0.975806	0.0241935
NW_006804129.1	3800751	182	0.980769	0.0192308
NW_006804110.1	3796687	209	0.976077	0.0239234
NW_006804128.1	3794563	152	0.986842	0.0131579
NW_006804137.1	3787388	145	0.972414	0.0275862
