scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,1,1750000,1049222,88,0.0568,0.0768,0.1195,0.1852,0.3731,0.3943,0.3466,0.5242,0.6067
NW_006803924.1,1750001,3500000,2644813,107,0.0816,0.0627,0.0856,0.2479,0.4413,0.4355,0.4635,0.6275,0.7113
NW_006803924.1,3500001,5250000,4395762,94,0.1213,0.0441,0.0951,0.3004,0.3452,0.4164,0.5443,0.4807,0.7238
NW_006803924.1,5250001,7000000,6209155,83,0.0662,0.0819,0.093,0.1854,0.4407,0.4987,0.3157,0.626,0.7003
NW_006803924.1,7000001,8750000,7889600,98,0.0594,0.0422,0.1041,0.2678,0.4238,0.3699,0.6082,0.596,0.683
NW_006803924.1,8750001,10500000,9605454,89,0.0532,0.0495,0.0667,0.2189,0.4267,0.5154,0.5215,0.6982,0.7991
NW_006803924.1,10500001,12250000,11412383,97,0.0924,0.0448,0.0642,0.2488,0.4081,0.4295,0.52,0.6471,0.7774
NW_006803924.1,12250001,14000000,13109204,102,0.0852,0.0711,0.0834,0.2421,0.4058,0.4098,0.42,0.6043,0.6822
NW_006803924.1,14000001,15750000,14870567,106,0.1166,0.068,0.103,0.2871,0.3611,0.3311,0.45,0.4843,0.5944
NW_006803924.1,15750001,17500000,16600327,99,0.0811,0.0478,0.0645,0.2572,0.4961,0.4746,0.5363,0.7101,0.7902
NW_006803925.1,1,1750000,855472,73,0.0631,0.0641,0.0688,0.2259,0.4392,0.4395,0.4532,0.6884,0.7352
NW_006803925.1,1750001,3500000,2638963,98,0.0814,0.0689,0.0657,0.2825,0.4078,0.3546,0.4866,0.6561,0.6764
NW_006803925.1,3500001,5250000,4382640,83,0.1024,0.0652,0.1105,0.2313,0.3792,0.3786,0.3986,0.5006,0.6301
NW_006803925.1,5250001,7000000,6081571,74,0.0834,0.0665,0.0745,0.3187,0.4246,0.4398,0.5325,0.6419,0.7223
NW_006803925.1,7000001,8750000,7943118,103,0.1099,0.0636,0.1048,0.2399,0.396,0.355,0.4071,0.52,0.623
NW_006803925.1,8750001,10500000,9666707,97,0.0983,0.0654,0.0866,0.2618,0.4718,0.4244,0.4494,0.6274,0.6979
NW_006803925.1,10500001,12250000,11383046,88,0.114,0.0809,0.1274,0.2979,0.39,0.3701,0.4281,0.4641,0.5666
NW_006803925.1,12250001,14000000,13168175,92,0.0973,0.0981,0.1298,0.2984,0.4593,0.4187,0.4009,0.5318,0.5741
NW_006803925.1,14000001,15750000,14849314,85,0.1142,0.0837,0.0978,0.3447,0.3639,0.2553,0.4718,0.5015,0.4748
NW_006803926.1,1,1750000,824287,91,0.0796,0.0491,0.0865,0.2501,0.4132,0.4881,0.5234,0.6082,0.762
NW_006803926.1,1750001,3500000,2600150,93,0.0591,0.0693,0.0781,0.2278,0.3809,0.4545,0.4426,0.6299,0.7197
NW_006803926.1,3500001,5250000,4409537,88,0.06,0.0595,0.0704,0.2793,0.4597,0.4526,0.546,0.699,0.7487
NW_006803926.1,5250001,7000000,6202393,121,0.0688,0.0529,0.0906,0.1785,0.4564,0.4558,0.4064,0.6388,0.734
NW_006803926.1,7000001,8750000,7900113,92,0.0828,0.0862,0.0707,0.2879,0.3795,0.4249,0.4371,0.6202,0.6809
NW_006803926.1,8750001,10500000,9695712,98,0.0621,0.0679,0.0801,0.2419,0.4489,0.4604,0.4639,0.6664,0.7226
NW_006803926.1,10500001,12250000,11361998,103,0.0917,0.0767,0.0928,0.2662,0.3876,0.3962,0.4271,0.5597,0.6476
NW_006803926.1,12250001,14000000,13110926,107,0.1028,0.0456,0.0833,0.2388,0.4389,0.3283,0.485,0.6089,0.6796
NW_006803926.1,14000001,15750000,14517282,48,0.0629,0.0916,0.0633,0.2755,0.3221,0.3442,0.4299,0.62,0.6213
NW_006803927.1,1,1750000,884370,77,0.0989,0.0724,0.1065,0.2409,0.381,0.3262,0.3947,0.5148,0.5738
NW_006803927.1,1750001,3500000,2641488,90,0.1161,0.0731,0.092,0.3066,0.3529,0.4142,0.4589,0.502,0.6685
NW_006803927.1,3500001,5250000,4450793,114,0.0936,0.0967,0.0878,0.2916,0.4008,0.4297,0.4004,0.5804,0.6409
NW_006803927.1,5250001,7000000,6081978,98,0.094,0.0464,0.1032,0.2352,0.359,0.3209,0.4908,0.5072,0.6343
NW_006803927.1,7000001,8750000,7872300,100,0.1115,0.0596,0.0895,0.2666,0.4433,0.3621,0.458,0.589,0.663
NW_006803927.1,8750001,10500000,9529425,93,0.1013,0.0493,0.0851,0.2658,0.3808,0.3783,0.5102,0.5616,0.7048
NW_006803927.1,10500001,12250000,11344752,82,0.1062,0.0894,0.0675,0.2834,0.3487,0.3435,0.3952,0.5732,0.6186
NW_006803927.1,12250001,14000000,13086013,99,0.102,0.0675,0.1098,0.257,0.3747,0.4081,0.4305,0.4983,0.649
NW_006803927.1,14000001,15750000,14446938,52,0.1002,0.0611,0.1633,0.1408,0.3362,0.3039,0.2219,0.3571,0.4775
NW_006803928.1,1,1750000,811272,93,0.0596,0.0729,0.0967,0.2082,0.3593,0.387,0.3975,0.5631,0.6424
NW_006803928.1,1750001,3500000,2654535,90,0.0784,0.0396,0.0922,0.2082,0.4318,0.4283,0.5073,0.6091,0.7441
NW_006803928.1,3500001,5250000,4424735,84,0.0724,0.0449,0.0917,0.196,0.3463,0.3395,0.471,0.5486,0.6752
NW_006803928.1,5250001,7000000,6136472,77,0.0802,0.0844,0.0727,0.2908,0.4156,0.4565,0.4488,0.6441,0.7001
NW_006803928.1,7000001,8750000,7892645,88,0.0585,0.0695,0.0966,0.2182,0.4639,0.513,0.428,0.6399,0.7238
NW_006803928.1,8750001,10500000,9614329,89,0.0786,0.0625,0.1026,0.3089,0.4574,0.4098,0.5422,0.6028,0.6706
NW_006803928.1,10500001,12250000,11398458,100,0.0983,0.0676,0.0975,0.3124,0.3297,0.3572,0.504,0.4858,0.6282
NW_006803928.1,12250001,14000000,12930476,65,0.0859,0.0972,0.0543,0.3513,0.4136,0.4112,0.4718,0.6861,0.6747
