scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,1,1000000,559596,38,0.0867,0.0912,0.1547,0.2273,0.33,0.3394,0.3335,0.3786,0.4752
NW_006803924.1,1000001,2000000,1525178,66,0.0676,0.072,0.0975,0.1636,0.3919,0.4136,0.301,0.5788,0.6622
NW_006803924.1,2000001,3000000,2583198,64,0.0635,0.0512,0.0784,0.2703,0.5195,0.4892,0.5646,0.7056,0.7699
NW_006803924.1,3000001,4000000,3466459,51,0.0893,0.0596,0.0914,0.2687,0.3044,0.3814,0.4921,0.4841,0.6743
NW_006803924.1,4000001,5000000,4537149,58,0.1254,0.0506,0.0924,0.2936,0.3766,0.4087,0.506,0.5134,0.7098
NW_006803924.1,5000001,6000000,5452948,38,0.0768,0.0663,0.0746,0.2426,0.4553,0.5464,0.4495,0.668,0.7705
NW_006803924.1,6000001,7000000,6482121,57,0.0695,0.079,0.1064,0.1652,0.4018,0.4711,0.278,0.5639,0.6733
NW_006803924.1,7000001,8000000,7489564,56,0.0586,0.0592,0.1129,0.2788,0.378,0.329,0.5487,0.5415,0.5951
NW_006803924.1,8000001,9000000,8534478,55,0.0594,0.0301,0.093,0.2269,0.3868,0.3658,0.6231,0.595,0.7275
NW_006803924.1,9000001,10000000,9550764,57,0.0634,0.0479,0.0533,0.2118,0.5213,0.602,0.4999,0.7671,0.8439
NW_006803924.1,10000001,11000000,10535465,40,0.0395,0.0323,0.0794,0.2373,0.4122,0.5182,0.6608,0.671,0.8147
NW_006803924.1,11000001,12000000,11504046,66,0.1013,0.0466,0.0596,0.2893,0.4179,0.4219,0.5499,0.6558,0.7773
NW_006803924.1,12000001,13000000,12540482,56,0.1195,0.0505,0.0835,0.1823,0.3848,0.3748,0.3306,0.5484,0.7025
NW_006803924.1,13000001,14000000,13500858,56,0.0565,0.0908,0.0818,0.2822,0.4103,0.4189,0.4477,0.644,0.6525
NW_006803924.1,14000001,15000000,14485762,63,0.1287,0.0657,0.0989,0.2417,0.3714,0.3142,0.3758,0.4901,0.5896
NW_006803924.1,15000001,16000000,15534755,56,0.0951,0.0624,0.0936,0.2898,0.385,0.3924,0.5001,0.552,0.6728
NW_006803924.1,16000001,17000000,16505320,60,0.0821,0.0487,0.0771,0.3005,0.476,0.4392,0.581,0.6681,0.7539
NW_006803925.1,1,1000000,545128,47,0.068,0.0686,0.048,0.3079,0.4503,0.4392,0.5333,0.7458,0.757
NW_006803925.1,1000001,2000000,1599448,42,0.0439,0.062,0.0961,0.1188,0.3939,0.4109,0.2691,0.6104,0.6821
NW_006803925.1,2000001,3000000,2530464,53,0.1022,0.0443,0.0569,0.2522,0.4123,0.324,0.5114,0.6581,0.731
NW_006803925.1,3000001,4000000,3468506,52,0.0882,0.0838,0.0774,0.3527,0.427,0.3985,0.507,0.6309,0.6583
NW_006803925.1,4000001,5000000,4512094,49,0.121,0.0869,0.1142,0.2273,0.3808,0.3647,0.3006,0.4748,0.5697
NW_006803925.1,5000001,6000000,5533556,49,0.062,0.0452,0.0951,0.2803,0.3746,0.4549,0.6037,0.5771,0.742
NW_006803925.1,6000001,7000000,6537544,36,0.0942,0.0798,0.0719,0.3142,0.4566,0.4102,0.473,0.6568,0.6824
NW_006803925.1,7000001,8000000,7554005,51,0.1027,0.0798,0.0977,0.3021,0.401,0.2915,0.4494,0.5476,0.5335
NW_006803925.1,8000001,9000000,8433066,65,0.1018,0.0574,0.1019,0.191,0.3933,0.4183,0.3544,0.5325,0.6874
NW_006803925.1,9000001,10000000,9551319,55,0.1105,0.0444,0.0842,0.3244,0.4899,0.4221,0.5831,0.6318,0.7431
NW_006803925.1,10000001,11000000,10500937,57,0.12,0.0775,0.0772,0.2903,0.476,0.3977,0.4211,0.6294,0.6705
NW_006803925.1,11000001,12000000,11517868,45,0.106,0.0746,0.1648,0.2188,0.3757,0.3669,0.3415,0.3906,0.5209
NW_006803925.1,12000001,13000000,12440557,47,0.1263,0.0786,0.1306,0.246,0.3569,0.35,0.3473,0.4126,0.5468
NW_006803925.1,13000001,14000000,13478369,60,0.0707,0.1274,0.1385,0.3347,0.4885,0.4664,0.3988,0.5588,0.5541
NW_006803925.1,14000001,15000000,14458519,49,0.1385,0.0492,0.0821,0.2899,0.3521,0.2078,0.4886,0.4983,0.527
NW_006803925.1,15000001,16000000,15530532,51,0.0879,0.1293,0.1071,0.4379,0.3777,0.3158,0.4704,0.5224,0.447
NW_006803926.1,1,1000000,471009,56,0.0857,0.0463,0.1037,0.184,0.4412,0.5354,0.4155,0.5823,0.7639
NW_006803926.1,1000001,2000000,1505375,45,0.0753,0.0493,0.0554,0.3319,0.3263,0.3906,0.6178,0.6316,0.7626
NW_006803926.1,2000001,3000000,2444266,56,0.074,0.0761,0.087,0.2096,0.3282,0.3868,0.3673,0.5415,0.6506
NW_006803926.1,3000001,4000000,3471380,51,0.027,0.0613,0.0785,0.299,0.5466,0.5982,0.6044,0.7518,0.7915
NW_006803926.1,4000001,5000000,4517076,51,0.0509,0.0635,0.0726,0.2087,0.467,0.4542,0.4479,0.7071,0.7384
NW_006803926.1,5000001,6000000,5527558,55,0.1202,0.0338,0.071,0.2149,0.4951,0.4379,0.4685,0.6545,0.7941
NW_006803926.1,6000001,7000000,6492768,79,0.0484,0.0638,0.0954,0.193,0.4061,0.4379,0.4239,0.6158,0.6963
NW_006803926.1,7000001,8000000,7407043,46,0.0726,0.0897,0.0541,0.38,0.396,0.4575,0.5309,0.692,0.7164
NW_006803926.1,8000001,9000000,8492953,58,0.0998,0.0886,0.0756,0.1945,0.3685,0.4166,0.2651,0.577,0.6639
NW_006803926.1,9000001,10000000,9558369,56,0.0437,0.0445,0.1107,0.2123,0.495,0.5096,0.5532,0.6413,0.7474
