scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,1,1250000,703987,51,0.0709,0.0965,0.135,0.2435,0.3106,0.3462,0.3634,0.4119,0.502
NW_006803924.1,1250001,2500000,1822352,76,0.0748,0.064,0.0975,0.1224,0.4526,0.4534,0.2075,0.6146,0.702
NW_006803924.1,2500001,3750000,3068784,83,0.0799,0.0493,0.0866,0.318,0.4032,0.4392,0.5988,0.6003,0.7383
NW_006803924.1,3750001,5000000,4449015,67,0.1146,0.0516,0.0918,0.2877,0.381,0.3917,0.5102,0.5309,0.6979
NW_006803924.1,5000001,6250000,5669866,56,0.0763,0.0888,0.0834,0.2167,0.4765,0.5616,0.3366,0.6596,0.7297
NW_006803924.1,6250001,7500000,6932724,72,0.0494,0.0583,0.1081,0.24,0.3869,0.3728,0.5181,0.5699,0.6437
NW_006803924.1,7500001,8750000,8203154,65,0.0756,0.0337,0.1022,0.2391,0.4192,0.3959,0.5888,0.5801,0.7227
NW_006803924.1,8750001,10000000,9428923,70,0.0611,0.0517,0.062,0.2003,0.4324,0.5202,0.4671,0.705,0.8027
NW_006803924.1,10000001,11250000,10726262,59,0.0619,0.0336,0.0771,0.2277,0.4435,0.4534,0.5997,0.6709,0.7917
NW_006803924.1,11250001,12500000,11865038,72,0.105,0.0567,0.0568,0.2851,0.3963,0.4415,0.5014,0.644,0.7694
NW_006803924.1,12500001,13750000,13146487,76,0.0827,0.0753,0.0796,0.2246,0.3635,0.3905,0.3823,0.583,0.6663
NW_006803924.1,13750001,15000000,14396466,74,0.1153,0.0626,0.109,0.2516,0.3995,0.3255,0.4206,0.5085,0.5904
NW_006803924.1,15000001,16250000,15666895,72,0.0819,0.0619,0.0873,0.3134,0.4546,0.4049,0.5448,0.6319,0.6918
NW_006803924.1,16250001,17500000,16844186,70,0.0918,0.0475,0.0676,0.2573,0.4438,0.4713,0.521,0.6624,0.7848
NW_006803925.1,1,1250000,619993,54,0.0678,0.0585,0.0675,0.2706,0.4528,0.4463,0.5288,0.6943,0.7519
NW_006803925.1,1250001,2500000,1950559,62,0.0625,0.0636,0.0739,0.1601,0.3913,0.3623,0.3332,0.6449,0.6803
NW_006803925.1,2500001,3750000,3141855,67,0.0748,0.0699,0.0671,0.3549,0.4546,0.3934,0.5655,0.6884,0.699
NW_006803925.1,3750001,5000000,4390813,60,0.1354,0.082,0.1035,0.2337,0.3529,0.3435,0.3056,0.4539,0.5757
NW_006803925.1,5000001,6250000,5608972,56,0.0636,0.0446,0.089,0.2574,0.4011,0.4705,0.5783,0.6111,0.7593
NW_006803925.1,6250001,7500000,6932094,53,0.1099,0.1068,0.0839,0.3472,0.3992,0.3554,0.4207,0.5704,0.5678
NW_006803925.1,7500001,8750000,8140932,79,0.1051,0.042,0.109,0.2134,0.4014,0.3594,0.4552,0.5206,0.6673
NW_006803925.1,8750001,10000000,9420367,68,0.0977,0.0538,0.0798,0.3072,0.4733,0.4229,0.5473,0.6445,0.7309
NW_006803925.1,10000001,11250000,10607738,69,0.1105,0.0798,0.094,0.2615,0.4625,0.4098,0.3874,0.5935,0.6497
NW_006803925.1,11250001,12500000,11912731,59,0.1197,0.0809,0.1633,0.2625,0.3835,0.3693,0.3741,0.3883,0.5142
NW_006803925.1,12500001,13750000,13131447,65,0.1068,0.1179,0.105,0.3017,0.4359,0.3949,0.3483,0.5548,0.5531
NW_006803925.1,13750001,15000000,14313909,65,0.1095,0.0502,0.1145,0.2876,0.3758,0.2754,0.5223,0.4813,0.5532
NW_006803925.1,15000001,16250000,15530532,51,0.0879,0.1293,0.1071,0.4379,0.3777,0.3158,0.4704,0.5224,0.447
NW_006803926.1,1,1250000,611201,71,0.0767,0.0407,0.102,0.2474,0.4029,0.5177,0.5628,0.567,0.7689
NW_006803926.1,1250001,2500000,1974584,63,0.0806,0.0779,0.064,0.2567,0.3463,0.3724,0.4249,0.6148,0.6726
NW_006803926.1,2500001,3750000,3058710,57,0.0463,0.0652,0.085,0.1975,0.4338,0.51,0.4295,0.6621,0.7445
NW_006803926.1,3750001,5000000,4356883,68,0.0452,0.0604,0.0722,0.2682,0.5032,0.4906,0.5509,0.7313,0.7618
NW_006803926.1,5000001,6250000,5684700,75,0.0995,0.0535,0.0598,0.2349,0.457,0.3919,0.4519,0.6815,0.7461
NW_006803926.1,6250001,7500000,6831024,90,0.065,0.0523,0.0951,0.246,0.4288,0.498,0.5275,0.6144,0.749
NW_006803926.1,7500001,8750000,8239511,61,0.0767,0.1028,0.0793,0.2298,0.3492,0.3803,0.3192,0.5788,0.6044
NW_006803926.1,8750001,10000000,9437847,68,0.0565,0.0567,0.0952,0.2133,0.4763,0.5112,0.4747,0.6524,0.7469
NW_006803926.1,10000001,11250000,10620455,71,0.1089,0.0928,0.065,0.2949,0.4593,0.3935,0.3976,0.6595,0.6553
NW_006803926.1,11250001,12500000,11783160,72,0.081,0.0609,0.0956,0.2575,0.321,0.3405,0.4841,0.5025,0.6317
NW_006803926.1,12500001,13750000,13084897,84,0.0921,0.0476,0.0842,0.2435,0.4422,0.3624,0.5012,0.6203,0.6994
NW_006803926.1,13750001,15000000,14339587,58,0.0786,0.085,0.0694,0.2536,0.3096,0.3077,0.4013,0.5662,0.5905
