1	34	2	34	0
2	34	2	31	3
3	32	2	32	0
4	38	2	37	1
5	32	2	31	1
6	36	2	36	0
7	36	2	36	0
8	36	2	34	2
9	36	2	36	0
10	36	2	36	0
11	34	2	34	0
12	30	2	30	0
13	36	2	34	2
14	34	2	34	0
15	36	2	36	0
16	34	2	34	0
17	34	2	32	2
18	32	2	30	2
19	32	2	31	1
20	32	2	30	2
21	34	2	33	1
22	36	2	35	1
23	36	2	8	28
24	32	2	32	0
25	34	2	32	2
26	36	2	36	0
27	34	2	10	24
28	34	2	34	0
29	36	2	36	0
30	34	2	0	34
31	32	2	31	1
32	36	2	35	1
33	38	2	38	0
34	38	2	37	1
35	32	2	32	0
36	38	2	19	19
37	32	2	31	1
38	34	2	16	18
39	34	2	34	0
40	36	2	7	29
41	34	2	33	1
42	34	2	31	3
43	38	2	38	0
44	36	2	36	0
45	34	2	34	0
46	34	2	8	26
47	34	2	10	24
48	36	2	13	23
49	38	2	38	0
50	34	2	33	1
51	36	2	36	0
52	36	2	36	0
53	36	2	36	0
54	34	2	33	1
55	32	2	23	9
56	36	2	36	0
57	34	2	34	0
58	36	2	11	25
59	34	2	34	0
60	38	2	37	1
61	36	2	36	0
62	34	2	21	13
63	36	2	18	18
64	34	2	31	3
65	34	2	33	1
66	38	2	38	0
67	36	2	11	25
68	32	2	32	0
69	32	2	17	15
70	38	2	35	3
71	34	2	34	0
72	38	2	37	1
73	34	2	34	0
74	36	2	11	25
75	36	2	36	0
76	38	2	36	2
77	34	2	34	0
78	38	2	36	2
79	34	2	31	3
80	34	2	4	30
81	38	2	38	0
82	34	2	32	2
83	32	2	32	0
84	36	2	36	0
85	34	2	32	2
86	38	2	38	0
87	36	2	36	0
88	34	2	32	2
89	38	2	37	1
90	36	2	35	1
91	34	2	34	0
92	32	2	32	0
93	34	2	7	27
94	36	2	36	0
95	38	2	38	0
96	38	2	36	2
97	36	2	36	0
98	38	2	38	0
99	34	2	34	0
100	34	2	34	0
101	32	2	19	13
102	36	2	36	0
103	36	2	19	17
104	36	2	28	8
105	36	2	12	24
106	30	2	30	0
107	32	2	8	24
108	36	2	34	2
109	38	2	38	0
110	32	2	32	0
111	36	2	35	1
112	34	2	34	0
113	36	2	34	2
114	32	2	32	0
115	32	2	32	0
116	36	2	34	2
117	34	2	10	24
118	34	2	14	20
119	38	2	37	1
120	34	2	34	0
121	32	2	32	0
122	34	2	34	0
123	32	2	32	0
124	34	2	7	27
125	36	2	36	0
126	34	2	30	4
127	36	2	36	0
128	36	2	33	3
129	36	2	34	2
130	34	2	33	1
131	34	2	34	0
132	38	2	38	0
133	38	2	36	2
134	32	2	31	1
135	34	2	32	2
136	32	2	32	0
137	38	2	29	9
138	38	2	33	5
139	36	2	35	1
140	38	2	38	0
141	36	2	13	23
142	30	2	28	2
143	38	2	7	31
144	32	2	31	1
145	32	2	31	1
146	34	2	30	4
147	34	2	34	0
148	38	2	37	1
149	36	2	35	1
150	36	2	36	0
151	36	2	36	0
152	36	2	36	0
153	34	2	34	0
154	34	2	30	4
155	36	2	34	2
156	34	2	11	23
157	36	2	35	1
158	36	2	36	0
159	36	2	36	0
160	36	2	33	3
161	32	2	32	0
162	36	2	36	0
163	32	2	30	2
164	34	2	34	0
165	38	2	38	0
166	32	2	31	1
167	38	2	10	28
168	36	2	34	2
169	36	2	31	5
170	38	2	38	0
171	30	2	30	0
172	38	2	38	0
173	36	2	34	2
174	32	2	32	0
175	32	2	32	0
176	36	2	32	4
177	36	2	16	20
178	34	2	34	0
179	38	2	38	0
180	36	2	36	0
181	34	2	34	0
182	32	2	32	0
183	36	2	36	0
184	34	2	34	0
185	36	2	36	0
186	34	2	34	0
187	36	2	36	0
188	34	2	34	0
189	34	2	34	0
190	38	2	38	0
191	36	2	36	0
192	34	2	33	1
193	34	2	32	2
194	34	2	32	2
195	34	2	24	10
196	32	2	32	0
197	36	2	35	1
198	38	2	38	0
199	34	2	34	0
200	34	2	34	0
201	34	2	34	0
202	36	2	36	0
203	38	2	8	30
204	36	2	34	2
205	34	2	34	0
206	34	2	33	1
207	34	2	5	29
208	36	2	34	2
209	30	2	30	0
210	34	2	31	3
211	34	2	34	0
212	36	2	36	0
213	34	2	34	0
214	36	2	36	0
215	36	2	35	1
216	36	2	36	0
217	36	2	12	24
218	34	2	34	0
219	38	2	38	0
220	38	2	37	1
221	36	2	35	1
222	38	2	7	31
223	36	2	34	2
224	34	2	34	0
225	36	2	21	15
226	36	2	36	0
227	36	2	36	0
228	34	2	34	0
229	36	2	14	22
230	36	2	36	0
231	36	2	31	5
232	34	2	34	0
233	32	2	32	0
234	34	2	8	26
235	34	2	34	0
236	36	2	9	27
237	36	2	35	1
238	36	2	36	0
239	36	2	34	2
240	34	2	33	1
241	36	2	8	28
242	34	2	8	26
243	38	2	36	2
244	32	2	30	2
245	34	2	34	0
246	36	2	35	1
247	34	2	9	25
248	36	2	36	0
249	32	2	22	10
