1	30	2	30	0
2	32	2	0	32
3	28	2	1	27
4	30	2	9	21
5	30	2	30	0
6	32	2	32	0
7	30	2	29	1
8	30	2	30	0
9	32	2	1	31
10	30	2	25	5
11	32	2	32	0
12	30	2	19	11
13	32	2	32	0
14	32	2	32	0
15	28	2	1	27
16	32	2	0	32
17	30	2	29	1
18	32	2	3	29
19	28	2	2	26
20	28	2	28	0
21	30	2	30	0
22	32	2	27	5
23	30	2	29	1
24	32	2	32	0
25	32	2	16	16
26	30	2	30	0
27	32	2	31	1
28	30	2	30	0
29	30	2	1	29
30	32	2	31	1
31	32	2	0	32
32	30	2	1	29
33	30	2	15	15
34	32	2	18	14
35	30	2	30	0
36	32	2	32	0
37	30	2	30	0
38	30	2	1	29
39	30	2	30	0
40	32	2	26	6
41	32	2	5	27
42	32	2	3	29
43	30	2	26	4
44	32	2	31	1
45	32	2	32	0
46	32	2	32	0
47	32	2	31	1
48	30	2	0	30
49	30	2	29	1
50	32	2	1	31
51	32	2	1	31
52	30	2	30	0
53	30	2	29	1
54	32	2	32	0
55	32	2	1	31
56	32	2	30	2
57	30	2	1	29
58	32	2	31	1
59	26	2	26	0
60	32	2	1	31
61	30	2	30	0
62	32	2	32	0
63	32	2	1	31
64	30	2	29	1
65	30	2	25	5
66	30	2	30	0
67	28	2	28	0
68	30	2	30	0
69	32	2	5	27
70	30	2	29	1
71	28	2	28	0
72	32	2	32	0
73	32	2	32	0
74	30	2	1	29
75	30	2	30	0
76	32	2	31	1
77	28	2	28	0
78	32	2	31	1
79	30	2	30	0
80	30	2	27	3
81	32	2	1	31
82	28	2	28	0
83	30	2	30	0
84	28	2	26	2
85	32	2	1	31
86	30	2	1	29
87	32	2	32	0
88	30	2	21	9
89	28	2	28	0
90	30	2	22	8
91	30	2	30	0
92	30	2	5	25
93	32	2	4	28
94	30	2	2	28
95	30	2	30	0
96	32	2	9	23
97	30	2	0	30
98	30	2	30	0
99	28	2	3	25
100	28	2	27	1
101	30	2	30	0
102	32	2	32	0
103	30	2	29	1
104	30	2	1	29
105	32	2	32	0
106	32	2	31	1
107	30	2	30	0
108	30	2	30	0
109	30	2	30	0
110	30	2	30	0
111	32	2	32	0
112	30	2	21	9
113	30	2	15	15
114	28	2	0	28
115	30	2	30	0
116	32	2	32	0
117	30	2	1	29
118	30	2	29	1
119	30	2	27	3
120	30	2	30	0
121	30	2	30	0
122	32	2	32	0
123	30	2	30	0
124	32	2	32	0
125	30	2	29	1
126	28	2	21	7
127	30	2	29	1
128	32	2	32	0
129	30	2	30	0
130	30	2	1	29
131	32	2	32	0
132	30	2	28	2
133	30	2	30	0
134	30	2	30	0
135	30	2	29	1
136	30	2	30	0
137	30	2	30	0
138	30	2	30	0
139	30	2	1	29
140	32	2	29	3
141	30	2	30	0
142	30	2	17	13
143	30	2	1	29
144	28	2	14	14
145	28	2	28	0
146	30	2	30	0
147	30	2	1	29
148	28	2	27	1
149	30	2	17	13
150	32	2	32	0
151	30	2	23	7
152	30	2	1	29
153	28	2	2	26
154	30	2	3	27
155	30	2	29	1
156	30	2	19	11
157	32	2	2	30
158	32	2	31	1
159	30	2	1	29
160	32	2	2	30
161	28	2	9	19
162	32	2	0	32
163	30	2	25	5
164	30	2	0	30
165	32	2	31	1
166	30	2	1	29
167	30	2	29	1
168	32	2	32	0
169	30	2	1	29
170	32	2	29	3
171	30	2	1	29
172	30	2	29	1
173	28	2	1	27
174	30	2	1	29
175	32	2	32	0
176	32	2	32	0
177	30	2	2	28
178	30	2	17	13
179	32	2	32	0
180	30	2	29	1
181	28	2	28	0
182	32	2	31	1
183	30	2	8	22
184	30	2	30	0
185	32	2	1	31
186	28	2	1	27
187	30	2	30	0
188	30	2	27	3
189	30	2	23	7
190	32	2	0	32
191	32	2	32	0
192	30	2	2	28
193	30	2	30	0
194	30	2	0	30
195	30	2	13	17
196	30	2	23	7
197	32	2	13	19
198	30	2	22	8
199	30	2	30	0
200	28	2	28	0
201	30	2	9	21
202	30	2	30	0
203	32	2	32	0
204	30	2	9	21
205	30	2	27	3
206	32	2	16	16
207	30	2	30	0
208	30	2	29	1
209	32	2	30	2
210	32	2	1	31
211	32	2	0	32
212	28	2	1	27
213	32	2	28	4
214	30	2	30	0
215	30	2	30	0
216	30	2	0	30
217	30	2	10	20
218	32	2	4	28
219	28	2	0	28
220	30	2	8	22
221	30	2	30	0
222	30	2	28	2
223	30	2	3	27
224	30	2	30	0
225	30	2	1	29
226	30	2	30	0
227	28	2	28	0
228	30	2	30	0
229	30	2	30	0
230	28	2	1	27
231	30	2	30	0
232	30	2	1	29
233	30	2	28	2
234	32	2	16	16
235	30	2	0	30
236	30	2	30	0
237	28	2	27	1
238	32	2	30	2
239	30	2	1	29
240	30	2	30	0
241	30	2	30	0
242	32	2	1	31
243	30	2	30	0
244	30	2	1	29
245	30	2	30	0
246	30	2	0	30
247	30	2	30	0
248	30	2	2	28
249	30	2	30	0
250	32	2	1	31
251	32	2	16	16
252	30	2	4	26
253	32	2	0	32
254	32	2	32	0
255	30	2	30	0
256	30	2	30	0
257	30	2	28	2
258	32	2	31	1
259	32	2	2	30
260	30	2	14	16
261	28	2	28	0
262	30	2	24	6
263	32	2	18	14
264	30	2	29	1
265	32	2	29	3
266	28	2	18	10
267	30	2	29	1
268	30	2	0	30
269	28	2	27	1
270	30	2	0	30
271	30	2	30	0
272	30	2	29	1
273	30	2	28	2
274	32	2	31	1
275	30	2	28	2
276	32	2	32	0
277	30	2	30	0
278	32	2	0	32
279	30	2	30	0
280	30	2	30	0
281	30	2	30	0
282	30	2	30	0
283	32	2	28	4
284	32	2	32	0
285	32	2	32	0
286	30	2	27	3
287	32	2	19	13
288	32	2	30	2
289	30	2	2	28
290	32	2	20	12
291	28	2	1	27
292	30	2	15	15
293	30	2	30	0
294	30	2	30	0
295	30	2	25	5
296	30	2	29	1
297	28	2	28	0
298	30	2	30	0
299	30	2	0	30
300	30	2	30	0
301	32	2	31	1
302	32	2	0	32
303	30	2	21	9
304	30	2	0	30
305	30	2	16	14
306	30	2	2	28
307	30	2	30	0
308	30	2	3	27
309	28	2	0	28
310	30	2	18	12
311	28	2	17	11
312	30	2	23	7
313	30	2	27	3
314	28	2	4	24
315	28	2	2	26
316	30	2	30	0
317	30	2	19	11
318	30	2	15	15
319	28	2	20	8
320	30	2	14	16
321	32	2	0	32
322	30	2	30	0
323	30	2	30	0
324	32	2	15	17
325	30	2	1	29
326	32	2	30	2
327	32	2	1	31
328	30	2	1	29
329	30	2	29	1
330	30	2	16	14
331	30	2	1	29
332	30	2	29	1
333	32	2	32	0
334	28	2	14	14
335	28	2	1	27
336	30	2	30	0
337	30	2	30	0
338	30	2	30	0
339	32	2	16	16
340	30	2	30	0
341	30	2	0	30
342	30	2	30	0
343	30	2	30	0
344	30	2	0	30
345	30	2	30	0
346	32	2	31	1
347	32	2	30	2
348	30	2	0	30
349	30	2	30	0
350	30	2	30	0
351	30	2	1	29
352	28	2	0	28
353	30	2	30	0
354	30	2	15	15
355	30	2	0	30
356	28	2	14	14
357	28	2	4	24
358	32	2	1	31
359	32	2	0	32
360	28	2	28	0
361	30	2	1	29
362	30	2	9	21
363	32	2	0	32
364	30	2	30	0
365	30	2	16	14
366	30	2	29	1
367	30	2	17	13
368	30	2	14	16
369	32	2	13	19
370	30	2	30	0
371	30	2	2	28
372	32	2	32	0
373	28	2	14	14
374	30	2	30	0
