scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1189489,37,0.0266,0.113,0.1047,0.2718,0.4401,0.4928,0.6036,0.75,0.6499
NW_006803924.1,1500001,2250000,1815461,36,0.1137,0.0694,0.1362,0.1123,0.5288,0.5097,0.1065,0.6299,0.6757
NW_006803924.1,2250001,3000000,2651243,46,0.0839,0.0401,0.0986,0.3678,0.5958,0.4745,0.7219,0.7442,0.7547
NW_006803924.1,3000001,3750000,3388728,37,0.1131,0.0856,0.1264,0.3125,0.3007,0.391,0.5303,0.443,0.5861
NW_006803924.1,4500001,5250000,4842728,41,0.1454,0.0416,0.1238,0.3784,0.4191,0.5187,0.6159,0.5267,0.735
NW_006803924.1,6000001,6750000,6327187,37,0.0907,0.0865,0.1049,0.2282,0.4722,0.6035,0.4534,0.6682,0.7363
NW_006803924.1,6750001,7500000,7163946,36,0.0414,0.0704,0.1225,0.3493,0.5175,0.4292,0.7341,0.7366,0.645
NW_006803924.1,8250001,9000000,8586208,35,0.0801,0.0314,0.1004,0.3193,0.4933,0.5015,0.7132,0.7015,0.7767
NW_006803924.1,9000001,9750000,9400207,33,0.067,0.0416,0.0682,0.1761,0.6434,0.6766,0.5414,0.8175,0.8563
NW_006803924.1,9750001,10500000,10066056,35,0.0519,0.0489,0.0909,0.3497,0.4676,0.6283,0.7575,0.7449,0.8079
NW_006803924.1,10500001,11250000,10964606,35,0.093,0.0104,0.0765,0.2226,0.5447,0.5442,0.6349,0.7406,0.8584
NW_006803924.1,11250001,12000000,11659160,37,0.1218,0.0441,0.0571,0.4172,0.4917,0.5793,0.6797,0.703,0.8462
NW_006803924.1,12000001,12750000,12427033,38,0.1429,0.0272,0.1003,0.2164,0.4521,0.4029,0.4486,0.5886,0.7367
NW_006803924.1,12750001,13500000,13116738,33,0.0993,0.1016,0.0931,0.2696,0.4658,0.5312,0.4699,0.6691,0.7012
NW_006803924.1,13500001,14250000,13867961,37,0.1196,0.0851,0.1383,0.2842,0.4978,0.3692,0.4832,0.6008,0.5482
NW_006803924.1,14250001,15000000,14604944,42,0.1274,0.101,0.0996,0.2993,0.3906,0.3403,0.4603,0.5623,0.5575
NW_006803924.1,15000001,15750000,15413322,39,0.1103,0.0941,0.1203,0.3761,0.3794,0.4382,0.5851,0.5466,0.6189
NW_006803924.1,15750001,16500000,16157255,39,0.078,0.0648,0.124,0.2741,0.6416,0.4378,0.599,0.738,0.657
NW_006803924.1,16500001,17250000,16911499,39,0.0943,0.039,0.0759,0.3299,0.4829,0.6367,0.6752,0.711,0.8415
NW_006803925.1,1500001,2250000,1896847,31,0.0361,0.0622,0.1578,0.1695,0.4939,0.4585,0.5628,0.6829,0.625
NW_006803925.1,2250001,3000000,2595731,31,0.172,0.0431,0.0475,0.4141,0.4637,0.4043,0.6001,0.6292,0.8066
NW_006803925.1,3000001,3750000,3357172,39,0.0584,0.092,0.1103,0.4342,0.4966,0.4455,0.7153,0.7201,0.6419
NW_006803925.1,3750001,4500000,4128095,31,0.151,0.0723,0.1133,0.2071,0.3102,0.3149,0.3101,0.4149,0.5574
NW_006803925.1,4500001,5250000,4848812,32,0.1119,0.0576,0.1228,0.2522,0.4421,0.4284,0.5097,0.593,0.6636
NW_006803925.1,5250001,6000000,5659860,31,0.0905,0.041,0.0916,0.3717,0.4851,0.5485,0.7101,0.6949,0.7929
NW_006803925.1,7500001,8250000,7936264,40,0.0906,0.0584,0.118,0.2269,0.5085,0.4335,0.5183,0.6709,0.6731
NW_006803925.1,8250001,9000000,8570177,37,0.1366,0.0514,0.1417,0.2741,0.4332,0.4605,0.5021,0.5265,0.6648
NW_006803925.1,9000001,9750000,9404195,37,0.1116,0.0321,0.0768,0.3307,0.4985,0.4816,0.6546,0.6931,0.805
NW_006803925.1,9750001,10500000,10110946,39,0.1245,0.098,0.1056,0.261,0.5246,0.4179,0.4146,0.6519,0.6203
NW_006803925.1,10500001,11250000,10855447,35,0.1352,0.1162,0.0787,0.4015,0.5234,0.4216,0.5359,0.6721,0.6365
NW_006803925.1,12000001,12750000,12374655,38,0.1502,0.1304,0.1182,0.3153,0.4159,0.388,0.3963,0.5249,0.5274
NW_006803925.1,12750001,13500000,13153588,34,0.0807,0.1492,0.1275,0.3383,0.4965,0.4384,0.5055,0.6649,0.5331
NW_006803925.1,13500001,14250000,13933805,37,0.1196,0.1026,0.1465,0.3526,0.4349,0.4624,0.5336,0.5442,0.5881
NW_006803925.1,15000001,15750000,15386839,34,0.0854,0.1466,0.1721,0.462,0.3972,0.3302,0.6109,0.5233,0.3607
NW_006803926.1,1,750000,348597,42,0.0889,0.0745,0.1115,0.2067,0.5272,0.6397,0.446,0.6915,0.7557
NW_006803926.1,1500001,2250000,1911413,30,0.1275,0.0312,0.0495,0.3282,0.4918,0.4537,0.6227,0.7057,0.8435
NW_006803926.1,2250001,3000000,2585711,31,0.0838,0.0941,0.0882,0.3095,0.3571,0.5176,0.5662,0.6239,0.7112
NW_006803926.1,3750001,4500000,4043793,34,0.0554,0.0585,0.0837,0.307,0.5174,0.4898,0.698,0.7722,0.7561
NW_006803926.1,4500001,5250000,4847435,39,0.0766,0.0884,0.0472,0.3482,0.5238,0.5317,0.6289,0.7971,0.7827
NW_006803926.1,5250001,6000000,5632720,35,0.1263,0.0207,0.0962,0.1695,0.6346,0.5504,0.4074,0.7124,0.8159
NW_006803926.1,6000001,6750000,6385578,55,0.0664,0.0955,0.1178,0.2549,0.4816,0.4641,0.5306,0.69,0.6382
NW_006803926.1,6750001,7500000,7119211,42,0.0792,0.0387,0.1198,0.3532,0.4668,0.5657,0.7244,0.6602,0.7636
NW_006803926.1,8250001,9000000,8614774,39,0.1276,0.0504,0.118,0.2472,0.3658,0.445,0.4832,0.5102,0.6928
NW_006803926.1,9000001,9750000,9381623,31,0.0608,0.0254,0.1606,0.2747,0.5525,0.557,0.7385,0.6774,0.7241
NW_006803926.1,9750001,10500000,10085333,43,0.0637,0.079,0.0885,0.2675,0.5133,0.5333,0.5914,0.7516,0.7385
NW_006803926.1,10500001,11250000,10865352,37,0.1436,0.1163,0.0862,0.2945,0.5681,0.5045,0.3998,0.6749,0.677
NW_006803926.1,11250001,12000000,11569398,39,0.0889,0.0744,0.1336,0.3247,0.3928,0.4673,0.6104,0.5712,0.6477
NW_006803926.1,12000001,12750000,12449763,35,0.1023,0.0752,0.0959,0.2318,0.5884,0.5502,0.459,0.7221,0.7409
NW_006803926.1,12750001,13500000,13139252,43,0.1097,0.0509,0.1091,0.313,0.4342,0.3005,0.604,0.6098,0.592
NW_006803926.1,13500001,14250000,13829405,30,0.1228,0.1125,0.0815,0.3854,0.4476,0.424,0.545,0.6404,0.6396
NW_006803927.1,1,750000,407704,34,0.1204,0.0247,0.1253,0.2023,0.5046,0.4529,0.4849,0.6206,0.7261
NW_006803927.1,1500001,2250000,1925104,36,0.155,0.0895,0.1131,0.3951,0.3377,0.3556,0.5401,0.4443,0.5691
NW_006803927.1,3000001,3750000,3337583,35,0.0494,0.0812,0.121,0.2751,0.5019,0.5558,0.6283,0.7202,0.703
NW_006803927.1,3750001,4500000,4180364,47,0.1197,0.0457,0.0961,0.3427,0.4216,0.4859,0.6233,0.6048,0.7549
NW_006803927.1,4500001,5250000,4865223,49,0.0973,0.1457,0.1326,0.2612,0.4616,0.4791,0.3771,0.6135,0.5625
NW_006803927.1,5250001,6000000,5567071,34,0.1266,0.0685,0.1296,0.2891,0.5368,0.5029,0.5082,0.6267,0.6821
NW_006803927.1,6000001,6750000,6383075,32,0.125,0.0574,0.1453,0.3068,0.3686,0.3082,0.5544,0.4763,0.5177
NW_006803927.1,6750001,7500000,7157019,34,0.0913,0.0992,0.1271,0.3895,0.5199,0.3696,0.6192,0.6644,0.5439
NW_006803927.1,7500001,8250000,7854260,30,0.1819,0.0634,0.1035,0.2464,0.5434,0.4815,0.347,0.5965,0.7151
NW_006803927.1,8250001,9000000,8660124,47,0.1435,0.0479,0.0572,0.3881,0.4748,0.5124,0.6166,0.6626,0.8216
NW_006803927.1,9750001,10500000,10133183,31,0.104,0.059,0.0844,0.2596,0.3657,0.4001,0.5348,0.6027,0.7068
NW_006803927.1,10500001,11250000,10854371,32,0.1383,0.0481,0.0868,0.3452,0.5191,0.4403,0.5875,0.6554,0.7443
NW_006803927.1,12000001,12750000,12414068,38,0.0636,0.0904,0.1285,0.1982,0.3655,0.4178,0.453,0.5962,0.5972
NW_006803927.1,12750001,13500000,13198263,43,0.1201,0.098,0.1555,0.3724,0.4776,0.4613,0.5598,0.5649,0.5815
NW_006803927.1,13500001,14250000,13913582,33,0.1264,0.0681,0.1483,0.2242,0.3638,0.3693,0.4071,0.4646,0.5595
NW_006803927.1,14250001,15000000,14546575,31,0.1099,0.0574,0.1827,0.1659,0.41,0.3652,0.3409,0.4868,0.518
NW_006803928.1,1,750000,381054,38,0.0886,0.1806,0.0865,0.2651,0.3753,0.4422,0.3378,0.6337,0.5489
NW_006803928.1,750001,1500000,1112155,32,0.04,0.0479,0.1519,0.1903,0.4068,0.4564,0.6365,0.6304,0.6526
NW_006803928.1,2250001,3000000,2645127,36,0.1198,0.0516,0.0946,0.2764,0.5461,0.5475,0.5394,0.683,0.7735
NW_006803928.1,4500001,5250000,4883853,32,0.079,0.0409,0.1388,0.2504,0.4595,0.5655,0.6257,0.6289,0.736
NW_006803928.1,6750001,7500000,7089709,33,0.0641,0.0591,0.1154,0.2015,0.5286,0.5789,0.5447,0.7202,0.7479
NW_006803928.1,7500001,8250000,7882697,34,0.0743,0.1056,0.1072,0.3574,0.3653,0.4072,0.6102,0.6143,0.5981
NW_006803928.1,8250001,9000000,8611665,38,0.0647,0.042,0.0946,0.292,0.5912,0.6839,0.7019,0.7716,0.8259
NW_006803928.1,9000001,9750000,9378117,31,0.1083,0.0741,0.111,0.3288,0.5055,0.4221,0.5784,0.6552,0.6521
NW_006803928.1,9750001,10500000,10106028,35,0.0751,0.0537,0.1587,0.323,0.5767,0.4704,0.6789,0.6744,0.6435
NW_006803928.1,10500001,11250000,10857787,35,0.0968,0.0344,0.1338,0.3644,0.3835,0.4002,0.7056,0.5503,0.6641
NW_006803928.1,11250001,12000000,11568964,37,0.1039,0.083,0.1081,0.3984,0.3805,0.4705,0.6321,0.5769,0.6738
NW_006803928.1,12000001,12750000,12330048,33,0.1409,0.0953,0.0926,0.2917,0.3868,0.3316,0.4362,0.5491,0.571
NW_006803928.1,12750001,13500000,13077844,31,0.1039,0.1431,0.0935,0.409,0.4336,0.4129,0.5489,0.641,0.5673
NW_006803929.1,1,750000,402678,31,0.0873,0.1456,0.057,0.1794,0.5241,0.5581,0.2215,0.7674,0.7036
NW_006803929.1,750001,1500000,1147278,32,0.0707,0.0747,0.0734,0.3039,0.4797,0.5356,0.6259,0.7486,0.7664
NW_006803929.1,1500001,2250000,1866185,39,0.0749,0.0617,0.0908,0.3065,0.4659,0.6419,0.6472,0.7087,0.7961
NW_006803929.1,6000001,6750000,6428377,34,0.0891,0.0585,0.1153,0.1928,0.4692,0.3491,0.459,0.654,0.6136
NW_006803929.1,6750001,7500000,7134055,33,0.076,0.1113,0.1384,0.1072,0.4301,0.4297,0.0706,0.6131,0.5623
NW_006803929.1,9000001,9750000,9333798,42,0.1609,0.026,0.1188,0.3694,0.4554,0.3982,0.6084,0.5428,0.703
NW_006803929.1,9750001,10500000,10114995,38,0.23,0.099,0.0553,0.3648,0.45,0.4228,0.3905,0.5314,0.7023
NW_006803930.1,1,750000,349595,32,0.1268,0.1478,0.1249,0.2941,0.4297,0.5305,0.3754,0.5596,0.6034
NW_006803930.1,750001,1500000,1146117,44,0.1493,0.0783,0.1495,0.3823,0.4204,0.3205,0.5539,0.4884,0.4885
NW_006803930.1,1500001,2250000,1869604,45,0.1488,0.1114,0.1574,0.4226,0.3392,0.4303,0.542,0.3902,0.5368
NW_006803930.1,2250001,3000000,2619003,41,0.134,0.0828,0.1805,0.3592,0.3385,0.4533,0.5491,0.3777,0.5625
NW_006803930.1,3000001,3750000,3377671,31,0.0508,0.0734,0.0525,0.3496,0.5971,0.5375,0.7092,0.8476,0.7988
NW_006803930.1,3750001,4500000,4146835,37,0.1656,0.0755,0.0669,0.3566,0.5011,0.4178,0.5074,0.6353,0.7192
NW_006803930.1,4500001,5250000,4906570,34,0.1069,0.1304,0.1437,0.2873,0.373,0.3663,0.428,0.51,0.4683
NW_006803930.1,5250001,6000000,5602035,41,0.1633,0.1106,0.1703,0.3075,0.4032,0.367,0.396,0.4273,0.4592
NW_006803930.1,6000001,6750000,6366251,38,0.0993,0.0696,0.11,0.3321,0.5034,0.3375,0.6069,0.6672,0.5922
NW_006803930.1,6750001,7500000,7135956,44,0.081,0.1007,0.1337,0.2907,0.3474,0.4137,0.5367,0.5406,0.5711
NW_006803930.1,7500001,8250000,7907497,33,0.1096,0.0259,0.197,0.2142,0.4874,0.3882,0.5322,0.5343,0.5665
NW_006803930.1,8250001,9000000,8597954,33,0.0892,0.1039,0.111,0.2248,0.4287,0.408,0.4113,0.6334,0.5956
NW_006803930.1,9000001,9750000,9432655,31,0.0781,0.087,0.1046,0.3421,0.3051,0.3588,0.6234,0.5521,0.5911
NW_006803930.1,10500001,11250000,10839481,33,0.0876,0.1492,0.0569,0.4844,0.4014,0.4318,0.6194,0.7056,0.6268
NW_006803930.1,11250001,12000000,11595208,37,0.1246,0.0312,0.1448,0.4062,0.4084,0.4115,0.6892,0.5167,0.6591
NW_006803931.1,1,750000,364588,37,0.0976,0.1312,0.1069,0.3922,0.4202,0.4179,0.5611,0.6207,0.5692
NW_006803931.1,1500001,2250000,1861087,42,0.1406,0.061,0.1044,0.258,0.5452,0.5207,0.4507,0.6449,0.7359
NW_006803931.1,2250001,3000000,2634082,30,0.1096,0.0547,0.1028,0.3265,0.4047,0.3677,0.6102,0.5966,0.6589
NW_006803931.1,3000001,3750000,3406169,48,0.0974,0.0919,0.1067,0.3633,0.375,0.3792,0.5991,0.5848,0.5974
NW_006803931.1,3750001,4500000,4097463,45,0.1391,0.041,0.0996,0.3695,0.5048,0.4784,0.6202,0.6296,0.7533
NW_006803931.1,5250001,6000000,5522842,33,0.1408,0.0349,0.0981,0.2269,0.5368,0.5097,0.4544,0.6477,0.7781
NW_006803931.1,6000001,6750000,6411456,42,0.0571,0.0471,0.1186,0.3088,0.5138,0.695,0.7217,0.7184,0.7955
NW_006803931.1,6750001,7500000,7077178,30,0.1207,0.0329,0.1209,0.3418,0.4345,0.5101,0.6448,0.5774,0.7478
NW_006803931.1,7500001,8250000,7839527,39,0.1244,0.0402,0.0936,0.3459,0.4817,0.5342,0.6275,0.6428,0.7861
NW_006803931.1,8250001,9000000,8595220,38,0.0586,0.0268,0.0973,0.2003,0.5003,0.592,0.6604,0.7404,0.8181
NW_006803931.1,9000001,9750000,9373920,35,0.0707,0.057,0.1239,0.3002,0.4087,0.5836,0.6608,0.6276,0.7416
NW_006803931.1,9750001,10500000,10081240,42,0.0873,0.0516,0.0959,0.3051,0.5034,0.5229,0.641,0.7029,0.7621
NW_006803931.1,10500001,11250000,10825950,36,0.0702,0.0765,0.0993,0.2777,0.5512,0.5902,0.5944,0.7433,0.7505
NW_006803932.1,1,750000,446587,36,0.0682,0.0655,0.0725,0.2263,0.4423,0.5748,0.5563,0.7356,0.7942
NW_006803932.1,750001,1500000,1160726,36,0.1269,0.0603,0.0614,0.444,0.3986,0.3427,0.6633,0.6299,0.7092
NW_006803932.1,1500001,2250000,1822021,33,0.051,0.0971,0.0853,0.309,0.5425,0.565,0.6255,0.7855,0.7321
NW_006803932.1,2250001,3000000,2551708,40,0.0764,0.0837,0.0828,0.3511,0.4211,0.5196,0.6406,0.6931,0.7341
NW_006803932.1,3000001,3750000,3431763,33,0.1164,0.0259,0.1321,0.2611,0.5294,0.3791,0.5842,0.6318,0.6666
NW_006803932.1,3750001,4500000,4160544,43,0.0955,0.0367,0.1203,0.3264,0.4606,0.5254,0.6745,0.6324,0.7498
NW_006803932.1,4500001,5250000,4925634,45,0.1129,0.0787,0.1075,0.1981,0.4826,0.4729,0.3597,0.6401,0.6822
NW_006803932.1,6000001,6750000,6362401,42,0.0927,0.0952,0.0741,0.3957,0.4754,0.5104,0.6283,0.7121,0.7257
NW_006803932.1,6750001,7500000,7161735,33,0.1006,0.1514,0.0734,0.2388,0.5349,0.4228,0.3205,0.7305,0.5925
NW_006803932.1,7500001,8250000,7858520,42,0.0908,0.0183,0.1512,0.3547,0.4036,0.5371,0.7433,0.5515,0.7375
NW_006803932.1,8250001,9000000,8577504,39,0.1184,0.0406,0.1579,0.3323,0.4398,0.3157,0.6259,0.5347,0.5344
NW_006803932.1,9000001,9750000,9350765,44,0.1333,0.1346,0.1023,0.345,0.4769,0.4631,0.4535,0.616,0.605
NW_006803932.1,9750001,10500000,10172265,45,0.1173,0.1261,0.0706,0.3747,0.4063,0.495,0.5224,0.6364,0.6797
