scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1184458,35,0.0285,0.12,0.1083,0.2991,0.4744,0.5321,0.6146,0.7576,0.6585
NW_006803924.1,1500001,2250000,1815816,38,0.1085,0.0915,0.1492,0.1164,0.4942,0.492,0.0795,0.5988,0.6191
NW_006803924.1,2250001,3000000,2664519,48,0.0793,0.0727,0.072,0.3703,0.5596,0.4879,0.6708,0.771,0.7514
NW_006803924.1,3000001,3750000,3403711,34,0.1234,0.069,0.1502,0.3394,0.3441,0.4535,0.571,0.4436,0.6229
NW_006803924.1,4500001,5250000,4849574,42,0.1429,0.0565,0.1176,0.3428,0.421,0.5355,0.5622,0.5403,0.7306
NW_006803924.1,6000001,6750000,6324817,36,0.0929,0.0744,0.1314,0.2444,0.4605,0.5832,0.503,0.6206,0.7108
NW_006803924.1,6750001,7500000,7149773,41,0.0362,0.0896,0.1147,0.296,0.45,0.4119,0.6611,0.7231,0.6148
NW_006803924.1,8250001,9000000,8589087,34,0.0822,0.0445,0.0984,0.2905,0.5077,0.4998,0.6536,0.7087,0.7594
NW_006803924.1,9000001,9750000,9398032,35,0.0639,0.0558,0.0431,0.1714,0.5979,0.6434,0.4952,0.8426,0.8635
NW_006803924.1,9750001,10500000,10071545,34,0.0532,0.0541,0.1046,0.3451,0.4574,0.6165,0.7409,0.7162,0.7808
NW_006803924.1,10500001,11250000,10961438,34,0.0956,0.0284,0.0758,0.2104,0.5389,0.5176,0.5574,0.7356,0.8246
NW_006803924.1,11250001,12000000,11658874,39,0.115,0.0258,0.0494,0.3865,0.4614,0.5694,0.7026,0.7082,0.8815
NW_006803924.1,12000001,12750000,12420700,39,0.1406,0.0525,0.0908,0.218,0.4375,0.3897,0.3985,0.5942,0.7004
NW_006803924.1,12750001,13500000,13127963,33,0.0993,0.0908,0.0795,0.2438,0.4467,0.4916,0.4517,0.6778,0.7153
NW_006803924.1,13500001,14250000,13855467,39,0.1132,0.1039,0.128,0.3089,0.4755,0.3817,0.4928,0.6077,0.5467
NW_006803924.1,14250001,15000000,14592473,40,0.1325,0.0822,0.0865,0.3142,0.402,0.3808,0.5036,0.5843,0.6491
NW_006803924.1,15000001,15750000,15433124,40,0.1059,0.0972,0.1175,0.3511,0.3634,0.3718,0.5639,0.5425,0.5647
NW_006803924.1,15750001,16500000,16152914,38,0.0808,0.0843,0.1065,0.3158,0.6527,0.4448,0.5981,0.7586,0.6585
NW_006803924.1,16500001,17250000,16911104,40,0.0926,0.075,0.0664,0.3545,0.4996,0.6407,0.6297,0.7356,0.8093
NW_006803925.1,1500001,2250000,1911013,34,0.0331,0.0743,0.1375,0.192,0.4462,0.4466,0.5753,0.6901,0.6286
NW_006803925.1,2250001,3000000,2591941,32,0.1679,0.0603,0.0563,0.376,0.4624,0.3907,0.5471,0.6219,0.7501
NW_006803925.1,3000001,3750000,3357172,39,0.0584,0.074,0.1085,0.4059,0.5038,0.4638,0.7298,0.726,0.6824
NW_006803925.1,3750001,4500000,4116566,32,0.1476,0.067,0.1349,0.1892,0.3473,0.3455,0.2865,0.4344,0.5604
NW_006803925.1,4500001,5250000,4855713,34,0.1068,0.113,0.1353,0.267,0.4421,0.4736,0.4294,0.5827,0.5971
NW_006803925.1,5250001,6000000,5650936,31,0.0889,0.0793,0.111,0.3799,0.4517,0.5249,0.6494,0.6494,0.7039
NW_006803925.1,7500001,8250000,7945521,40,0.0905,0.0795,0.1175,0.23,0.496,0.3962,0.4731,0.6649,0.6141
NW_006803925.1,8250001,9000000,8577373,38,0.132,0.0464,0.1348,0.2546,0.4243,0.4536,0.4939,0.5344,0.6783
NW_006803925.1,9000001,9750000,9412262,37,0.1116,0.0404,0.0837,0.3149,0.513,0.4894,0.6233,0.6912,0.7838
NW_006803925.1,9750001,10500000,10113036,40,0.1217,0.1126,0.0999,0.2826,0.5121,0.4081,0.4264,0.6558,0.5993
NW_006803925.1,10500001,11250000,10859194,34,0.1384,0.0932,0.0715,0.4106,0.5246,0.4437,0.5727,0.6779,0.6978
NW_006803925.1,11250001,12000000,11668175,30,0.1313,0.0629,0.1372,0.2809,0.4006,0.3467,0.4991,0.5108,0.5649
NW_006803925.1,12000001,12750000,12374655,38,0.1502,0.1197,0.1278,0.2887,0.4006,0.4077,0.3748,0.4977,0.547
NW_006803925.1,12750001,13500000,13156427,35,0.0782,0.1809,0.1289,0.3215,0.5134,0.4972,0.4381,0.6757,0.5376
NW_006803925.1,13500001,14250000,13922565,38,0.1169,0.1141,0.2367,0.3557,0.3976,0.3947,0.5226,0.3966,0.3968
NW_006803925.1,15000001,15750000,15380030,35,0.0834,0.1014,0.1476,0.4254,0.3633,0.3332,0.6546,0.5303,0.4686
NW_006803926.1,1,750000,363155,42,0.0905,0.0908,0.1286,0.1935,0.5269,0.6136,0.374,0.6673,0.7074
NW_006803926.1,3000001,3750000,3267921,30,0.0309,0.0875,0.0974,0.2404,0.588,0.6857,0.6171,0.8113,0.7716
NW_006803926.1,3750001,4500000,4042486,33,0.0578,0.053,0.0937,0.3254,0.5419,0.5393,0.7194,0.764,0.7697
NW_006803926.1,4500001,5250000,4841735,36,0.0827,0.0895,0.0368,0.3485,0.5812,0.5863,0.6158,0.8212,0.8133
NW_006803926.1,5250001,6000000,5640656,36,0.1232,0.0482,0.0819,0.1734,0.6211,0.5727,0.3501,0.727,0.8043
NW_006803926.1,6000001,6750000,6382351,50,0.0725,0.0658,0.1216,0.2685,0.5296,0.5309,0.6028,0.7012,0.7106
NW_006803926.1,6750001,7500000,7099809,44,0.074,0.0598,0.1283,0.3302,0.4435,0.5351,0.6743,0.6405,0.7117
NW_006803926.1,8250001,9000000,8619842,38,0.1327,0.0833,0.1195,0.2347,0.4099,0.4634,0.3817,0.5422,0.6527
NW_006803926.1,9000001,9750000,9389225,30,0.0627,0.0653,0.1386,0.2832,0.5512,0.5977,0.6431,0.702,0.7191
NW_006803926.1,9750001,10500000,10094074,44,0.0648,0.0763,0.0659,0.2926,0.5015,0.4951,0.6235,0.7784,0.7584
NW_006803926.1,10500001,11250000,10864292,37,0.146,0.1094,0.0689,0.3702,0.5749,0.5078,0.4999,0.6961,0.7119
NW_006803926.1,11250001,12000000,11567206,40,0.0871,0.0625,0.1234,0.3052,0.4069,0.5014,0.6185,0.6013,0.6981
NW_006803926.1,12000001,12750000,12432621,36,0.0986,0.0731,0.0873,0.2381,0.5685,0.5436,0.4827,0.7292,0.7526
NW_006803926.1,12750001,13500000,13134218,44,0.1076,0.0857,0.0953,0.2974,0.4303,0.319,0.5223,0.6305,0.5706
NW_006803926.1,14250001,15000000,14589749,30,0.0852,0.0784,0.0798,0.3093,0.3684,0.3711,0.594,0.6458,0.6602
NW_006803927.1,1,750000,414743,33,0.1237,0.0415,0.131,0.2307,0.5368,0.4786,0.4856,0.6286,0.7054
NW_006803927.1,1500001,2250000,1926072,34,0.1638,0.0922,0.1179,0.3469,0.3675,0.354,0.4737,0.4585,0.5551
NW_006803927.1,3000001,3750000,3321327,32,0.0545,0.0368,0.1523,0.3207,0.5669,0.6237,0.7603,0.7023,0.7465
