scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1183883,35,0.0289,0.1191,0.1072,0.3179,0.4707,0.532,0.6343,0.7569,0.6607
NW_006803924.1,1500001,2250000,1831489,41,0.0988,0.096,0.1275,0.1486,0.47,0.4817,0.2168,0.6241,0.6354
NW_006803924.1,2250001,3000000,2664836,49,0.0775,0.0605,0.1023,0.3343,0.5823,0.525,0.6693,0.7425,0.7415
NW_006803924.1,3000001,3750000,3394218,38,0.1078,0.0802,0.1404,0.3025,0.3017,0.4329,0.5386,0.4297,0.6062
NW_006803924.1,4500001,5250000,4833391,41,0.1459,0.0456,0.1222,0.3983,0.4171,0.5101,0.6243,0.5263,0.7278
NW_006803924.1,6000001,6750000,6344815,40,0.0834,0.0925,0.1236,0.2155,0.4546,0.5414,0.4328,0.6411,0.6786
NW_006803924.1,6750001,7500000,7159804,34,0.0438,0.1001,0.1505,0.3335,0.5474,0.405,0.6567,0.7092,0.5402
NW_006803924.1,8250001,9000000,8602522,37,0.0752,0.0427,0.1469,0.3116,0.488,0.5171,0.6927,0.6412,0.701
NW_006803924.1,9000001,9750000,9395233,35,0.0642,0.0773,0.068,0.1691,0.5732,0.6348,0.4225,0.8016,0.8029
NW_006803924.1,9750001,10500000,10049081,33,0.0556,0.0463,0.0911,0.3643,0.4861,0.6257,0.7641,0.7477,0.8102
NW_006803924.1,10500001,11250000,10945025,36,0.0904,0.035,0.0969,0.2455,0.4678,0.4746,0.6054,0.6778,0.7653
NW_006803924.1,11250001,12000000,11676602,42,0.1037,0.0728,0.0433,0.3409,0.4257,0.5193,0.601,0.716,0.8069
NW_006803924.1,12000001,12750000,12412221,38,0.1429,0.0335,0.0897,0.237,0.4605,0.4329,0.4704,0.6091,0.7604
NW_006803924.1,12750001,13500000,13122129,34,0.0936,0.1501,0.0487,0.3023,0.4214,0.4951,0.4381,0.7216,0.677
NW_006803924.1,13500001,14250000,13874496,40,0.1072,0.0771,0.1255,0.2935,0.4442,0.3669,0.5349,0.5973,0.5799
NW_006803924.1,14250001,15000000,14577819,44,0.1194,0.1076,0.1131,0.2991,0.3844,0.3859,0.4626,0.5483,0.5678
NW_006803924.1,15000001,15750000,15422211,40,0.1064,0.1103,0.1131,0.4036,0.3513,0.3662,0.5891,0.5367,0.5453
NW_006803924.1,15750001,16500000,16151142,38,0.0808,0.0472,0.0915,0.2477,0.6675,0.4826,0.6018,0.7803,0.7583
NW_006803924.1,16500001,17250000,16898117,41,0.0913,0.0629,0.064,0.3078,0.4531,0.6382,0.6117,0.7179,0.8266
NW_006803925.1,1500001,2250000,1904756,32,0.0348,0.0897,0.1205,0.1978,0.4543,0.4019,0.5342,0.7186,0.5978
NW_006803925.1,2250001,3000000,2616396,35,0.1532,0.0863,0.0521,0.322,0.4146,0.3567,0.4705,0.6154,0.6862
NW_006803925.1,3000001,3750000,3366004,41,0.0553,0.0592,0.1068,0.4075,0.485,0.4356,0.7631,0.724,0.691
NW_006803925.1,4500001,5250000,4857547,30,0.1175,0.0626,0.1584,0.2488,0.4744,0.4781,0.4813,0.5622,0.6366
NW_006803925.1,5250001,6000000,5616086,30,0.0931,0.0581,0.1332,0.4018,0.4907,0.5912,0.6942,0.6372,0.7317
NW_006803925.1,6750001,7500000,7182958,30,0.1481,0.1826,0.0777,0.3998,0.4599,0.3946,0.4274,0.618,0.5168
NW_006803925.1,7500001,8250000,7933370,37,0.0973,0.0628,0.1124,0.2447,0.5303,0.406,0.5198,0.6812,0.6568
NW_006803925.1,8250001,9000000,8578584,36,0.1388,0.08,0.1217,0.2753,0.4321,0.4344,0.4438,0.5495,0.6352
NW_006803925.1,9000001,9750000,9398565,35,0.1201,0.0428,0.0747,0.3469,0.5298,0.4539,0.6318,0.7004,0.7798
NW_006803925.1,9750001,10500000,10109774,40,0.1237,0.1025,0.1074,0.2522,0.499,0.4311,0.393,0.6359,0.6205
NW_006803925.1,10500001,11250000,10849362,36,0.1323,0.0758,0.0473,0.3797,0.486,0.4266,0.5823,0.699,0.7574
NW_006803925.1,12000001,12750000,12364889,35,0.1621,0.092,0.0979,0.3031,0.4418,0.4281,0.4217,0.558,0.6486
NW_006803925.1,12750001,13500000,13167078,33,0.0838,0.1814,0.1209,0.3587,0.5233,0.4997,0.4729,0.6839,0.5482
NW_006803925.1,13500001,14250000,13902999,39,0.1141,0.093,0.1705,0.3601,0.4035,0.4404,0.5658,0.4913,0.5522
NW_006803925.1,15000001,15750000,15395020,32,0.0894,0.0962,0.1397,0.4783,0.3959,0.3601,0.6862,0.5638,0.5193
NW_006803926.1,1,750000,355940,43,0.0877,0.063,0.1361,0.166,0.5165,0.5976,0.3877,0.6556,0.7248
NW_006803926.1,1500001,2250000,1901736,34,0.1122,0.095,0.0546,0.2301,0.4372,0.3905,0.3915,0.6907,0.6897
NW_006803926.1,2250001,3000000,2577613,30,0.0866,0.1119,0.1067,0.3113,0.4025,0.476,0.5293,0.6248,0.6383
NW_006803926.1,3000001,3750000,3243351,31,0.0304,0.0936,0.0926,0.2507,0.5581,0.6452,0.6157,0.8095,0.7573
NW_006803926.1,3750001,4500000,4058264,33,0.0573,0.0641,0.1006,0.3494,0.5097,0.4509,0.7146,0.7417,0.7019
NW_006803926.1,4500001,5250000,4847628,38,0.0781,0.0661,0.0413,0.3142,0.537,0.5385,0.6387,0.8081,0.8262
NW_006803926.1,5250001,6000000,5638499,37,0.1222,0.0415,0.0948,0.1755,0.622,0.5372,0.3757,0.7135,0.7836
