scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1183234,37,0.0273,0.1087,0.0779,0.2929,0.4395,0.5055,0.6353,0.7947,0.6992
NW_006803924.1,1500001,2250000,1835459,42,0.0953,0.0779,0.1258,0.1304,0.505,0.5399,0.2103,0.6526,0.6936
NW_006803924.1,2250001,3000000,2655676,45,0.0854,0.0432,0.067,0.3447,0.5959,0.5181,0.6967,0.7822,0.8157
NW_006803924.1,3000001,3750000,3401415,34,0.1272,0.0808,0.1071,0.3639,0.3311,0.4689,0.568,0.4902,0.6775
NW_006803924.1,4500001,5250000,4844193,42,0.1445,0.0413,0.0939,0.3697,0.4543,0.5629,0.6107,0.5967,0.7941
NW_006803924.1,6000001,6750000,6334570,37,0.0921,0.0756,0.0571,0.2287,0.4861,0.6127,0.4761,0.7438,0.8125
NW_006803924.1,6750001,7500000,7158926,37,0.04,0.0741,0.079,0.2947,0.5418,0.4617,0.6868,0.8102,0.726
NW_006803924.1,8250001,9000000,8602312,33,0.0829,0.0351,0.0654,0.3172,0.5377,0.5453,0.6972,0.7669,0.8382
NW_006803924.1,9000001,9750000,9397626,37,0.0591,0.066,0.0475,0.1802,0.5427,0.6062,0.4975,0.8286,0.8359
NW_006803924.1,9750001,10500000,10071417,35,0.0518,0.042,0.0913,0.3515,0.4554,0.621,0.7738,0.7385,0.8141
NW_006803924.1,10500001,11250000,10978293,34,0.0951,0.0433,0.0287,0.2049,0.5461,0.5422,0.5078,0.8046,0.881
NW_006803924.1,11250001,12000000,11662571,40,0.1096,0.0634,0.0516,0.3689,0.4656,0.5046,0.6322,0.7155,0.8037
NW_006803924.1,12000001,12750000,12409454,35,0.1555,0.0638,0.0663,0.262,0.4699,0.4784,0.4223,0.6301,0.7698
NW_006803924.1,12750001,13500000,13135672,35,0.0899,0.1102,0.0784,0.2788,0.4481,0.4896,0.4847,0.6947,0.6881
NW_006803924.1,13500001,14250000,13849329,36,0.124,0.0736,0.1132,0.3143,0.5074,0.4529,0.5345,0.6332,0.6696
NW_006803924.1,14250001,15000000,14627534,42,0.1274,0.1038,0.0716,0.3034,0.408,0.3941,0.4609,0.62,0.6478
NW_006803924.1,15000001,15750000,15420504,39,0.109,0.0964,0.0871,0.3784,0.4066,0.4165,0.5855,0.6235,0.6508
NW_006803924.1,15750001,16500000,16137574,37,0.0845,0.0235,0.0973,0.2626,0.6901,0.4668,0.6703,0.7763,0.7799
NW_006803924.1,16500001,17250000,16922718,43,0.085,0.0603,0.0541,0.298,0.4515,0.6237,0.6202,0.743,0.839
NW_006803925.1,2250001,3000000,2591727,33,0.1629,0.0367,0.0405,0.3354,0.4416,0.4099,0.554,0.6376,0.8352
NW_006803925.1,3000001,3750000,3366168,39,0.0587,0.0862,0.0696,0.3774,0.4913,0.5031,0.6888,0.778,0.7418
NW_006803925.1,4500001,5250000,4846752,31,0.1127,0.0899,0.1183,0.2752,0.4611,0.4734,0.4746,0.6116,0.6512
NW_006803925.1,7500001,8250000,7966733,38,0.0941,0.0825,0.1077,0.2357,0.512,0.4277,0.4676,0.682,0.648
NW_006803925.1,8250001,9000000,8572029,38,0.1338,0.0605,0.1064,0.2766,0.4653,0.5026,0.493,0.602,0.7255
NW_006803925.1,9000001,9750000,9404195,37,0.1116,0.0409,0.0888,0.3255,0.5216,0.4993,0.6324,0.6887,0.779
NW_006803925.1,9750001,10500000,10101061,44,0.1126,0.101,0.0774,0.2316,0.5028,0.4126,0.3808,0.6932,0.6562
NW_006803925.1,10500001,11250000,10852009,36,0.135,0.0776,0.0563,0.3998,0.4926,0.4038,0.5924,0.6859,0.7259
NW_006803925.1,11250001,12000000,11670423,30,0.1339,0.1024,0.1476,0.2737,0.4413,0.3823,0.4093,0.5291,0.5199
NW_006803925.1,12000001,12750000,12378450,36,0.156,0.0832,0.0919,0.2839,0.4361,0.4225,0.4197,0.5699,0.6682
NW_006803925.1,12750001,13500000,13164457,36,0.0749,0.1454,0.1207,0.2886,0.4916,0.4957,0.4603,0.6794,0.5892
NW_006803925.1,13500001,14250000,13919098,41,0.1097,0.0993,0.1624,0.3067,0.4365,0.4128,0.5046,0.5374,0.5314
NW_006803925.1,15000001,15750000,15396622,30,0.0937,0.1643,0.1187,0.5049,0.4736,0.3739,0.6053,0.6455,0.4635
NW_006803926.1,1,750000,362548,41,0.0895,0.0634,0.0805,0.1943,0.5458,0.6209,0.4481,0.7405,0.8007
NW_006803926.1,1500001,2250000,1903863,33,0.1141,0.0863,0.0424,0.2688,0.4593,0.4038,0.4696,0.7192,0.7352
NW_006803926.1,2250001,3000000,2569724,33,0.0774,0.0931,0.0753,0.301,0.3385,0.4654,0.5714,0.6439,0.7045
NW_006803926.1,3750001,4500000,4041716,33,0.0571,0.0517,0.0943,0.347,0.5269,0.5059,0.7389,0.7583,0.7573
NW_006803926.1,4500001,5250000,4846076,38,0.0781,0.09,0.028,0.3496,0.5493,0.5747,0.6244,0.8311,0.8214
NW_006803926.1,5250001,6000000,5650161,36,0.1288,0.0615,0.0766,0.17,0.6391,0.5749,0.2929,0.7333,0.7941
NW_006803926.1,6000001,6750000,6366331,51,0.0705,0.0884,0.1036,0.2527,0.5363,0.5177,0.5343,0.7309,0.6981
NW_006803926.1,6750001,7500000,7107313,44,0.0755,0.0581,0.0799,0.3468,0.4345,0.5464,0.6881,0.7074,0.7844
NW_006803926.1,8250001,9000000,8625088,39,0.1345,0.0708,0.1221,0.2265,0.3742,0.4157,0.3882,0.5022,0.6353
NW_006803926.1,9750001,10500000,10100334,43,0.0637,0.0704,0.0844,0.279,0.5244,0.5252,0.6247,0.762,0.7528
NW_006803926.1,10500001,11250000,10863253,38,0.1417,0.1068,0.0701,0.3107,0.5634,0.4571,0.4414,0.6946,0.6869
NW_006803926.1,11250001,12000000,11552106,41,0.0854,0.0789,0.0982,0.2949,0.4157,0.5083,0.577,0.6499,0.7139
NW_006803926.1,12000001,12750000,12420713,37,0.0945,0.0768,0.102,0.2374,0.5221,0.4901,0.4824,0.6941,0.7022
