scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1179621,30,0.0339,0.0995,0.0833,0.3426,0.5337,0.5925,0.6852,0.8102,0.7427
NW_006803924.1,1500001,2250000,1829232,37,0.1071,0.0814,0.1096,0.1363,0.5376,0.5878,0.1905,0.6759,0.7307
NW_006803924.1,2250001,3000000,2669079,46,0.0827,0.0348,0.084,0.3358,0.6237,0.5559,0.7128,0.7734,0.8149
NW_006803924.1,3000001,3750000,3400100,35,0.1186,0.0517,0.1016,0.3448,0.3294,0.489,0.6161,0.5118,0.739
NW_006803924.1,4500001,5250000,4852551,40,0.1511,0.063,0.079,0.3938,0.4477,0.5588,0.585,0.6035,0.7834
NW_006803924.1,6000001,6750000,6343395,37,0.0897,0.0643,0.1121,0.2199,0.4863,0.5753,0.4941,0.6679,0.744
NW_006803924.1,6750001,7500000,7180287,36,0.0413,0.0574,0.1408,0.3338,0.527,0.4369,0.7523,0.716,0.6422
NW_006803924.1,8250001,9000000,8595536,37,0.0762,0.0446,0.1065,0.2816,0.4744,0.4826,0.6584,0.6882,0.7393
NW_006803924.1,9000001,9750000,9415511,33,0.0691,0.0424,0.0447,0.2177,0.6739,0.7337,0.6045,0.8509,0.893
NW_006803924.1,9750001,10500000,10070606,33,0.0556,0.0513,0.0793,0.3195,0.4907,0.6192,0.7238,0.7676,0.817
NW_006803924.1,10500001,11250000,10976348,34,0.0956,0.0745,0.0721,0.2164,0.5383,0.5025,0.4482,0.7405,0.755
NW_006803924.1,11250001,12000000,11675281,39,0.115,0.0596,0.0588,0.4133,0.4644,0.5514,0.6627,0.6957,0.8139
NW_006803924.1,12000001,12750000,12418191,36,0.1533,0.0622,0.0912,0.2562,0.4658,0.4446,0.4202,0.5965,0.7162
NW_006803924.1,12750001,13500000,13147554,35,0.0926,0.0858,0.0635,0.2554,0.4669,0.5118,0.4949,0.7239,0.755
NW_006803924.1,13500001,14250000,13872650,37,0.1186,0.0845,0.1044,0.3029,0.4884,0.4578,0.5106,0.6401,0.6694
NW_006803924.1,14250001,15000000,14605380,41,0.1261,0.0662,0.0906,0.2913,0.426,0.3877,0.5165,0.6068,0.6751
NW_006803924.1,15000001,15750000,15417665,38,0.1135,0.0483,0.1553,0.3702,0.3814,0.3675,0.6532,0.4916,0.5787
NW_006803924.1,15750001,16500000,16157821,36,0.0853,0.054,0.0905,0.3013,0.7166,0.5042,0.6364,0.7901,0.759
NW_006803924.1,16500001,17250000,16923489,38,0.0964,0.0675,0.0353,0.3774,0.4645,0.6269,0.6549,0.761,0.8549
NW_006803925.1,2250001,3000000,2601626,33,0.1619,0.0499,0.0429,0.3498,0.4802,0.4192,0.548,0.6601,0.8088
NW_006803925.1,3000001,3750000,3357645,39,0.0584,0.1172,0.0781,0.3889,0.5088,0.5024,0.6434,0.7726,0.6857
NW_006803925.1,4500001,5250000,4852486,31,0.1121,0.0952,0.1535,0.3094,0.467,0.522,0.511,0.5699,0.6273
