scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1198009,35,0.0293,0.1434,0.0763,0.3415,0.4941,0.5341,0.6087,0.8148,0.6702
NW_006803924.1,1500001,2250000,1849665,37,0.1068,0.1281,0.0771,0.1522,0.4966,0.5118,0.1347,0.6985,0.6773
NW_006803924.1,2250001,3000000,2652672,47,0.0814,0.0553,0.0869,0.3502,0.5916,0.4969,0.6847,0.7604,0.7592
NW_006803924.1,3000001,3750000,3381998,34,0.1216,0.076,0.0923,0.3245,0.3503,0.471,0.546,0.5451,0.7076
NW_006803924.1,4500001,5250000,4841733,40,0.1544,0.0329,0.0689,0.4379,0.4689,0.609,0.6592,0.6274,0.8523
NW_006803924.1,6000001,6750000,6336879,38,0.0888,0.0947,0.1101,0.2186,0.4682,0.5647,0.4211,0.6613,0.7038
NW_006803924.1,6750001,7500000,7158697,36,0.0408,0.0919,0.0804,0.3327,0.5593,0.383,0.6788,0.8124,0.6445
NW_006803924.1,8250001,9000000,8582173,31,0.0902,0.0608,0.0899,0.3814,0.5155,0.535,0.6808,0.7131,0.7625
NW_006803924.1,9000001,9750000,9405088,34,0.0669,0.0747,0.0367,0.1788,0.6708,0.722,0.4454,0.8628,0.8629
NW_006803924.1,9750001,10500000,10061596,32,0.0561,0.0737,0.0808,0.3899,0.5029,0.647,0.725,0.7696,0.7952
NW_006803924.1,10500001,11250000,10953749,35,0.093,0.0394,0.0483,0.2664,0.5339,0.4909,0.614,0.7753,0.8429
NW_006803924.1,11250001,12000000,11674690,39,0.1096,0.0902,0.0524,0.359,0.4463,0.5447,0.5771,0.7035,0.7775
NW_006803924.1,12000001,12750000,12407827,35,0.162,0.0199,0.0651,0.2397,0.4497,0.4416,0.4627,0.6091,0.8318
NW_006803924.1,12750001,13500000,13118592,35,0.0899,0.1518,0.0827,0.2994,0.4377,0.4989,0.4375,0.6818,0.6314
NW_006803924.1,13500001,14250000,13861551,39,0.1115,0.086,0.1099,0.2924,0.5143,0.4099,0.5078,0.6574,0.6264
NW_006803924.1,14250001,15000000,14594404,42,0.1257,0.1165,0.0981,0.3151,0.4221,0.393,0.4576,0.5934,0.5836
NW_006803924.1,15000001,15750000,15422211,40,0.1064,0.1046,0.124,0.3927,0.4117,0.4211,0.5889,0.5753,0.5856
NW_006803924.1,15750001,16500000,16162312,34,0.0904,0.0489,0.0765,0.2744,0.7208,0.4497,0.6074,0.8008,0.7647
NW_006803924.1,16500001,17250000,16924606,37,0.1015,0.0581,0.0647,0.327,0.5321,0.6808,0.6199,0.7399,0.8414
NW_006803925.1,2250001,3000000,2604412,31,0.1712,0.0863,0.0357,0.3856,0.516,0.4396,0.5122,0.6773,0.7656
NW_006803925.1,3000001,3750000,3357248,40,0.0564,0.0939,0.0687,0.4419,0.5231,0.4465,0.7197,0.7949,0.7029
NW_006803925.1,4500001,5250000,4856651,30,0.1172,0.0382,0.1497,0.2704,0.4564,0.4236,0.5661,0.5602,0.6487
NW_006803925.1,5250001,6000000,5625013,30,0.0912,0.044,0.0766,0.3928,0.4936,0.5569,0.7169,0.7198,0.8125
NW_006803925.1,6750001,7500000,7176481,30,0.1469,0.1562,0.0564,0.3951,0.4297,0.4074,0.4583,0.6295,0.5986
NW_006803925.1,7500001,8250000,7935810,33,0.1084,0.0474,0.0787,0.2751,0.5675,0.4286,0.5711,0.7272,0.7531
NW_006803925.1,8250001,9000000,8581657,34,0.1449,0.0822,0.1052,0.2985,0.4907,0.557,0.4616,0.6062,0.7223
NW_006803925.1,9000001,9750000,9398565,35,0.1201,0.0481,0.078,0.3522,0.596,0.4934,0.6266,0.7253,0.7822
NW_006803925.1,9750001,10500000,10107176,38,0.1309,0.1313,0.0543,0.2645,0.5688,0.4742,0.3488,0.7302,0.6838
NW_006803925.1,10500001,11250000,10849362,36,0.1323,0.0884,0.0856,0.3921,0.551,0.4779,0.5734,0.6811,0.7028
NW_006803925.1,12000001,12750000,12364889,35,0.1621,0.0965,0.1127,0.3105,0.4559,0.4214,0.4244,0.5496,0.6145
NW_006803925.1,12750001,13500000,13162628,32,0.0859,0.1698,0.0672,0.3759,0.5445,0.4368,0.5052,0.7629,0.5857
NW_006803925.1,13500001,14250000,13907405,37,0.1208,0.0876,0.1905,0.3778,0.4114,0.3728,0.5802,0.4637,0.4694
NW_006803925.1,15000001,15750000,15370919,31,0.0917,0.1097,0.1457,0.4992,0.4485,0.4515,0.6755,0.5939,0.5717
NW_006803926.1,1,750000,329468,38,0.0978,0.069,0.0996,0.1984,0.5631,0.6921,0.4204,0.7123,0.7913
NW_006803926.1,1500001,2250000,1911106,32,0.1219,0.1123,0.0587,0.2712,0.4663,0.466,0.4092,0.6867,0.7008
NW_006803926.1,2250001,3000000,2587519,31,0.0848,0.106,0.0784,0.3067,0.3441,0.5139,0.5384,0.6287,0.7064
NW_006803926.1,3750001,4500000,4057420,32,0.0592,0.0493,0.1015,0.3375,0.5777,0.4953,0.7332,0.7651,0.7455
NW_006803926.1,4500001,5250000,4850733,40,0.074,0.0583,0.0652,0.2888,0.5326,0.5063,0.6392,0.7778,0.7911
NW_006803926.1,5250001,6000000,5634778,35,0.1263,0.0296,0.0663,0.1932,0.6163,0.4948,0.4377,0.7397,0.8307
NW_006803926.1,6000001,6750000,6378960,51,0.0714,0.1016,0.0859,0.2569,0.4961,0.4433,0.5089,0.7364,0.6624
NW_006803926.1,6750001,7500000,7111681,43,0.0765,0.0751,0.0558,0.3622,0.4618,0.5871,0.6654,0.759,0.8076
NW_006803926.1,8250001,9000000,8621935,35,0.151,0.0999,0.0824,0.258,0.4792,0.5334,0.3574,0.6204,0.7186
NW_006803926.1,9750001,10500000,10122044,40,0.0685,0.1023,0.0503,0.3366,0.5816,0.6023,0.6075,0.8222,0.7839
NW_006803926.1,10500001,11250000,10851175,38,0.1448,0.1012,0.0698,0.2737,0.5791,0.4877,0.3921,0.6983,0.7124
NW_006803926.1,11250001,12000000,11574435,37,0.0958,0.1157,0.1083,0.2944,0.4452,0.4934,0.4842,0.639,0.6418
NW_006803926.1,12000001,12750000,12431522,35,0.1006,0.0498,0.0737,0.2193,0.543,0.5003,0.5022,0.7336,0.789
NW_006803926.1,12750001,13500000,13151894,39,0.1189,0.0539,0.0803,0.3657,0.4818,0.3518,0.6299,0.6689,0.6908
NW_006803926.1,13500001,14250000,13826255,31,0.1213,0.1254,0.0496,0.4015,0.4911,0.4093,0.5426,0.7141,0.6594
NW_006803926.1,14250001,15000000,14593172,30,0.0852,0.0748,0.0999,0.3147,0.339,0.3154,0.6068,0.5836,0.5788
NW_006803927.1,1,750000,401274,31,0.1311,0.0305,0.1179,0.1954,0.5611,0.4944,0.4274,0.6486,0.7487
NW_006803927.1,1500001,2250000,1930851,34,0.164,0.1283,0.0709,0.4166,0.3648,0.3995,0.4934,0.5256,0.613
NW_006803927.1,3000001,3750000,3343384,35,0.0497,0.093,0.0913,0.269,0.5207,0.6132,0.5931,0.7708,0.7485
NW_006803927.1,3750001,4500000,4189131,45,0.1226,0.0822,0.0652,0.3386,0.4477,0.4731,0.5484,0.6648,0.7405
NW_006803927.1,4500001,5250000,4845650,48,0.0984,0.1576,0.0797,0.2812,0.4631,0.5151,0.3863,0.6885,0.6374
NW_006803927.1,5250001,6000000,5594208,33,0.127,0.0205,0.1407,0.3225,0.597,0.5175,0.6396,0.6455,0.7404
NW_006803927.1,6750001,7500000,7146285,35,0.0872,0.1176,0.0847,0.3926,0.4905,0.3695,0.5987,0.7125,0.5828
NW_006803927.1,7500001,8250000,7850266,35,0.1508,0.0682,0.1079,0.2455,0.4596,0.4183,0.3953,0.5733,0.6639
NW_006803927.1,8250001,9000000,8657618,46,0.1478,0.0631,0.0974,0.3837,0.4901,0.5192,0.5813,0.612,0.7421
NW_006803927.1,10500001,11250000,10842409,31,0.1428,0.0805,0.0583,0.368,0.5378,0.4268,0.5472,0.6959,0.7305
NW_006803927.1,12000001,12750000,12389908,33,0.0687,0.0689,0.101,0.2109,0.4063,0.4705,0.5209,0.6659,0.7049
NW_006803927.1,12750001,13500000,13210985,39,0.1296,0.1153,0.1212,0.3806,0.5112,0.5126,0.526,0.6183,0.6371
NW_006803927.1,13500001,14250000,13913159,33,0.1268,0.0895,0.0644,0.2493,0.3301,0.3842,0.4072,0.5636,0.6776
NW_006803928.1,1,750000,369424,33,0.104,0.1546,0.0877,0.3493,0.4081,0.4821,0.4724,0.6316,0.6106
NW_006803928.1,2250001,3000000,2642350,34,0.1265,0.0322,0.1022,0.2768,0.5227,0.5035,0.5671,0.6526,0.7736
NW_006803928.1,3000001,3750000,3397375,32,0.0908,0.025,0.0689,0.3024,0.5964,0.5173,0.6895,0.773,0.8406
NW_006803928.1,4500001,5250000,4901139,34,0.0704,0.0652,0.1053,0.2304,0.4463,0.5037,0.5578,0.6822,0.7209
NW_006803928.1,5250001,6000000,5668223,30,0.0928,0.1019,0.1016,0.1951,0.4581,0.4433,0.3457,0.6615,0.6386
NW_006803928.1,6750001,7500000,7067306,30,0.0724,0.082,0.0364,0.2098,0.5584,0.661,0.4748,0.8298,0.8426
NW_006803928.1,8250001,9000000,8629432,38,0.0665,0.0647,0.0866,0.3387,0.565,0.6785,0.6865,0.7705,0.8075
NW_006803928.1,9750001,10500000,10088365,33,0.0806,0.0515,0.1358,0.3113,0.6161,0.4784,0.6616,0.7118,0.6838
NW_006803928.1,10500001,11250000,10891543,34,0.1006,0.0711,0.1229,0.4116,0.4178,0.426,0.6664,0.5905,0.641
NW_006803928.1,11250001,12000000,11568414,36,0.106,0.1131,0.0675,0.4235,0.4002,0.4726,0.6013,0.6553,0.6902
NW_006803928.1,12000001,12750000,12331157,32,0.1447,0.1111,0.0681,0.3086,0.4231,0.3481,0.4266,0.6105,0.603
NW_006803929.1,1,750000,414392,31,0.0873,0.1389,0.0519,0.1943,0.5228,0.5666,0.2743,0.7741,0.7222
NW_006803929.1,750001,1500000,1154252,31,0.0701,0.1127,0.0571,0.2628,0.5179,0.5303,0.4969,0.7899,0.7341
NW_006803929.1,1500001,2250000,1855584,37,0.0832,0.074,0.0737,0.3087,0.4946,0.5902,0.6065,0.7363,0.7864
