scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1172351,32,0.0321,0.1287,0.1026,0.3272,0.5124,0.5655,0.6176,0.7767,0.6719
NW_006803924.1,1500001,2250000,1822232,38,0.1044,0.0706,0.1222,0.1166,0.5503,0.5713,0.1488,0.67,0.7217
NW_006803924.1,2250001,3000000,2661200,48,0.0795,0.049,0.0843,0.3277,0.6004,0.5361,0.6832,0.7691,0.7874
NW_006803924.1,3000001,3750000,3394580,34,0.1233,0.0785,0.0906,0.354,0.3431,0.505,0.569,0.5375,0.7235
NW_006803924.1,4500001,5250000,4847054,39,0.1573,0.0438,0.0753,0.4172,0.4829,0.6004,0.6237,0.6239,0.827
NW_006803924.1,6000001,6750000,6346401,38,0.0874,0.0701,0.1199,0.2063,0.49,0.5889,0.4602,0.6623,0.7323
NW_006803924.1,6750001,7500000,7166872,40,0.0367,0.0672,0.1415,0.2864,0.5016,0.4227,0.7036,0.7089,0.6162
NW_006803924.1,8250001,9000000,8592370,38,0.0756,0.055,0.0953,0.2832,0.4618,0.4564,0.6373,0.6987,0.7276
NW_006803924.1,9000001,9750000,9413915,36,0.0625,0.0627,0.0502,0.1855,0.6152,0.6635,0.5084,0.8392,0.8499
NW_006803924.1,9750001,10500000,10080083,35,0.0518,0.025,0.0869,0.3079,0.4611,0.593,0.7872,0.7484,0.8348
NW_006803924.1,10500001,11250000,10986230,33,0.0977,0.0439,0.0589,0.2322,0.5442,0.5015,0.5454,0.7579,0.8217
NW_006803924.1,11250001,12000000,11669032,38,0.1156,0.0768,0.0506,0.4086,0.4718,0.5529,0.6308,0.711,0.8016
NW_006803924.1,12000001,12750000,12413330,36,0.1533,0.0539,0.0686,0.2574,0.4519,0.4349,0.4388,0.6179,0.7625
NW_006803924.1,12750001,13500000,13136201,37,0.0864,0.1051,0.0685,0.2648,0.4353,0.4838,0.4817,0.7087,0.7065
NW_006803924.1,13500001,14250000,13860150,39,0.1132,0.0766,0.0945,0.2934,0.4679,0.4244,0.5241,0.6486,0.6758
NW_006803924.1,14250001,15000000,14600785,41,0.1279,0.0654,0.1071,0.2912,0.4542,0.4264,0.5145,0.6013,0.6749
NW_006803924.1,15000001,15750000,15430997,38,0.1121,0.0568,0.1489,0.4057,0.3813,0.3766,0.6669,0.5029,0.5835
NW_006803924.1,15750001,16500000,16132532,38,0.0815,0.04,0.1072,0.2376,0.6714,0.5167,0.6053,0.763,0.7601
NW_006803924.1,16500001,17250000,16925989,40,0.0913,0.0571,0.0399,0.3467,0.45,0.6108,0.659,0.7551,0.8592
NW_006803925.1,2250001,3000000,2599335,34,0.1573,0.0432,0.0379,0.329,0.4626,0.3752,0.5457,0.6631,0.8128
NW_006803925.1,3000001,3750000,3363571,38,0.0597,0.0877,0.0828,0.3926,0.5272,0.5191,0.6948,0.7709,0.7281
NW_006803925.1,4500001,5250000,4869553,33,0.1065,0.0806,0.1717,0.2634,0.4401,0.4623,0.4885,0.5325,0.5838
NW_006803925.1,5250001,6000000,5621797,30,0.0914,0.0874,0.1112,0.3936,0.4933,0.5796,0.6416,0.6706,0.7179
NW_006803925.1,7500001,8250000,7958013,38,0.0936,0.0454,0.1383,0.2288,0.5155,0.4015,0.5466,0.6446,0.6395
NW_006803925.1,8250001,9000000,8547593,36,0.1412,0.0298,0.1295,0.2805,0.4873,0.5247,0.5456,0.5779,0.7463
NW_006803925.1,9000001,9750000,9398367,35,0.1185,0.0299,0.1061,0.3505,0.5836,0.5385,0.662,0.6884,0.7845
NW_006803925.1,9750001,10500000,10106003,38,0.1292,0.0934,0.0769,0.26,0.5435,0.4418,0.413,0.6923,0.6878
NW_006803925.1,10500001,11250000,10863380,35,0.135,0.0679,0.101,0.409,0.526,0.4477,0.6148,0.6454,0.6936
NW_006803925.1,12000001,12750000,12360716,35,0.1643,0.0949,0.1168,0.2967,0.4623,0.428,0.4042,0.5464,0.6156
NW_006803925.1,12750001,13500000,13153336,33,0.0802,0.1288,0.1176,0.2912,0.5401,0.575,0.4845,0.7013,0.6587
NW_006803925.1,13500001,14250000,13899368,36,0.1236,0.1076,0.1104,0.3573,0.4623,0.4411,0.524,0.6085,0.616
NW_006803926.1,1,750000,348149,37,0.1027,0.0614,0.0935,0.1926,0.5826,0.6641,0.4148,0.7222,0.7995
NW_006803926.1,1500001,2250000,1897881,33,0.1166,0.0911,0.0556,0.28,0.466,0.452,0.4716,0.699,0.7309
NW_006803926.1,2250001,3000000,2569724,33,0.0774,0.1155,0.0797,0.303,0.3706,0.5398,0.5299,0.6619,0.7045
NW_006803926.1,3000001,3750000,3264398,30,0.0314,0.0725,0.0878,0.2615,0.5839,0.6689,0.6798,0.8224,0.7944
NW_006803926.1,3750001,4500000,4043873,32,0.0578,0.051,0.0916,0.3778,0.5474,0.4972,0.7578,0.7691,0.7587
NW_006803926.1,4500001,5250000,4855282,37,0.0822,0.0703,0.0689,0.3257,0.5705,0.5312,0.6327,0.7752,0.7774
NW_006803926.1,5250001,6000000,5635696,37,0.1222,0.0316,0.0918,0.145,0.6323,0.5507,0.3177,0.7209,0.8065
NW_006803926.1,6000001,6750000,6379464,46,0.0792,0.0764,0.0857,0.2774,0.5708,0.593,0.5745,0.7571,0.7688
NW_006803926.1,6750001,7500000,7113720,40,0.0822,0.0687,0.0548,0.3573,0.4925,0.5827,0.6629,0.765,0.8162
NW_006803926.1,8250001,9000000,8623083,38,0.1327,0.1079,0.1003,0.2315,0.434,0.4901,0.3272,0.5892,0.6612
NW_006803926.1,9750001,10500000,10098586,41,0.0673,0.1067,0.0707,0.3115,0.5628,0.5698,0.5759,0.7903,0.7407
NW_006803926.1,10500001,11250000,10847032,35,0.1568,0.1168,0.0721,0.3259,0.6018,0.4963,0.4212,0.6915,0.6914
NW_006803926.1,11250001,12000000,11562819,38,0.0937,0.0566,0.1331,0.3104,0.4137,0.5297,0.6223,0.5823,0.7071
NW_006803926.1,12000001,12750000,12430216,37,0.0979,0.0725,0.1033,0.2311,0.5251,0.4715,0.4741,0.6895,0.6966
NW_006803926.1,12750001,13500000,13155262,41,0.1128,0.037,0.1217,0.3144,0.4687,0.4142,0.6272,0.612,0.6895
NW_006803926.1,14250001,15000000,14585990,32,0.0796,0.0652,0.0976,0.3189,0.343,0.3386,0.6418,0.6017,0.6245
NW_006803927.1,1500001,2250000,1925019,33,0.1681,0.0792,0.0969,0.3875,0.3414,0.3839,0.529,0.4534,0.6387
NW_006803927.1,3000001,3750000,3324052,36,0.0476,0.0592,0.12,0.2676,0.4913,0.6006,0.6788,0.719,0.7501
NW_006803927.1,3750001,4500000,4178942,47,0.1186,0.0874,0.0757,0.3542,0.4335,0.4653,0.5621,0.6457,0.7124
NW_006803927.1,4500001,5250000,4869057,47,0.1024,0.1075,0.0916,0.2964,0.4531,0.4294,0.4899,0.6589,0.6356
NW_006803927.1,5250001,6000000,5574635,35,0.1249,0.0352,0.1216,0.3127,0.5549,0.4997,0.6047,0.6482,0.7388
NW_006803927.1,6750001,7500000,7168177,36,0.0852,0.1277,0.0991,0.3747,0.4971,0.3804,0.5702,0.6982,0.5534
NW_006803927.1,7500001,8250000,7822781,35,0.1554,0.0202,0.1345,0.2055,0.482,0.3795,0.4136,0.5504,0.6729
NW_006803927.1,8250001,9000000,8651451,45,0.1504,0.0579,0.0983,0.4066,0.4877,0.5221,0.6044,0.6059,0.7494
NW_006803927.1,9000001,9750000,9275510,31,0.0909,0.0152,0.1361,0.223,0.5206,0.3903,0.6279,0.6538,0.6864
NW_006803927.1,9750001,10500000,10123219,30,0.1064,0.1311,0.0563,0.2431,0.4079,0.4476,0.3551,0.6786,0.6652
NW_006803927.1,12000001,12750000,12377951,38,0.0615,0.0924,0.1414,0.2335,0.4043,0.4696,0.5171,0.611,0.6136
