scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1178203,33,0.0311,0.0955,0.1095,0.318,0.489,0.5529,0.6793,0.7581,0.6982
NW_006803924.1,1500001,2250000,1839352,41,0.0982,0.0855,0.0948,0.1107,0.4973,0.5109,0.0972,0.686,0.7106
NW_006803924.1,2250001,3000000,2660609,50,0.0768,0.0536,0.0917,0.3398,0.5597,0.4602,0.6892,0.7481,0.7373
NW_006803924.1,3000001,3750000,3388257,35,0.1203,0.0535,0.0906,0.3255,0.3243,0.4423,0.5908,0.522,0.73
NW_006803924.1,4500001,5250000,4852201,42,0.147,0.0512,0.0799,0.3936,0.4538,0.6144,0.6101,0.6122,0.815
NW_006803924.1,6000001,6750000,6338927,39,0.0872,0.0977,0.1008,0.2322,0.4923,0.5868,0.443,0.6904,0.7212
NW_006803924.1,6750001,7500000,7151698,36,0.0414,0.0555,0.1318,0.362,0.57,0.4628,0.773,0.746,0.6749
NW_006803924.1,8250001,9000000,8600568,35,0.0791,0.0102,0.128,0.2887,0.4988,0.4849,0.7418,0.6676,0.76
NW_006803924.1,9000001,9750000,9412572,36,0.0625,0.0382,0.0485,0.1822,0.6437,0.6943,0.5796,0.848,0.8876
NW_006803924.1,9750001,10500000,10081196,34,0.0531,0.06,0.0762,0.3534,0.4623,0.5906,0.7342,0.764,0.8015
NW_006803924.1,10500001,11250000,10975497,31,0.1036,0.033,0.0608,0.2397,0.5981,0.5871,0.5691,0.7676,0.8584
NW_006803924.1,11250001,12000000,11677459,38,0.1136,0.0625,0.0611,0.3891,0.472,0.5482,0.6429,0.6987,0.8056
NW_006803924.1,12000001,12750000,12423047,34,0.1633,0.039,0.0437,0.2402,0.4679,0.4333,0.4199,0.6495,0.8331
NW_006803924.1,12750001,13500000,13119057,36,0.0865,0.0838,0.0905,0.23,0.4458,0.473,0.4723,0.6801,0.6997
NW_006803924.1,13500001,14250000,13864094,38,0.1162,0.0899,0.1143,0.2917,0.5027,0.4017,0.4906,0.6389,0.607
NW_006803924.1,14250001,15000000,14636080,41,0.1299,0.0864,0.09,0.3055,0.4408,0.3743,0.4899,0.6129,0.6308
NW_006803924.1,15000001,15750000,15416953,37,0.115,0.0752,0.1252,0.3488,0.4301,0.4168,0.5841,0.5761,0.6245
NW_006803924.1,15750001,16500000,16125104,38,0.0815,0.0643,0.1074,0.3274,0.662,0.4289,0.6475,0.7597,0.6777
NW_006803924.1,16500001,17250000,16918735,39,0.0946,0.0314,0.0485,0.3518,0.4806,0.6126,0.7069,0.7505,0.8829
NW_006803925.1,2250001,3000000,2595392,32,0.1669,0.0575,0.0441,0.3929,0.493,0.43,0.5683,0.6591,0.7971
NW_006803925.1,3000001,3750000,3357248,40,0.0564,0.1041,0.0733,0.4109,0.5061,0.458,0.6844,0.7817,0.6868
NW_006803925.1,4500001,5250000,4854564,31,0.1144,0.0943,0.1405,0.2996,0.4292,0.4688,0.4962,0.5547,0.6117
NW_006803925.1,6750001,7500000,7190218,31,0.1441,0.1505,0.085,0.3766,0.4364,0.3594,0.4503,0.5966,0.5194
NW_006803925.1,7500001,8250000,7954972,40,0.0892,0.0506,0.1021,0.2352,0.4986,0.4025,0.5543,0.6892,0.6922
NW_006803925.1,8250001,9000000,8558773,38,0.1335,0.0523,0.1436,0.2806,0.4575,0.5332,0.5155,0.5479,0.7006
NW_006803925.1,9000001,9750000,9398227,34,0.1248,0.0062,0.1032,0.3454,0.6023,0.5258,0.6923,0.6928,0.8193
NW_006803925.1,9750001,10500000,10099511,38,0.1296,0.1105,0.067,0.2703,0.5636,0.4132,0.3972,0.7136,0.658
NW_006803925.1,10500001,11250000,10862804,37,0.1291,0.1097,0.1041,0.3802,0.5074,0.439,0.5348,0.6382,0.6205
NW_006803925.1,11250001,12000000,11665618,31,0.1254,0.0598,0.1641,0.2575,0.389,0.3781,0.4838,0.4704,0.5559
NW_006803925.1,12000001,12750000,12364130,38,0.1519,0.0993,0.1388,0.2976,0.427,0.3984,0.4189,0.505,0.5526
NW_006803925.1,12750001,13500000,13173639,34,0.08,0.1291,0.1051,0.3271,0.5031,0.4843,0.5283,0.7002,0.6227
NW_006803925.1,13500001,14250000,13899368,36,0.1236,0.0887,0.0876,0.3253,0.4761,0.489,0.5208,0.6488,0.7053
NW_006803926.1,1,750000,343173,36,0.1032,0.0686,0.0801,0.2342,0.6123,0.7322,0.4759,0.7494,0.8232
NW_006803926.1,1500001,2250000,1918646,30,0.1278,0.0595,0.0498,0.3357,0.4928,0.4616,0.5764,0.7054,0.7966
NW_006803926.1,2250001,3000000,2584854,32,0.0813,0.1039,0.0906,0.3025,0.3679,0.5075,0.5441,0.6333,0.6895
NW_006803926.1,3750001,4500000,4045478,30,0.0623,0.0303,0.1125,0.3352,0.5722,0.5054,0.7667,0.7449,0.762
NW_006803926.1,4500001,5250000,4860831,39,0.0787,0.0715,0.0662,0.3354,0.5538,0.5304,0.646,0.7776,0.7792
NW_006803926.1,5250001,6000000,5634671,37,0.1222,0.0191,0.0981,0.16,0.6131,0.5551,0.3997,0.7061,0.8169
NW_006803926.1,6000001,6750000,6403074,49,0.0727,0.0959,0.0906,0.2922,0.5126,0.5293,0.5648,0.7354,0.7111
NW_006803926.1,6750001,7500000,7115096,42,0.0786,0.0496,0.0758,0.3723,0.4656,0.6052,0.7169,0.7259,0.82
NW_006803926.1,8250001,9000000,8620599,35,0.1465,0.0814,0.0951,0.2604,0.4412,0.523,0.4035,0.5826,0.7218
NW_006803926.1,9750001,10500000,10104309,42,0.065,0.0984,0.0762,0.2882,0.5589,0.5857,0.5707,0.7844,0.7503
NW_006803926.1,10500001,11250000,10841811,36,0.1537,0.0953,0.0661,0.34,0.6002,0.525,0.4767,0.7012,0.7434
NW_006803926.1,11250001,12000000,11563017,41,0.0855,0.0905,0.1342,0.3164,0.3948,0.4745,0.5774,0.5773,0.6291
NW_006803926.1,12000001,12750000,12420209,36,0.0983,0.0983,0.103,0.2379,0.5431,0.5288,0.4276,0.6981,0.6912
NW_006803926.1,12750001,13500000,13120055,40,0.115,0.0934,0.114,0.3539,0.4722,0.3725,0.5578,0.6218,0.5771
NW_006803927.1,1,750000,390571,30,0.1343,0.0417,0.125,0.2195,0.5713,0.5403,0.4402,0.6419,0.7427
NW_006803927.1,1500001,2250000,1938876,34,0.1616,0.0845,0.0984,0.3442,0.354,0.3408,0.4861,0.4755,0.5893
NW_006803927.1,3000001,3750000,3341309,35,0.0486,0.0507,0.1115,0.2698,0.5012,0.5823,0.7,0.7348,0.7649
NW_006803927.1,3750001,4500000,4173826,46,0.1226,0.0327,0.0811,0.3689,0.427,0.4779,0.6637,0.6269,0.7956
NW_006803927.1,4500001,5250000,4867339,48,0.1003,0.1344,0.1048,0.2637,0.4705,0.4693,0.3963,0.6539,0.6062
NW_006803927.1,5250001,6000000,5572624,37,0.1153,0.078,0.113,0.2709,0.5263,0.4956,0.4868,0.6552,0.6881
NW_006803927.1,6750001,7500000,7166035,33,0.0937,0.1376,0.0749,0.4168,0.5487,0.4316,0.5781,0.7436,0.6171
NW_006803927.1,7500001,8250000,7843195,35,0.1564,0.0302,0.1083,0.2075,0.49,0.4001,0.3916,0.5872,0.7154
NW_006803927.1,8250001,9000000,8658742,45,0.1486,0.064,0.0746,0.3953,0.522,0.5328,0.5887,0.6595,0.7788
NW_006803927.1,9750001,10500000,10126539,30,0.1048,0.0687,0.0545,0.2822,0.3943,0.4361,0.5424,0.6752,0.7617
NW_006803927.1,10500001,11250000,10850367,30,0.1492,0.0769,0.0436,0.3817,0.5229,0.3745,0.5558,0.6996,0.733
NW_006803927.1,12000001,12750000,12374596,36,0.0639,0.0711,0.1271,0.1911,0.4198,0.4682,0.4909,0.6412,0.6622
NW_006803927.1,12750001,13500000,13202425,42,0.1241,0.094,0.1309,0.3593,0.4609,0.4391,0.5471,0.5791,0.6046
NW_006803927.1,13500001,14250000,13919933,32,0.1276,0.0441,0.1072,0.2498,0.3627,0.4214,0.5013,0.5236,0.7063
NW_006803927.1,14250001,15000000,14555419,30,0.1109,0.064,0.1975,0.166,0.3915,0.3362,0.321,0.4475,0.4527
NW_006803928.1,1,750000,356396,36,0.0974,0.2175,0.0749,0.3324,0.3987,0.4766,0.369,0.6563,0.5433
NW_006803928.1,2250001,3000000,2614148,36,0.1181,0.032,0.088,0.2815,0.499,0.5546,0.5914,0.6691,0.8126
NW_006803928.1,3000001,3750000,3395230,31,0.0928,0.0204,0.0669,0.3047,0.5681,0.4668,0.6977,0.7629,0.8361
NW_006803928.1,4500001,5250000,4918475,36,0.0676,0.0164,0.1579,0.2179,0.472,0.5347,0.6878,0.6265,0.73
NW_006803928.1,5250001,6000000,5668481,34,0.0802,0.1034,0.1413,0.2032,0.4336,0.4454,0.3899,0.6054,0.5815
NW_006803928.1,8250001,9000000,8617318,38,0.0667,0.0458,0.0841,0.3471,0.5664,0.704,0.7313,0.7741,0.8381
NW_006803928.1,9750001,10500000,10077334,34,0.0804,0.0299,0.1516,0.3098,0.5987,0.4777,0.7084,0.6866,0.6917
NW_006803928.1,10500001,11250000,10879837,34,0.0988,0.0635,0.1144,0.3663,0.4179,0.3942,0.649,0.6058,0.6437
NW_006803928.1,11250001,12000000,11558449,35,0.1103,0.0864,0.0684,0.4508,0.4137,0.5437,0.6535,0.6565,0.7602
NW_006803928.1,12000001,12750000,12333468,35,0.1288,0.1246,0.0679,0.2716,0.3607,0.3068,0.3756,0.584,0.5352
NW_006803929.1,1,750000,411018,33,0.0836,0.1336,0.068,0.1672,0.517,0.5044,0.2214,0.754,0.6782
NW_006803929.1,750001,1500000,1135099,30,0.0749,0.0688,0.0796,0.3246,0.5526,0.5748,0.6491,0.764,0.7802
NW_006803929.1,1500001,2250000,1850789,41,0.0711,0.0993,0.0972,0.2941,0.4318,0.5514,0.5634,0.685,0.7083
NW_006803929.1,6000001,6750000,6422461,32,0.0942,0.0394,0.1402,0.1959,0.4808,0.3697,0.5043,0.6202,0.6213
NW_006803929.1,9000001,9750000,9337396,41,0.1651,0.0159,0.0933,0.3978,0.4721,0.443,0.6413,0.5828,0.7892
NW_006803929.1,9750001,10500000,10109097,36,0.2406,0.0572,0.0467,0.3418,0.4936,0.4756,0.4054,0.5618,0.8109
NW_006803930.1,1,750000,334582,32,0.1237,0.1287,0.1255,0.3017,0.4259,0.5415,0.4227,0.56,0.6318
NW_006803930.1,750001,1500000,1156901,47,0.1393,0.096,0.1385,0.3907,0.4197,0.358,0.5499,0.5155,0.5194
NW_006803930.1,1500001,2250000,1892623,43,0.1606,0.0996,0.1209,0.4806,0.3415,0.4609,0.5864,0.4289,0.626
NW_006803930.1,2250001,3000000,2645840,46,0.1214,0.0892,0.14,0.329,0.3239,0.4259,0.5278,0.4375,0.5884
NW_006803930.1,3750001,4500000,4163256,39,0.1576,0.1016,0.0701,0.3515,0.4836,0.45,0.474,0.6309,0.6906
NW_006803930.1,4500001,5250000,4902059,31,0.1203,0.152,0.1675,0.2831,0.4165,0.337,0.3623,0.4992,0.3687
NW_006803930.1,5250001,6000000,5594082,41,0.1604,0.0937,0.161,0.3085,0.4308,0.417,0.429,0.4694,0.5448
NW_006803930.1,6000001,6750000,6367606,37,0.1018,0.0898,0.1018,0.3558,0.5481,0.3869,0.5883,0.6976,0.6153
NW_006803930.1,6750001,7500000,7169419,41,0.0884,0.1223,0.1262,0.3187,0.3902,0.4431,0.5159,0.5813,0.5745
NW_006803930.1,7500001,8250000,7915515,33,0.111,0.0516,0.1814,0.2275,0.5186,0.4447,0.4862,0.5727,0.5971
NW_006803930.1,8250001,9000000,8635476,32,0.0943,0.1548,0.1001,0.2492,0.4784,0.4524,0.3449,0.6736,0.5729
NW_006803930.1,10500001,11250000,10841241,32,0.0917,0.1346,0.0224,0.5024,0.4495,0.3958,0.6443,0.7836,0.6803
NW_006803930.1,11250001,12000000,11583198,35,0.1323,0.0558,0.0972,0.4212,0.4224,0.4386,0.6467,0.5852,0.7136
NW_006803931.1,1,750000,351018,35,0.1017,0.138,0.089,0.4443,0.4589,0.4671,0.5877,0.6675,0.6212
NW_006803931.1,1500001,2250000,1853191,40,0.1462,0.0594,0.0689,0.2672,0.5774,0.5666,0.4569,0.6969,0.8047
NW_006803931.1,3000001,3750000,3404665,45,0.1033,0.063,0.1263,0.3736,0.417,0.3943,0.6476,0.5807,0.6249
NW_006803931.1,3750001,4500000,4088006,45,0.1409,0.0684,0.0719,0.3589,0.5407,0.5593,0.5613,0.6824,0.7859
NW_006803931.1,5250001,6000000,5529719,31,0.1562,0.0454,0.0697,0.2497,0.583,0.5386,0.4372,0.6865,0.8147
NW_006803931.1,6000001,6750000,6392355,40,0.0601,0.0415,0.1068,0.306,0.5682,0.7252,0.7255,0.7534,0.8221
NW_006803931.1,7500001,8250000,7844269,39,0.1245,0.0571,0.074,0.3586,0.493,0.5253,0.6083,0.6762,0.7869
NW_006803931.1,8250001,9000000,8597260,37,0.0614,0.0498,0.0867,0.2161,0.5467,0.6229,0.6032,0.7706,0.8105
NW_006803931.1,9000001,9750000,9373138,30,0.0846,0.0913,0.0723,0.3274,0.4601,0.6145,0.5889,0.7191,0.7741
NW_006803931.1,9750001,10500000,10101845,43,0.0878,0.0617,0.107,0.3013,0.5113,0.5073,0.6147,0.691,0.7252
NW_006803931.1,10500001,11250000,10807124,36,0.0694,0.0556,0.1143,0.2664,0.577,0.6111,0.6319,0.7355,0.7653
NW_006803932.1,1,750000,453240,33,0.0741,0.0872,0.0566,0.2369,0.4581,0.5541,0.5051,0.7598,0.7793
NW_006803932.1,750001,1500000,1135209,33,0.1408,0.0624,0.035,0.4838,0.4385,0.3389,0.6644,0.6774,0.7582
NW_006803932.1,1500001,2250000,1809078,34,0.0489,0.0972,0.0922,0.2883,0.5289,0.5487,0.6081,0.7738,0.7162
NW_006803932.1,2250001,3000000,2586622,41,0.0786,0.0904,0.1294,0.3253,0.4151,0.5035,0.5999,0.6116,0.6534
NW_006803932.1,3000001,3750000,3427295,33,0.1182,0.0119,0.1454,0.2759,0.5442,0.3885,0.6304,0.6222,0.6747
NW_006803932.1,3750001,4500000,4143241,44,0.0974,0.0595,0.1187,0.3169,0.4544,0.5083,0.6153,0.6279,0.7123
NW_006803932.1,4500001,5250000,4936889,42,0.1193,0.0767,0.0842,0.2165,0.5055,0.5128,0.389,0.6763,0.7389
NW_006803932.1,6000001,6750000,6359161,39,0.1005,0.1136,0.0601,0.4205,0.4915,0.5144,0.6065,0.7294,0.7215
NW_006803932.1,6750001,7500000,7144865,33,0.1014,0.1233,0.0711,0.2212,0.506,0.3716,0.3378,0.7192,0.5977
NW_006803932.1,7500001,8250000,7860759,42,0.0923,0.0299,0.1176,0.3337,0.4185,0.5699,0.7014,0.6112,0.7797
NW_006803932.1,8250001,9000000,8601597,37,0.1265,0.0271,0.1949,0.3446,0.4817,0.3278,0.6473,0.5125,0.5069
NW_006803932.1,9000001,9750000,9344844,41,0.1414,0.1591,0.0808,0.3488,0.5322,0.4752,0.4102,0.6661,0.6092
NW_006803932.1,9750001,10500000,10168663,42,0.1242,0.0604,0.0865,0.3854,0.4229,0.5538,0.6257,0.6133,0.7749
NW_006803933.1,1,750000,316644,34,0.1135,0.018,0.0613,0.286,0.7537,0.6167,0.6381,0.8005,0.8846
NW_006803933.1,1500001,2250000,1841277,38,0.0603,0.1075,0.0768,0.2656,0.5846,0.4858,0.5327,0.7986,0.6921
NW_006803933.1,2250001,3000000,2665915,37,0.0524,0.0554,0.1323,0.2599,0.4272,0.5422,0.6679,0.6562,0.7154
NW_006803933.1,4500001,5250000,4885092,40,0.115,0.0122,0.128,0.247,0.5256,0.5077,0.6028,0.6363,0.7667
