scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1196427,34,0.0294,0.164,0.1071,0.3164,0.4743,0.5327,0.5445,0.7579,0.6067
NW_006803924.1,1500001,2250000,1844816,38,0.105,0.0778,0.1242,0.1203,0.4923,0.5125,0.1426,0.6343,0.6819
NW_006803924.1,2250001,3000000,2656868,48,0.0801,0.0561,0.1142,0.3463,0.5543,0.4967,0.6825,0.7124,0.7179
NW_006803924.1,3000001,3750000,3397180,35,0.1186,0.0731,0.1042,0.3245,0.3519,0.4411,0.5566,0.532,0.6766
NW_006803924.1,4500001,5250000,4834932,42,0.1445,0.0232,0.1102,0.3721,0.4255,0.544,0.6441,0.552,0.7902
NW_006803924.1,6000001,6750000,6328762,39,0.0871,0.0759,0.1132,0.2224,0.4548,0.5662,0.4765,0.6509,0.7242
NW_006803924.1,6750001,7500000,7150347,37,0.0399,0.1047,0.1795,0.2819,0.5037,0.4066,0.6041,0.654,0.4948
NW_006803924.1,8250001,9000000,8556162,35,0.084,0.0475,0.1644,0.3313,0.4195,0.4641,0.6802,0.5558,0.6402
NW_006803924.1,9000001,9750000,9416636,32,0.0712,0.0858,0.039,0.1613,0.7205,0.7498,0.3569,0.864,0.8529
NW_006803924.1,9750001,10500000,10053346,31,0.0573,0.0724,0.1008,0.406,0.4798,0.6903,0.7347,0.7273,0.7859
NW_006803924.1,10500001,11250000,10956035,36,0.0906,0.0316,0.0879,0.2108,0.5329,0.4833,0.5634,0.7234,0.7887
NW_006803924.1,11250001,12000000,11654486,40,0.1119,0.049,0.0807,0.3481,0.4438,0.5767,0.6366,0.6551,0.806
NW_006803924.1,12000001,12750000,12425383,38,0.151,0.032,0.1174,0.2546,0.4773,0.4086,0.4838,0.5736,0.7016
NW_006803924.1,12750001,13500000,13130135,36,0.0885,0.1328,0.1274,0.2612,0.4294,0.4899,0.4172,0.6105,0.5928
NW_006803924.1,13500001,14250000,13875091,37,0.1196,0.0768,0.1491,0.326,0.5073,0.3533,0.5498,0.5937,0.5284
NW_006803924.1,14250001,15000000,14603498,43,0.1215,0.0952,0.1121,0.3154,0.4196,0.4007,0.5014,0.5771,0.6013
NW_006803924.1,15000001,15750000,15436610,41,0.1035,0.115,0.1168,0.3928,0.3288,0.4152,0.5774,0.5109,0.5761
NW_006803924.1,15750001,16500000,16155217,37,0.0823,0.0457,0.1121,0.2884,0.7187,0.5383,0.6487,0.7709,0.754
NW_006803924.1,16500001,17250000,16925606,37,0.0997,0.0615,0.0652,0.318,0.4974,0.669,0.6078,0.7259,0.8341
NW_006803925.1,1500001,2250000,1903488,30,0.037,0.0492,0.1176,0.1643,0.5073,0.4131,0.5971,0.7455,0.6755
NW_006803925.1,2250001,3000000,2598404,33,0.1619,0.0592,0.0694,0.3699,0.4892,0.4145,0.5525,0.6297,0.7414
NW_006803925.1,3000001,3750000,3355345,37,0.0611,0.0689,0.0968,0.4589,0.5371,0.4305,0.7613,0.7534,0.6883
NW_006803925.1,3750001,4500000,4121530,30,0.1517,0.1169,0.0963,0.2447,0.324,0.3281,0.302,0.4592,0.5224
NW_006803925.1,4500001,5250000,4856495,31,0.1149,0.0824,0.1958,0.2636,0.4088,0.4122,0.4682,0.462,0.5083
NW_006803925.1,5250001,6000000,5647359,31,0.0905,0.0618,0.0763,0.3828,0.5273,0.5484,0.6794,0.737,0.7851
NW_006803925.1,7500001,8250000,7925609,39,0.0926,0.0543,0.1152,0.2584,0.5212,0.3891,0.5701,0.6789,0.6539
NW_006803925.1,8250001,9000000,8569363,35,0.142,0.0618,0.1219,0.2965,0.4566,0.4725,0.5011,0.5643,0.6857
NW_006803925.1,9000001,9750000,9399359,36,0.1157,0.0501,0.0944,0.3307,0.5614,0.4791,0.6114,0.6957,0.7477
NW_006803925.1,9750001,10500000,10106143,38,0.1252,0.1108,0.1365,0.2556,0.5305,0.456,0.3803,0.6165,0.5858
NW_006803925.1,10500001,11250000,10872180,38,0.1237,0.0674,0.1359,0.3601,0.4925,0.4564,0.5931,0.5953,0.6476
NW_006803925.1,12000001,12750000,12367893,36,0.1587,0.1316,0.1855,0.314,0.3964,0.4512,0.3797,0.4068,0.4928
NW_006803925.1,12750001,13500000,13160949,34,0.0801,0.1334,0.1336,0.3341,0.5337,0.5025,0.5284,0.6778,0.5926
NW_006803925.1,13500001,14250000,13914716,34,0.1297,0.0843,0.1239,0.4186,0.499,0.4495,0.6052,0.6072,0.6359
NW_006803925.1,15000001,15750000,15387855,32,0.0892,0.1168,0.1485,0.4731,0.4275,0.4034,0.6541,0.5776,0.5179
NW_006803926.1,1,750000,329468,38,0.0978,0.0985,0.1188,0.2085,0.5346,0.6567,0.3719,0.6745,0.7264
