scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1182964,34,0.0284,0.0956,0.1043,0.3054,0.468,0.5311,0.674,0.7612,0.6942
NW_006803924.1,1500001,2250000,1825392,42,0.0943,0.0755,0.1445,0.1322,0.4799,0.4938,0.2267,0.6137,0.6474
NW_006803924.1,2250001,3000000,2677711,50,0.0763,0.0541,0.0898,0.3276,0.5292,0.5243,0.6794,0.7386,0.7679
NW_006803924.1,3000001,3750000,3392253,34,0.1234,0.0574,0.1026,0.3871,0.3477,0.5258,0.6332,0.5223,0.7457
NW_006803924.1,4500001,5250000,4843934,44,0.1359,0.0613,0.117,0.3524,0.4039,0.5405,0.5753,0.5359,0.727
NW_006803924.1,6000001,6750000,6312963,38,0.089,0.0986,0.1194,0.2263,0.4555,0.5539,0.4264,0.6395,0.6824
NW_006803924.1,6750001,7500000,7145299,42,0.0346,0.0596,0.1619,0.2783,0.4361,0.4351,0.7209,0.6441,0.6065
NW_006803924.1,8250001,9000000,8579557,34,0.0839,0.0179,0.1507,0.2894,0.4811,0.4465,0.7115,0.6201,0.6933
NW_006803924.1,9000001,9750000,9393824,34,0.0655,0.0452,0.0501,0.1745,0.6139,0.6428,0.5314,0.8351,0.868
NW_006803924.1,9750001,10500000,10070188,35,0.0519,0.063,0.1097,0.3416,0.429,0.6128,0.7225,0.694,0.7625
NW_006803924.1,10500001,11250000,10970869,33,0.0977,0.0316,0.0777,0.239,0.5389,0.4899,0.5864,0.7302,0.8073
NW_006803924.1,11250001,12000000,11646268,41,0.1082,0.0447,0.0617,0.3655,0.4405,0.5257,0.6657,0.6879,0.8239
NW_006803924.1,12000001,12750000,12395182,37,0.1488,0.0633,0.0854,0.2425,0.4833,0.4322,0.4037,0.6221,0.717
NW_006803924.1,12750001,13500000,13161411,33,0.0961,0.0872,0.0953,0.2581,0.4416,0.4955,0.4887,0.6554,0.6998
NW_006803924.1,13500001,14250000,13863812,38,0.1164,0.0653,0.1468,0.2915,0.4512,0.3749,0.5376,0.561,0.5716
