scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1164789,34,0.03,0.1173,0.1,0.3168,0.4948,0.526,0.6347,0.7767,0.6691
NW_006803924.1,1500001,2250000,1829898,39,0.1024,0.0886,0.1185,0.1429,0.5247,0.5372,0.2069,0.6637,0.6879
NW_006803924.1,2250001,3000000,2651629,46,0.0847,0.0416,0.0742,0.3498,0.6138,0.4986,0.705,0.7798,0.8002
NW_006803924.1,3000001,3750000,3388433,33,0.1265,0.0655,0.0847,0.345,0.366,0.52,0.5771,0.5647,0.757
NW_006803924.1,4500001,5250000,4847260,38,0.1604,0.0324,0.058,0.4186,0.5069,0.6304,0.6376,0.6572,0.8721
NW_006803924.1,6000001,6750000,6336879,38,0.0888,0.111,0.0965,0.209,0.4604,0.556,0.3649,0.6764,0.6964
NW_006803924.1,6750001,7500000,7160767,39,0.0379,0.0792,0.1131,0.3293,0.5328,0.4056,0.7088,0.7612,0.6288
NW_006803924.1,8250001,9000000,8600851,32,0.0861,0.0597,0.0588,0.3467,0.5046,0.4547,0.6641,0.7584,0.7785
NW_006803924.1,9000001,9750000,9415845,33,0.067,0.0568,0.0398,0.1829,0.6886,0.7314,0.507,0.8622,0.8816
NW_006803924.1,9750001,10500000,10069637,34,0.0539,0.0488,0.0956,0.3544,0.4748,0.6096,0.7563,0.7379,0.7965
NW_006803924.1,10500001,11250000,10961610,34,0.095,0.0246,0.0507,0.2636,0.5355,0.5058,0.642,0.7697,0.8675
NW_006803924.1,11250001,12000000,11649882,37,0.1178,0.0999,0.052,0.4186,0.4887,0.5699,0.5996,0.7145,0.774
NW_006803924.1,12000001,12750000,12419994,35,0.156,0.0309,0.0648,0.2222,0.4518,0.4286,0.4202,0.6194,0.8073
NW_006803924.1,12750001,13500000,13146192,33,0.0976,0.12,0.0856,0.2871,0.486,0.5099,0.463,0.6938,0.6758
NW_006803924.1,13500001,14250000,13865249,38,0.1146,0.0655,0.1038,0.2738,0.5179,0.4348,0.5179,0.6634,0.6853
NW_006803924.1,14250001,15000000,14603491,40,0.1324,0.0905,0.0923,0.2976,0.4562,0.395,0.468,0.617,0.6362
NW_006803924.1,15000001,15750000,15431229,36,0.117,0.1044,0.1229,0.4361,0.4111,0.4749,0.6074,0.561,0.6259
NW_006803924.1,15750001,16500000,16123119,39,0.0801,0.047,0.096,0.2445,0.6491,0.4262,0.5998,0.7703,0.723
NW_006803924.1,16500001,17250000,16922014,39,0.0943,0.0662,0.0411,0.3294,0.5017,0.6987,0.6203,0.7714,0.8635
NW_006803925.1,2250001,3000000,2581734,32,0.1694,0.0743,0.0459,0.3676,0.4929,0.4314,0.5148,0.6532,0.7648
NW_006803925.1,3000001,3750000,3349097,38,0.0605,0.1164,0.0676,0.4725,0.5254,0.448,0.6956,0.7912,0.6706
NW_006803925.1,4500001,5250000,4859183,33,0.1065,0.0558,0.1487,0.2414,0.4675,0.4308,0.5095,0.5837,0.6284
NW_006803925.1,6750001,7500000,7176481,30,0.1469,0.1329,0.0925,0.392,0.445,0.3837,0.4868,0.5886,0.5586
NW_006803925.1,7500001,8250000,7959099,37,0.096,0.0542,0.1242,0.2498,0.5152,0.3908,0.5504,0.6595,0.6403
NW_006803925.1,8250001,9000000,8567029,38,0.1357,0.0495,0.1012,0.2785,0.4767,0.5283,0.5138,0.6142,0.7598
NW_006803925.1,9000001,9750000,9404033,36,0.1157,0.0301,0.099,0.3665,0.5821,0.5061,0.6795,0.6995,0.7826
NW_006803925.1,9750001,10500000,10102522,37,0.1318,0.1026,0.0696,0.2681,0.5558,0.4778,0.4039,0.704,0.7055
NW_006803925.1,10500001,11250000,10870834,34,0.1383,0.0947,0.0949,0.3962,0.5556,0.4739,0.5583,0.6646,0.6778
NW_006803925.1,12000001,12750000,12382323,39,0.1447,0.0791,0.1135,0.2958,0.4101,0.3878,0.4638,0.5339,0.6144
NW_006803925.1,12750001,13500000,13164457,36,0.0749,0.1731,0.0998,0.3755,0.5258,0.4812,0.5164,0.7256,0.5709
NW_006803925.1,13500001,14250000,13916086,37,0.1211,0.0732,0.2082,0.3543,0.4322,0.3656,0.582,0.4609,0.4569
NW_006803925.1,15000001,15750000,15372553,32,0.0898,0.1666,0.1185,0.472,0.4124,0.3754,0.5853,0.609,0.4622
NW_006803926.1,1,750000,348866,38,0.0989,0.0821,0.0817,0.1872,0.5656,0.6723,0.36,0.7347,0.7914
NW_006803926.1,1500001,2250000,1917172,30,0.1248,0.0657,0.0601,0.2583,0.5087,0.4551,0.4739,0.7032,0.7666
NW_006803926.1,2250001,3000000,2577819,35,0.0711,0.1221,0.0532,0.3157,0.291,0.511,0.5441,0.6597,0.7176
NW_006803926.1,3750001,4500000,4040825,33,0.056,0.0797,0.0767,0.3498,0.5469,0.5,0.6862,0.7922,0.7395
NW_006803926.1,4500001,5250000,4852909,38,0.0791,0.0743,0.0509,0.3158,0.5752,0.5337,0.6212,0.805,0.7983
NW_006803926.1,5250001,6000000,5637671,38,0.1192,0.0389,0.0734,0.1936,0.603,0.5011,0.4326,0.7347,0.8066
