scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1190023,35,0.0286,0.1023,0.0924,0.3071,0.4482,0.5119,0.6601,0.7714,0.6915
NW_006803924.1,1500001,2250000,1832936,40,0.1038,0.0803,0.1476,0.1286,0.4807,0.4962,0.173,0.5978,0.6384
NW_006803924.1,2250001,3000000,2648660,46,0.0827,0.0406,0.0915,0.3408,0.5788,0.4875,0.7044,0.7482,0.7706
NW_006803924.1,3000001,3750000,3395016,35,0.1169,0.0387,0.1646,0.3356,0.3259,0.4475,0.6355,0.409,0.6417
NW_006803924.1,4500001,5250000,4845215,40,0.1485,0.0386,0.1682,0.3808,0.4541,0.5169,0.6178,0.4956,0.678
NW_006803924.1,6000001,6750000,6353097,40,0.0844,0.0956,0.1267,0.1881,0.4537,0.5069,0.3647,0.6345,0.6521
NW_006803924.1,6750001,7500000,7164555,37,0.0406,0.0725,0.1308,0.3564,0.5071,0.4313,0.7363,0.7213,0.6305
NW_006803924.1,8250001,9000000,8596142,33,0.0828,0.029,0.1481,0.3111,0.5245,0.503,0.7061,0.6509,0.7111
NW_006803924.1,9000001,9750000,9403021,36,0.0625,0.0246,0.0691,0.185,0.5617,0.6303,0.6311,0.7987,0.8677
NW_006803924.1,9750001,10500000,10041511,30,0.0612,0.0588,0.0773,0.408,0.508,0.6555,0.7532,0.7694,0.8196
NW_006803924.1,10500001,11250000,10954183,36,0.0897,0.0231,0.1082,0.2171,0.4953,0.495,0.5999,0.6783,0.7749
NW_006803924.1,11250001,12000000,11666197,38,0.1172,0.0713,0.0506,0.4019,0.4613,0.5337,0.6321,0.703,0.8032
NW_006803924.1,12000001,12750000,12408398,36,0.1528,0.0388,0.1082,0.2098,0.4859,0.4557,0.3851,0.589,0.7324
NW_006803924.1,12750001,13500000,13130881,33,0.0968,0.1203,0.099,0.286,0.4442,0.4908,0.4625,0.6506,0.6465
