scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1194045,37,0.0272,0.0904,0.0881,0.2846,0.4442,0.473,0.6689,0.7792,0.6935
NW_006803924.1,1500001,2250000,1825164,42,0.0965,0.0584,0.1353,0.1288,0.4822,0.4844,0.2588,0.6246,0.6781
NW_006803924.1,2250001,3000000,2649573,46,0.0837,0.0697,0.0714,0.3677,0.5744,0.5154,0.6662,0.7712,0.7684
NW_006803924.1,3000001,3750000,3390298,35,0.1203,0.0816,0.1192,0.3549,0.3279,0.4682,0.5697,0.4777,0.6584
NW_006803924.1,4500001,5250000,4845442,44,0.1359,0.0593,0.1166,0.3676,0.429,0.535,0.5929,0.558,0.7278
NW_006803924.1,6000001,6750000,6325798,36,0.0938,0.1034,0.0831,0.2381,0.5088,0.615,0.4267,0.7144,0.7466
NW_006803924.1,6750001,7500000,7147854,40,0.0369,0.0923,0.085,0.2884,0.5112,0.4473,0.6458,0.7954,0.6805
NW_006803924.1,8250001,9000000,8592653,34,0.0818,0.0352,0.0872,0.3017,0.5153,0.5185,0.6864,0.7285,0.7972
NW_006803924.1,9000001,9750000,9398093,39,0.057,0.0533,0.0548,0.1531,0.5177,0.556,0.4833,0.813,0.8302
NW_006803924.1,9750001,10500000,10078026,34,0.0539,0.0212,0.0812,0.3439,0.4668,0.6082,0.811,0.7567,0.8513
NW_006803924.1,10500001,11250000,10970869,33,0.0977,0.0174,0.0459,0.2449,0.5574,0.5433,0.6315,0.7807,0.8949
NW_006803924.1,11250001,12000000,11651378,39,0.1131,0.0562,0.0389,0.3854,0.4499,0.5312,0.6516,0.7215,0.8426
NW_006803924.1,12000001,12750000,12406038,35,0.1596,0.0473,0.0645,0.2615,0.4729,0.4291,0.4456,0.6289,0.7784
NW_006803924.1,12750001,13500000,13134843,33,0.0952,0.1164,0.0891,0.2713,0.461,0.5215,0.4515,0.6781,0.682
NW_006803924.1,13500001,14250000,13850986,38,0.1155,0.0676,0.1283,0.2985,0.4725,0.3752,0.5433,0.6022,0.5983
NW_006803924.1,14250001,15000000,14606619,41,0.1319,0.0918,0.1045,0.3256,0.4424,0.4266,0.5013,0.5907,0.6377
NW_006803924.1,15000001,15750000,15420384,39,0.1095,0.0833,0.0841,0.4106,0.4066,0.4315,0.6317,0.6273,0.6862
NW_006803924.1,15750001,16500000,16126285,39,0.08,0.0581,0.098,0.2443,0.6441,0.4724,0.5719,0.7665,0.7268
NW_006803924.1,16500001,17250000,16906897,42,0.0876,0.0356,0.0693,0.3001,0.4648,0.6097,0.6707,0.7216,0.8482
NW_006803925.1,1,750000,375221,30,0.0588,0.0873,0.0457,0.3215,0.5606,0.5745,0.6416,0.8366,0.8009
NW_006803925.1,2250001,3000000,2600331,32,0.1669,0.0547,0.0402,0.3619,0.4634,0.4085,0.5439,0.6465,0.8002
NW_006803925.1,3000001,3750000,3357845,38,0.0609,0.0603,0.0744,0.3831,0.5095,0.4786,0.7369,0.7746,0.7627
NW_006803925.1,4500001,5250000,4839090,33,0.1097,0.0955,0.1079,0.2464,0.4294,0.4446,0.4248,0.6081,0.6397
NW_006803925.1,7500001,8250000,7962844,39,0.0916,0.0831,0.1091,0.2368,0.4946,0.4155,0.4739,0.674,0.6363
NW_006803925.1,8250001,9000000,8565450,38,0.1335,0.0567,0.1156,0.2695,0.4601,0.4773,0.4911,0.5864,0.7049
NW_006803925.1,9000001,9750000,9407715,37,0.1116,0.0428,0.0995,0.3296,0.5226,0.4893,0.6324,0.6752,0.7557
NW_006803925.1,9750001,10500000,10109287,40,0.122,0.083,0.0787,0.2651,0.5512,0.4448,0.4549,0.7028,0.7031
NW_006803925.1,10500001,11250000,10857876,37,0.1322,0.0834,0.0792,0.3773,0.4893,0.4187,0.5683,0.6564,0.6859
NW_006803925.1,11250001,12000000,11662260,30,0.1314,0.0542,0.1852,0.2753,0.4241,0.3641,0.5085,0.4691,0.5179
NW_006803925.1,12000001,12750000,12370741,40,0.1439,0.1186,0.1424,0.2729,0.3853,0.3543,0.3622,0.471,0.4745
NW_006803925.1,12750001,13500000,13172652,35,0.0782,0.1762,0.1128,0.3185,0.5153,0.4709,0.4417,0.6982,0.5431
NW_006803925.1,13500001,14250000,13917571,42,0.1076,0.092,0.1848,0.3225,0.4252,0.4138,0.5401,0.5011,0.5115
NW_006803925.1,15000001,15750000,15400712,30,0.0933,0.1331,0.1206,0.4985,0.4848,0.3971,0.6417,0.6503,0.5285
NW_006803926.1,1,750000,368454,42,0.0881,0.0829,0.096,0.1813,0.5225,0.5899,0.371,0.711,0.7465
NW_006803926.1,750001,1500000,1102125,30,0.0726,0.0079,0.1426,0.333,0.3484,0.5043,0.7929,0.5409,0.7501
NW_006803926.1,1500001,2250000,1892350,33,0.1166,0.0977,0.0467,0.2755,0.4576,0.422,0.4527,0.7079,0.7184
NW_006803926.1,2250001,3000000,2569583,30,0.0866,0.0821,0.0611,0.3248,0.3532,0.4904,0.6001,0.6656,0.7548
