scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1193660,34,0.0294,0.1246,0.0855,0.3099,0.4612,0.4849,0.6141,0.7872,0.6556
NW_006803924.1,1500001,2250000,1837085,35,0.116,0.0975,0.091,0.1508,0.5294,0.5412,0.1785,0.6841,0.7139
NW_006803924.1,2250001,3000000,2668525,51,0.0741,0.0566,0.1034,0.3179,0.545,0.4725,0.6705,0.7302,0.7209
NW_006803924.1,3000001,3750000,3398658,36,0.1142,0.0884,0.1082,0.3461,0.3187,0.4456,0.5599,0.4955,0.6503
NW_006803924.1,4500001,5250000,4850426,43,0.1415,0.0526,0.0909,0.3579,0.4128,0.4806,0.5858,0.5733,0.7499
NW_006803924.1,6000001,6750000,6351890,40,0.0834,0.0911,0.1042,0.2094,0.47,0.557,0.4243,0.6785,0.7123
NW_006803924.1,6750001,7500000,7163786,36,0.0408,0.0939,0.1307,0.3121,0.5245,0.3724,0.6566,0.7291,0.5493
NW_006803924.1,8250001,9000000,8590346,37,0.0762,0.0519,0.1512,0.2954,0.4628,0.5022,0.6554,0.6178,0.6751
NW_006803924.1,9000001,9750000,9410154,34,0.0669,0.0775,0.0552,0.1636,0.6568,0.7005,0.4001,0.8371,0.8342
NW_006803924.1,9750001,10500000,10069171,32,0.0558,0.0637,0.0525,0.3621,0.4995,0.647,0.7271,0.8123,0.8421
NW_006803924.1,10500001,11250000,10949445,38,0.0853,0.0507,0.1012,0.2403,0.4866,0.4799,0.5716,0.6895,0.7369
NW_006803924.1,11250001,12000000,11657306,38,0.1151,0.0481,0.0525,0.3935,0.4541,0.5871,0.668,0.6993,0.8488
NW_006803924.1,12000001,12750000,12414203,36,0.1576,0.0605,0.0928,0.255,0.4654,0.4098,0.4134,0.5886,0.696
NW_006803924.1,12750001,13500000,13132326,33,0.0968,0.1001,0.1055,0.2536,0.4839,0.5373,0.4535,0.6658,0.6899
NW_006803924.1,13500001,14250000,13866259,41,0.1053,0.0748,0.1387,0.2882,0.4508,0.3918,0.5367,0.5865,0.5843
NW_006803924.1,14250001,15000000,14601998,40,0.1345,0.0984,0.1075,0.315,0.4285,0.3815,0.4729,0.5722,0.5873
NW_006803924.1,15000001,15750000,15431623,40,0.1056,0.0997,0.131,0.3901,0.378,0.4319,0.5957,0.536,0.5909
NW_006803924.1,15750001,16500000,16157821,36,0.0853,0.0503,0.0992,0.2917,0.7041,0.4651,0.6346,0.7772,0.7331
NW_006803924.1,16500001,17250000,16916089,39,0.0959,0.1124,0.056,0.3307,0.4702,0.645,0.5337,0.732,0.778
NW_006803925.1,1500001,2250000,1910974,32,0.0345,0.0842,0.1099,0.1833,0.476,0.4459,0.5237,0.7464,0.6542
NW_006803925.1,2250001,3000000,2600865,32,0.1669,0.0454,0.0709,0.348,0.5044,0.4287,0.5453,0.6305,0.7704
NW_006803925.1,3000001,3750000,3339034,37,0.0613,0.0953,0.088,0.4568,0.5261,0.4378,0.7178,0.7608,0.6653
NW_006803925.1,4500001,5250000,4868059,30,0.1172,0.107,0.1443,0.28,0.4513,0.4637,0.4408,0.5634,0.5861
NW_006803925.1,5250001,6000000,5656771,31,0.0923,0.0721,0.0943,0.3878,0.4954,0.5523,0.6618,0.6941,0.7479
NW_006803925.1,7500001,8250000,7934688,38,0.0959,0.0642,0.0784,0.249,0.5436,0.4093,0.5264,0.7339,0.714
NW_006803925.1,8250001,9000000,8574317,38,0.1316,0.0559,0.1361,0.2599,0.4291,0.4469,0.4826,0.5372,0.658
NW_006803925.1,9000001,9750000,9412204,38,0.1079,0.0624,0.0703,0.3198,0.5222,0.479,0.5919,0.7191,0.766
NW_006803925.1,9750001,10500000,10110234,40,0.1234,0.1414,0.0784,0.275,0.509,0.4276,0.3617,0.6804,0.6034
NW_006803925.1,10500001,11250000,10855447,35,0.1352,0.0989,0.0893,0.4068,0.5248,0.4548,0.5657,0.6591,0.6685
NW_006803925.1,12000001,12750000,12367893,36,0.1587,0.1294,0.1683,0.3166,0.453,0.431,0.3867,0.4823,0.4994
NW_006803925.1,12750001,13500000,13154339,34,0.0801,0.2215,0.126,0.3676,0.4904,0.4748,0.4308,0.6643,0.477
NW_006803925.1,13500001,14250000,13900086,36,0.1236,0.1101,0.1185,0.3875,0.4325,0.4495,0.5494,0.5753,0.6069
