scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1177570,35,0.0289,0.11,0.1135,0.2984,0.4787,0.4996,0.6343,0.7507,0.6462
NW_006803924.1,1500001,2250000,1829432,40,0.0987,0.0599,0.1654,0.1107,0.4988,0.4841,0.1724,0.5939,0.6344
NW_006803924.1,2250001,3000000,2663375,49,0.0789,0.0482,0.1087,0.3476,0.5542,0.5128,0.7017,0.7209,0.7445
NW_006803924.1,3000001,3750000,3406613,35,0.1186,0.0956,0.0908,0.3192,0.3749,0.5048,0.5104,0.5759,0.6991
NW_006803924.1,4500001,5250000,4842498,41,0.1471,0.0384,0.089,0.3907,0.4616,0.61,0.6285,0.605,0.8186
NW_006803924.1,6000001,6750000,6322771,39,0.0871,0.0572,0.1419,0.2279,0.4417,0.5521,0.5318,0.6005,0.7052
NW_006803924.1,6750001,7500000,7143611,40,0.0367,0.0827,0.1771,0.302,0.4704,0.4254,0.6811,0.6414,0.5449
NW_006803924.1,8250001,9000000,8581320,37,0.0757,0.0202,0.1563,0.2941,0.4204,0.4039,0.7298,0.5802,0.653
NW_006803924.1,9000001,9750000,9409977,35,0.0642,0.0539,0.0158,0.164,0.6604,0.7048,0.4833,0.8909,0.91
NW_006803924.1,9750001,10500000,10058631,32,0.0569,0.032,0.0896,0.3562,0.443,0.6502,0.7867,0.7265,0.8361
NW_006803924.1,10500001,11250000,10956881,36,0.0912,0.0144,0.0975,0.198,0.5077,0.4349,0.5915,0.6975,0.7809
NW_006803924.1,11250001,12000000,11656085,41,0.1063,0.0259,0.0732,0.3327,0.4498,0.571,0.6797,0.6786,0.8471
NW_006803924.1,12000001,12750000,12429541,35,0.1652,0.0322,0.0918,0.2531,0.5108,0.4432,0.4517,0.6103,0.764
NW_006803924.1,12750001,13500000,13134501,35,0.0921,0.113,0.1016,0.2768,0.4428,0.5208,0.4722,0.6528,0.6699
NW_006803924.1,13500001,14250000,13864094,38,0.1162,0.0529,0.1374,0.3413,0.4806,0.3837,0.615,0.5948,0.6147
NW_006803924.1,14250001,15000000,14612530,39,0.1371,0.126,0.0886,0.3485,0.4444,0.4519,0.4646,0.6073,0.6284
NW_006803924.1,15000001,15750000,15427132,39,0.1097,0.1198,0.0913,0.3994,0.3338,0.4078,0.5662,0.5498,0.601
NW_006803924.1,15750001,16500000,16128115,41,0.0749,0.0423,0.1001,0.2563,0.6755,0.531,0.64,0.7796,0.7727
NW_006803924.1,16500001,17250000,16915936,38,0.0965,0.0293,0.0496,0.3339,0.5245,0.6754,0.6939,0.7649,0.8946
NW_006803925.1,1,750000,395207,30,0.0552,0.1186,0.0407,0.3315,0.5623,0.6209,0.5969,0.8495,0.7815
NW_006803925.1,1500001,2250000,1901117,32,0.0346,0.08,0.0975,0.1841,0.4557,0.4035,0.5378,0.7564,0.6512
NW_006803925.1,2250001,3000000,2604431,35,0.155,0.052,0.0806,0.3279,0.4613,0.4218,0.5329,0.6056,0.7384
NW_006803925.1,3000001,3750000,3349479,38,0.0597,0.0659,0.1014,0.4099,0.5228,0.4737,0.7442,0.7429,0.7106
NW_006803925.1,3750001,4500000,4110302,30,0.1545,0.0844,0.1005,0.2335,0.3936,0.3599,0.3345,0.5235,0.6037
NW_006803925.1,4500001,5250000,4862948,33,0.109,0.0774,0.2021,0.279,0.4131,0.4748,0.512,0.4657,0.558
NW_006803925.1,5250001,6000000,5634331,34,0.0812,0.0498,0.1163,0.3652,0.4546,0.5525,0.7066,0.6547,0.7485
NW_006803925.1,7500001,8250000,7939503,43,0.0832,0.0639,0.1456,0.2186,0.509,0.4021,0.5092,0.6448,0.599
NW_006803925.1,8250001,9000000,8576760,36,0.137,0.0471,0.1338,0.2675,0.4535,0.5004,0.5008,0.5529,0.7047
NW_006803925.1,9000001,9750000,9398565,35,0.1201,0.031,0.1122,0.3259,0.5852,0.4773,0.6356,0.6801,0.7488
NW_006803925.1,9750001,10500000,10105547,41,0.118,0.0691,0.1239,0.2452,0.4797,0.3828,0.4605,0.6096,0.6096
NW_006803925.1,10500001,11250000,10866134,39,0.1213,0.0807,0.1311,0.3627,0.4445,0.4054,0.5771,0.5703,0.5981
NW_006803925.1,12000001,12750000,12378708,38,0.1497,0.1157,0.1555,0.2831,0.3658,0.3931,0.3738,0.4238,0.4999
NW_006803925.1,12750001,13500000,13163068,35,0.0782,0.1294,0.1285,0.3175,0.5472,0.5311,0.52,0.6933,0.6215
NW_006803925.1,13500001,14250000,13902543,39,0.1158,0.0727,0.1902,0.3558,0.416,0.3562,0.5937,0.4751,0.4737
NW_006803925.1,15000001,15750000,15415137,30,0.0951,0.0786,0.1144,0.5079,0.428,0.4219,0.7185,0.6189,0.6396
NW_006803926.1,1,750000,342415,38,0.0975,0.0903,0.1083,0.2046,0.5267,0.6233,0.3829,0.6842,0.7352
NW_006803926.1,1500001,2250000,1918027,35,0.1121,0.0806,0.0583,0.2568,0.4639,0.4278,0.4671,0.7005,0.7309
NW_006803926.1,2250001,3000000,2586219,34,0.0739,0.0841,0.1212,0.2756,0.3098,0.4343,0.567,0.534,0.6297
NW_006803926.1,3750001,4500000,4044253,32,0.058,0.0352,0.0992,0.3171,0.5803,0.5413,0.7532,0.7706,0.7878
NW_006803926.1,4500001,5250000,4851666,39,0.0764,0.0874,0.0427,0.3373,0.5562,0.5797,0.6215,0.8145,0.8064
NW_006803926.1,5250001,6000000,5633868,37,0.1211,0.0238,0.1005,0.1581,0.6223,0.5885,0.3835,0.7084,0.8168
NW_006803926.1,6000001,6750000,6378152,51,0.0709,0.0874,0.0856,0.2718,0.5167,0.5061,0.5616,0.7469,0.7186
NW_006803926.1,6750001,7500000,7102748,45,0.073,0.064,0.0974,0.3316,0.4228,0.5632,0.6689,0.6759,0.7589
NW_006803926.1,8250001,9000000,8605660,35,0.1425,0.0669,0.074,0.2336,0.4748,0.5368,0.3932,0.6405,0.777
NW_006803926.1,9750001,10500000,10112523,41,0.0663,0.0695,0.0707,0.2894,0.5698,0.5469,0.6319,0.7938,0.7816
NW_006803926.1,10500001,11250000,10860998,39,0.1412,0.1037,0.0639,0.3505,0.5229,0.467,0.4949,0.6832,0.7064
NW_006803926.1,11250001,12000000,11565550,44,0.0807,0.0763,0.1307,0.292,0.3908,0.4649,0.5888,0.5866,0.6476
NW_006803926.1,12000001,12750000,12410149,36,0.0965,0.0683,0.0819,0.2299,0.5176,0.4664,0.4853,0.7165,0.7328
NW_006803926.1,12750001,13500000,13116220,43,0.1102,0.0778,0.1096,0.3324,0.4426,0.3442,0.5718,0.6143,0.5846
NW_006803926.1,14250001,15000000,14578614,30,0.0883,0.1046,0.0865,0.3291,0.3441,0.4033,0.5595,0.6073,0.629
NW_006803927.1,1,750000,405590,31,0.1301,0.0219,0.1213,0.2385,0.5792,0.5132,0.5295,0.6551,0.7645
NW_006803927.1,1500001,2250000,1911468,40,0.1404,0.1067,0.1125,0.3361,0.3181,0.3466,0.4753,0.4438,0.5324
NW_006803927.1,3000001,3750000,3331063,36,0.0475,0.0723,0.1432,0.2865,0.4987,0.5825,0.6658,0.6901,0.6988
NW_006803927.1,3750001,4500000,4164359,49,0.1154,0.0471,0.1187,0.3403,0.4083,0.4505,0.6266,0.567,0.7001
NW_006803927.1,4500001,5250000,4846332,47,0.0994,0.1199,0.0881,0.2828,0.4759,0.5007,0.454,0.682,0.6675
