scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1183020,32,0.0326,0.1638,0.0791,0.3446,0.5207,0.5792,0.5691,0.8141,0.6649
NW_006803924.1,1500001,2250000,1833183,36,0.1093,0.1011,0.078,0.1398,0.536,0.5793,0.1477,0.7132,0.7421
NW_006803924.1,2250001,3000000,2650779,48,0.0802,0.0474,0.0803,0.3373,0.5928,0.4809,0.6929,0.7708,0.7746
NW_006803924.1,3000001,3750000,3394580,34,0.1233,0.066,0.0825,0.3472,0.3493,0.502,0.584,0.5575,0.7519
NW_006803924.1,4500001,5250000,4834335,40,0.1526,0.0364,0.0516,0.4146,0.4706,0.6069,0.6406,0.655,0.8707
NW_006803924.1,6000001,6750000,6333328,36,0.0926,0.1264,0.1032,0.2082,0.4872,0.5572,0.3218,0.6767,0.6697
NW_006803924.1,6750001,7500000,7164003,35,0.0421,0.064,0.0956,0.34,0.5746,0.4035,0.7401,0.7945,0.681
NW_006803924.1,8250001,9000000,8584839,32,0.0889,0.0717,0.0643,0.3622,0.5058,0.5017,0.6488,0.7468,0.7705
NW_006803924.1,9000001,9750000,9416636,32,0.0712,0.0537,0.0419,0.1973,0.7306,0.7877,0.5318,0.8625,0.8906
NW_006803924.1,9750001,10500000,10061596,32,0.0561,0.0564,0.086,0.3735,0.5008,0.6507,0.7479,0.7611,0.8108
NW_006803924.1,10500001,11250000,10961610,34,0.095,0.038,0.0446,0.2794,0.5474,0.4896,0.6275,0.7827,0.8512
NW_006803924.1,11250001,12000000,11670534,40,0.1111,0.1159,0.0546,0.3998,0.4546,0.5504,0.5704,0.7025,0.7417
NW_006803924.1,12000001,12750000,12411243,35,0.1575,0.0278,0.0629,0.2293,0.4467,0.4309,0.4371,0.6165,0.8174
NW_006803924.1,12750001,13500000,13129658,36,0.0885,0.1338,0.0808,0.2762,0.4396,0.4623,0.4388,0.6883,0.6352
NW_006803924.1,13500001,14250000,13861551,39,0.1115,0.0699,0.0991,0.2756,0.5126,0.3868,0.5176,0.6706,0.6531
NW_006803924.1,14250001,15000000,14594913,41,0.1279,0.0504,0.0787,0.2808,0.4205,0.3728,0.5308,0.6178,0.7155
NW_006803924.1,15000001,15750000,15425015,37,0.1164,0.0709,0.1408,0.412,0.4462,0.445,0.6416,0.5653,0.6278
NW_006803924.1,15750001,16500000,16148707,36,0.0853,0.0702,0.0715,0.281,0.6859,0.4563,0.579,0.8031,0.7412
NW_006803924.1,16500001,17250000,16915129,38,0.0981,0.0582,0.0469,0.327,0.5132,0.6592,0.6262,0.7618,0.8587
NW_006803925.1,2250001,3000000,2596576,32,0.1658,0.1061,0.0376,0.3954,0.4821,0.4065,0.5012,0.663,0.7103
NW_006803925.1,3000001,3750000,3363571,38,0.0597,0.1074,0.0621,0.4383,0.5415,0.4287,0.6908,0.8058,0.681
NW_006803925.1,4500001,5250000,4852613,32,0.1093,0.0564,0.1378,0.2392,0.4437,0.4117,0.4983,0.577,0.6304
NW_006803925.1,6750001,7500000,7176481,30,0.1469,0.186,0.074,0.3661,0.4496,0.356,0.3869,0.6178,0.4778
NW_006803925.1,7500001,8250000,7941770,34,0.1073,0.0408,0.083,0.2837,0.542,0.3769,0.5983,0.712,0.7281
NW_006803925.1,8250001,9000000,8553510,35,0.142,0.0724,0.0908,0.2972,0.4866,0.5414,0.4825,0.626,0.7479
NW_006803925.1,9000001,9750000,9399053,35,0.1201,0.024,0.0783,0.3739,0.6035,0.528,0.688,0.728,0.8307
NW_006803925.1,9750001,10500000,10111146,35,0.14,0.1272,0.0583,0.2755,0.601,0.5151,0.3586,0.727,0.7056
NW_006803925.1,10500001,11250000,10866747,33,0.1417,0.068,0.0692,0.3962,0.592,0.5252,0.5938,0.7082,0.7778
NW_006803925.1,12000001,12750000,12364889,35,0.1621,0.0766,0.1025,0.3181,0.4498,0.417,0.4671,0.5582,0.6581
NW_006803925.1,12750001,13500000,13166242,34,0.0783,0.1326,0.0815,0.3417,0.5117,0.4633,0.5412,0.7398,0.6365
NW_006803925.1,13500001,14250000,13903057,35,0.1264,0.1163,0.1813,0.3828,0.4388,0.3738,0.5313,0.4935,0.4431
NW_006803925.1,15000001,15750000,15377853,30,0.0938,0.1917,0.1462,0.4677,0.4411,0.4236,0.545,0.5848,0.4424
NW_006803926.1,1,750000,340873,37,0.1015,0.0585,0.0902,0.1827,0.5964,0.6838,0.4032,0.7332,0.8119
NW_006803926.1,1500001,2250000,1924705,30,0.1278,0.0723,0.0647,0.2811,0.5005,0.4671,0.4879,0.6886,0.7538
NW_006803926.1,2250001,3000000,2580310,33,0.0783,0.1524,0.082,0.3084,0.3266,0.5523,0.4683,0.6182,0.6615
NW_006803926.1,3000001,3750000,3251293,30,0.0314,0.1259,0.0734,0.2864,0.6067,0.6516,0.5817,0.8478,0.7446
NW_006803926.1,3750001,4500000,4047487,31,0.0615,0.0627,0.0836,0.3676,0.5844,0.4854,0.7216,0.7879,0.748
NW_006803926.1,4500001,5250000,4850822,37,0.0825,0.0305,0.0478,0.3042,0.5947,0.5538,0.6978,0.8105,0.8737
NW_006803926.1,5250001,6000000,5633094,35,0.1277,0.0173,0.0695,0.1747,0.6274,0.4992,0.4261,0.7385,0.8468
