scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1188697,32,0.0318,0.1295,0.1212,0.3304,0.5213,0.569,0.6198,0.7538,0.6507
NW_006803924.1,1500001,2250000,1850378,38,0.1064,0.0754,0.1352,0.122,0.5022,0.5315,0.1527,0.6244,0.6805
NW_006803924.1,2250001,3000000,2661739,46,0.0839,0.0322,0.0938,0.3347,0.5762,0.5366,0.7149,0.7427,0.7982
NW_006803924.1,3000001,3750000,3394684,35,0.1169,0.0467,0.1131,0.3388,0.3658,0.5171,0.6232,0.5342,0.7422
NW_006803924.1,4500001,5250000,4837169,41,0.1477,0.0346,0.0979,0.3998,0.4521,0.5925,0.6406,0.5852,0.8069
NW_006803924.1,6000001,6750000,6327606,39,0.0875,0.1132,0.1375,0.2004,0.4378,0.5011,0.3441,0.6036,0.6121
NW_006803924.1,6750001,7500000,7151411,41,0.0356,0.0381,0.1726,0.3083,0.4563,0.414,0.7951,0.6404,0.6066
NW_006803924.1,8250001,9000000,8555502,33,0.087,0.0248,0.1517,0.3112,0.4599,0.3914,0.7062,0.6003,0.6438
NW_006803924.1,9000001,9750000,9410928,36,0.0638,0.0485,0.0137,0.1827,0.6625,0.7023,0.5427,0.8944,0.9191
NW_006803924.1,9750001,10500000,10048443,31,0.0587,0.059,0.1063,0.4069,0.4531,0.6573,0.7568,0.7028,0.7854
NW_006803924.1,10500001,11250000,10961155,34,0.0956,0.0205,0.097,0.2233,0.5307,0.4615,0.5998,0.7036,0.783
NW_006803924.1,11250001,12000000,11648275,41,0.108,0.0702,0.0787,0.3601,0.4489,0.5215,0.6155,0.6671,0.7596
NW_006803924.1,12000001,12750000,12413415,38,0.147,0.0274,0.0991,0.2146,0.467,0.4524,0.4348,0.5954,0.7641
NW_006803924.1,12750001,13500000,13132973,35,0.0921,0.1073,0.0982,0.2723,0.4332,0.4657,0.4768,0.6516,0.6503
NW_006803924.1,13500001,14250000,13863839,38,0.1155,0.0609,0.1527,0.2767,0.4869,0.3844,0.5294,0.5807,0.5776
NW_006803924.1,14250001,15000000,14604944,40,0.1324,0.0749,0.1049,0.3019,0.4432,0.3872,0.5019,0.5901,0.6351
