scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1181693,36,0.0281,0.1102,0.1007,0.2589,0.4474,0.502,0.591,0.758,0.6644
NW_006803924.1,1500001,2250000,1845217,41,0.0974,0.0818,0.1212,0.1333,0.5037,0.5192,0.2043,0.6551,0.6842
NW_006803924.1,2250001,3000000,2660612,46,0.0837,0.0472,0.0788,0.3583,0.5853,0.5064,0.7018,0.7655,0.7874
NW_006803924.1,3000001,3750000,3385770,36,0.1174,0.0897,0.1105,0.3325,0.3186,0.4737,0.5378,0.4859,0.6627
NW_006803924.1,4500001,5250000,4852429,43,0.1409,0.0425,0.1157,0.3795,0.4498,0.5541,0.623,0.5689,0.7597
NW_006803924.1,6000001,6750000,6323320,35,0.096,0.0884,0.0917,0.2381,0.52,0.6472,0.4544,0.7051,0.7651
NW_006803924.1,6750001,7500000,7164456,39,0.0375,0.0821,0.093,0.2881,0.5111,0.4337,0.6678,0.7824,0.6754
NW_006803924.1,8250001,9000000,8600170,34,0.0802,0.0509,0.0717,0.2987,0.4985,0.5317,0.6518,0.7454,0.8015
NW_006803924.1,9000001,9750000,9405458,36,0.062,0.0711,0.0731,0.1873,0.6054,0.6019,0.4882,0.8074,0.7946
NW_006803924.1,9750001,10500000,10073674,34,0.0531,0.0504,0.0861,0.3241,0.4601,0.605,0.7348,0.7471,0.8054
NW_006803924.1,10500001,11250000,10986230,33,0.0977,0.0236,0.0418,0.2395,0.5559,0.5674,0.608,0.7858,0.8959
NW_006803924.1,11250001,12000000,11666748,36,0.1224,0.0406,0.0504,0.4082,0.5045,0.5863,0.6783,0.718,0.8622
NW_006803924.1,12000001,12750000,12415815,36,0.1514,0.0334,0.0712,0.2287,0.4554,0.4196,0.4369,0.6193,0.787
NW_006803924.1,12750001,13500000,13127574,36,0.0865,0.1058,0.0992,0.2542,0.4273,0.471,0.4638,0.6547,0.6542
NW_006803924.1,13500001,14250000,13859435,37,0.1188,0.0461,0.1221,0.2801,0.4828,0.401,0.5578,0.6128,0.6647
NW_006803924.1,14250001,15000000,14611213,41,0.1319,0.1003,0.0906,0.3178,0.4258,0.4024,0.4775,0.5981,0.6286
NW_006803924.1,15000001,15750000,15422211,40,0.1064,0.0781,0.0927,0.3893,0.4054,0.4039,0.6289,0.6179,0.6625
NW_006803924.1,15750001,16500000,16132779,38,0.0815,0.0423,0.1067,0.2449,0.6617,0.4659,0.6086,0.7604,0.7343
NW_006803924.1,16500001,17250000,16920012,40,0.0915,0.0787,0.0661,0.3405,0.4783,0.6484,0.6124,0.7275,0.8072
NW_006803925.1,1,750000,375221,30,0.0588,0.076,0.0525,0.2834,0.5419,0.5611,0.6279,0.8214,0.8028
NW_006803925.1,2250001,3000000,2593834,33,0.1656,0.055,0.0409,0.3444,0.4394,0.3847,0.5278,0.6315,0.7871
NW_006803925.1,3000001,3750000,3355368,36,0.0631,0.0947,0.0625,0.4014,0.5317,0.5105,0.6828,0.7971,0.7431
NW_006803925.1,4500001,5250000,4844072,32,0.1097,0.0679,0.0956,0.2475,0.431,0.4211,0.4847,0.6273,0.686
NW_006803925.1,6750001,7500000,7180557,30,0.1501,0.0867,0.0934,0.3934,0.4682,0.3607,0.5501,0.5996,0.6126
NW_006803925.1,7500001,8250000,7960087,40,0.0899,0.0677,0.1156,0.2195,0.5066,0.4083,0.4844,0.6742,0.6451
NW_006803925.1,8250001,9000000,8556805,39,0.1331,0.0401,0.1344,0.2638,0.4407,0.4377,0.5184,0.547,0.6788
NW_006803925.1,9000001,9750000,9412204,38,0.1079,0.0425,0.0971,0.3195,0.5005,0.5063,0.631,0.6715,0.767
NW_006803925.1,9750001,10500000,10104388,43,0.1148,0.0953,0.0699,0.2431,0.5147,0.4327,0.4088,0.7065,0.6904
NW_006803925.1,10500001,11250000,10864029,36,0.135,0.1003,0.0766,0.4098,0.5126,0.4173,0.5665,0.6693,0.6618
NW_006803925.1,11250001,12000000,11670526,31,0.1277,0.098,0.1337,0.2809,0.3971,0.3622,0.4394,0.5176,0.5281
NW_006803925.1,12000001,12750000,12370028,37,0.155,0.1076,0.1395,0.2746,0.4139,0.3518,0.3648,0.488,0.493
NW_006803925.1,12750001,13500000,13160526,34,0.0783,0.1627,0.1257,0.2937,0.5032,0.5022,0.4307,0.6743,0.5665
NW_006803925.1,13500001,14250000,13908327,39,0.1141,0.0731,0.1667,0.3317,0.4567,0.4327,0.5723,0.5425,0.5786
NW_006803925.1,15000001,15750000,15396622,30,0.0937,0.1554,0.1338,0.5191,0.4736,0.3202,0.6251,0.6248,0.39
NW_006803926.1,1,750000,366930,40,0.0918,0.0507,0.0864,0.1876,0.5642,0.6487,0.4623,0.7373,0.8167
NW_006803926.1,750001,1500000,1114546,30,0.0726,0.016,0.1301,0.3539,0.3242,0.5257,0.7862,0.5364,0.7652
NW_006803926.1,1500001,2250000,1894904,34,0.1117,0.0817,0.0479,0.2553,0.4423,0.3955,0.4634,0.7051,0.7287
NW_006803926.1,2250001,3000000,2572007,33,0.0774,0.0976,0.0803,0.3108,0.3359,0.5046,0.5733,0.6319,0.711
NW_006803926.1,3750001,4500000,4042954,32,0.0567,0.0578,0.0607,0.3526,0.5329,0.5488,0.7307,0.8095,0.8129
NW_006803926.1,4500001,5250000,4851947,40,0.075,0.1099,0.0541,0.349,0.5222,0.5519,0.5937,0.7886,0.751
NW_006803926.1,5250001,6000000,5641502,34,0.133,0.051,0.0971,0.1757,0.6632,0.5764,0.3237,0.7149,0.7812
NW_006803926.1,6000001,6750000,6383228,51,0.0709,0.0745,0.0974,0.2508,0.5362,0.5354,0.5632,0.7388,0.7335
NW_006803926.1,6750001,7500000,7106514,42,0.0799,0.0913,0.0969,0.3517,0.458,0.5384,0.6207,0.6876,0.7131
NW_006803926.1,8250001,9000000,8616523,38,0.1327,0.0904,0.0908,0.2304,0.3622,0.4019,0.3593,0.5411,0.6439
NW_006803926.1,9000001,9750000,9384476,30,0.0635,0.0457,0.1777,0.2775,0.5522,0.5726,0.6822,0.6531,0.6846
NW_006803926.1,9750001,10500000,10095633,44,0.0616,0.0835,0.0861,0.2762,0.5085,0.5126,0.5963,0.756,0.7265
NW_006803926.1,10500001,11250000,10861277,38,0.1417,0.1032,0.0748,0.3024,0.5724,0.4782,0.4363,0.693,0.6972
NW_006803926.1,11250001,12000000,11549890,41,0.0842,0.0527,0.1212,0.2816,0.403,0.4901,0.6213,0.6062,0.7093
NW_006803926.1,12000001,12750000,12417624,37,0.0948,0.0599,0.0843,0.2221,0.5156,0.4648,0.4961,0.7146,0.7414
NW_006803926.1,12750001,13500000,13117833,37,0.126,0.0535,0.0676,0.3447,0.4732,0.3559,0.5991,0.6717,0.7196
NW_006803926.1,14250001,15000000,14586182,31,0.0842,0.0621,0.0788,0.3261,0.3232,0.3381,0.6454,0.6097,0.6667
NW_006803927.1,1500001,2250000,1930992,37,0.1498,0.0897,0.1184,0.3848,0.3433,0.3532,0.5381,0.451,0.5576
NW_006803927.1,3000001,3750000,3328044,34,0.0501,0.0833,0.072,0.2747,0.5127,0.5508,0.6212,0.7955,0.7622
NW_006803927.1,3750001,4500000,4201647,44,0.1285,0.0644,0.0779,0.3809,0.4283,0.5079,0.6081,0.6237,0.7636
NW_006803927.1,4500001,5250000,4871397,47,0.0987,0.1279,0.0862,0.2758,0.4636,0.4598,0.4301,0.6788,0.6342
NW_006803927.1,5250001,6000000,5545571,35,0.1215,0.0459,0.1187,0.2919,0.5368,0.4951,0.5669,0.6461,0.7254
NW_006803927.1,6000001,6750000,6404390,31,0.129,0.0869,0.1053,0.3417,0.3541,0.3059,0.5327,0.5156,0.5347
