scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1171782,32,0.0326,0.1288,0.1131,0.3243,0.5308,0.6287,0.6138,0.7679,0.6884
NW_006803924.1,1500001,2250000,1827248,37,0.1071,0.0981,0.0909,0.1436,0.5117,0.5317,0.174,0.6869,0.7088
NW_006803924.1,2250001,3000000,2662107,49,0.078,0.0432,0.1032,0.3127,0.552,0.4835,0.6863,0.7282,0.7467
NW_006803924.1,3000001,3750000,3389693,32,0.1342,0.0453,0.0743,0.3376,0.4044,0.5388,0.5924,0.6025,0.8082
NW_006803924.1,4500001,5250000,4838996,40,0.1544,0.0343,0.0784,0.4337,0.4605,0.5991,0.6543,0.6087,0.8352
NW_006803924.1,6000001,6750000,6315111,38,0.089,0.1099,0.1185,0.201,0.4615,0.522,0.3495,0.6447,0.6526
NW_006803924.1,6750001,7500000,7139005,37,0.0394,0.1036,0.1675,0.3462,0.5092,0.4259,0.6692,0.6736,0.53
NW_006803924.1,8250001,9000000,8598517,37,0.0769,0.0705,0.1676,0.3024,0.4084,0.4249,0.6203,0.5521,0.5749
NW_006803924.1,9000001,9750000,9415511,33,0.0691,0.073,0.0155,0.2219,0.7402,0.7906,0.5277,0.8967,0.8988
NW_006803924.1,9750001,10500000,10071493,32,0.0571,0.0693,0.0896,0.3801,0.4631,0.644,0.7253,0.7367,0.789
NW_006803924.1,10500001,11250000,10969085,35,0.0925,0.0418,0.0705,0.2421,0.5186,0.4793,0.5783,0.7384,0.7988
NW_006803924.1,11250001,12000000,11683604,40,0.1104,0.0894,0.0879,0.3668,0.4564,0.5795,0.5844,0.6546,0.7445
NW_006803924.1,12000001,12750000,12399694,35,0.1603,0.0392,0.0695,0.233,0.4776,0.4652,0.4127,0.6242,0.7991
NW_006803924.1,12750001,13500000,13152104,35,0.09,0.1468,0.1144,0.2873,0.4341,0.5023,0.4288,0.6309,0.5997
NW_006803924.1,13500001,14250000,13861551,39,0.1115,0.0546,0.1221,0.278,0.5005,0.3669,0.5526,0.6335,0.6239
NW_006803924.1,14250001,15000000,14615277,39,0.135,0.0792,0.0731,0.3254,0.4519,0.3553,0.5176,0.6375,0.6587
NW_006803924.1,15000001,15750000,15430569,38,0.1138,0.0621,0.1257,0.387,0.4014,0.3988,0.6414,0.5531,0.6308
NW_006803924.1,15750001,16500000,16143135,35,0.0886,0.0594,0.0784,0.3049,0.7393,0.4849,0.6213,0.8051,0.7605
NW_006803924.1,16500001,17250000,16917664,39,0.0946,0.0598,0.0609,0.3235,0.5253,0.6553,0.6267,0.7518,0.8384
NW_006803925.1,2250001,3000000,2595466,33,0.1641,0.0894,0.0532,0.367,0.5037,0.4298,0.4995,0.6569,0.7258
NW_006803925.1,3000001,3750000,3357645,39,0.0584,0.1144,0.0849,0.4108,0.5582,0.4276,0.6639,0.7814,0.634
NW_006803925.1,4500001,5250000,4856496,32,0.1119,0.0505,0.1763,0.2692,0.4001,0.3974,0.5494,0.4832,0.5686
NW_006803925.1,5250001,6000000,5620012,31,0.0893,0.06,0.0925,0.39,0.5058,0.561,0.6898,0.7061,0.7699
NW_006803925.1,6750001,7500000,7170881,31,0.1419,0.1164,0.0664,0.3602,0.4196,0.3634,0.4849,0.6144,0.6104
NW_006803925.1,7500001,8250000,7922135,35,0.1031,0.0632,0.1009,0.2763,0.539,0.4061,0.5502,0.6929,0.6753
NW_006803925.1,8250001,9000000,8568288,35,0.142,0.0859,0.1203,0.3124,0.4589,0.5128,0.4782,0.5681,0.6766
NW_006803925.1,9000001,9750000,9399053,35,0.1201,0.0264,0.1073,0.3639,0.5907,0.4992,0.6763,0.6883,0.773
NW_006803925.1,9750001,10500000,10103418,40,0.1222,0.1272,0.1263,0.2446,0.5022,0.4202,0.336,0.6156,0.5491
NW_006803925.1,10500001,11250000,10883468,36,0.1292,0.0922,0.104,0.3573,0.5135,0.5063,0.5398,0.6417,0.6866
NW_006803925.1,12000001,12750000,12364889,35,0.1621,0.0654,0.1578,0.3271,0.4028,0.4198,0.4969,0.4442,0.5925
NW_006803925.1,12750001,13500000,13182221,33,0.0819,0.1316,0.1309,0.3347,0.5616,0.5116,0.5292,0.6925,0.6041
NW_006803925.1,13500001,14250000,13905948,31,0.1404,0.0703,0.1941,0.3599,0.5101,0.3553,0.5599,0.519,0.4704
NW_006803926.1,1,750000,343173,36,0.1032,0.0571,0.1048,0.2119,0.5775,0.7419,0.4639,0.7055,0.8112
NW_006803926.1,1500001,2250000,1936391,32,0.1257,0.0785,0.068,0.2694,0.4707,0.4695,0.4631,0.6702,0.7401
NW_006803926.1,2250001,3000000,2587624,33,0.0788,0.1663,0.1153,0.3142,0.3086,0.4831,0.4514,0.5343,0.5614
NW_006803926.1,3750001,4500000,4044200,31,0.0595,0.0604,0.096,0.3266,0.585,0.4995,0.7007,0.7745,0.7393
NW_006803926.1,4500001,5250000,4841583,35,0.0868,0.0377,0.0433,0.305,0.6106,0.5805,0.6725,0.8153,0.8753
NW_006803926.1,5250001,6000000,5630940,34,0.1298,0.0205,0.0878,0.1727,0.6296,0.4936,0.4056,0.7158,0.8102
NW_006803926.1,6000001,6750000,6393182,47,0.0778,0.0708,0.1064,0.2647,0.5679,0.5292,0.5741,0.7311,0.7235
NW_006803926.1,6750001,7500000,7120536,41,0.082,0.0754,0.0776,0.3633,0.4701,0.6182,0.6555,0.7202,0.7884
NW_006803926.1,8250001,9000000,8626313,34,0.1534,0.0987,0.0573,0.2752,0.4955,0.6098,0.3838,0.6609,0.7821
NW_006803926.1,9750001,10500000,10110373,41,0.0665,0.093,0.0528,0.3298,0.5612,0.61,0.6228,0.8157,0.795
NW_006803926.1,10500001,11250000,10844943,35,0.1607,0.0842,0.0805,0.2927,0.5956,0.5212,0.4226,0.6746,0.7372
NW_006803926.1,11250001,12000000,11581699,37,0.0942,0.0607,0.1307,0.3286,0.4644,0.5437,0.6307,0.6223,0.7113
NW_006803926.1,12000001,12750000,12416433,39,0.0907,0.0756,0.1013,0.1946,0.4881,0.4874,0.4135,0.6824,0.7036
NW_006803926.1,12750001,13500000,13127829,39,0.1179,0.0609,0.1326,0.3522,0.4605,0.3439,0.6075,0.5848,0.5734
NW_006803927.1,1,750000,397963,30,0.1355,0.0283,0.1509,0.1954,0.5864,0.548,0.4217,0.6196,0.7293
NW_006803927.1,1500001,2250000,1928144,30,0.1811,0.1091,0.0908,0.4372,0.385,0.3934,0.5144,0.4908,0.6071
NW_006803927.1,3000001,3750000,3343384,35,0.0497,0.0707,0.1015,0.2534,0.4971,0.6064,0.6282,0.7458,0.7608
NW_006803927.1,3750001,4500000,4173826,46,0.1226,0.0816,0.0988,0.3396,0.4176,0.4552,0.5505,0.5933,0.6804
NW_006803927.1,4500001,5250000,4867418,43,0.1129,0.1313,0.0664,0.3079,0.5659,0.5055,0.4446,0.7365,0.6841
NW_006803927.1,5250001,6000000,5601110,36,0.1231,0.0393,0.1397,0.2951,0.5687,0.5254,0.5811,0.6366,0.7194
NW_006803927.1,6000001,6750000,6399465,30,0.1326,0.0486,0.1684,0.3423,0.359,0.3301,0.5939,0.4217,0.5181
NW_006803927.1,6750001,7500000,7142133,37,0.0835,0.1366,0.0951,0.3785,0.4886,0.3955,0.562,0.7017,0.5595
NW_006803927.1,7500001,8250000,7842816,32,0.1678,0.0338,0.0758,0.2393,0.5137,0.3959,0.4198,0.6288,0.7662
NW_006803927.1,8250001,9000000,8661953,46,0.1458,0.0652,0.109,0.3637,0.5126,0.5309,0.5631,0.6141,0.7284
NW_006803927.1,10500001,11250000,10850249,30,0.1443,0.0896,0.0572,0.382,0.5266,0.432,0.544,0.6899,0.72
NW_006803927.1,12000001,12750000,12374371,39,0.0595,0.0881,0.1058,0.1796,0.3366,0.424,0.4301,0.6179,0.6398
NW_006803927.1,12750001,13500000,13203736,39,0.13,0.0881,0.137,0.3895,0.4867,0.5038,0.5752,0.582,0.6467
NW_006803927.1,13500001,14250000,13922014,30,0.137,0.0909,0.1218,0.2552,0.3742,0.3971,0.3949,0.499,0.59
NW_006803928.1,1,750000,344521,35,0.0982,0.1502,0.138,0.3191,0.4187,0.4538,0.4522,0.5726,0.5308
NW_006803928.1,2250001,3000000,2642350,34,0.1265,0.0318,0.1064,0.2565,0.5313,0.5292,0.5412,0.6522,0.7781
NW_006803928.1,3000001,3750000,3404676,30,0.0958,0.0137,0.0706,0.3124,0.5987,0.5255,0.7124,0.7653,0.858
NW_006803928.1,4500001,5250000,4881479,36,0.066,0.0657,0.128,0.2421,0.4339,0.5124,0.5848,0.6464,0.693
NW_006803928.1,5250001,6000000,5689008,30,0.0917,0.0919,0.0977,0.1717,0.506,0.4857,0.3142,0.6958,0.6846
NW_006803928.1,8250001,9000000,8622663,37,0.0684,0.0451,0.0768,0.3365,0.5987,0.6594,0.7217,0.7923,0.8379
NW_006803928.1,9750001,10500000,10077646,36,0.0752,0.0416,0.1738,0.3039,0.5749,0.4505,0.6886,0.6557,0.6262
NW_006803928.1,10500001,11250000,10883865,35,0.096,0.0499,0.1118,0.4231,0.3891,0.447,0.7165,0.591,0.7045
NW_006803928.1,11250001,12000000,11554918,33,0.1154,0.0723,0.0637,0.452,0.4547,0.5478,0.6675,0.6822,0.7879
NW_006803928.1,12000001,12750000,12326416,34,0.1343,0.1084,0.078,0.2779,0.3754,0.3355,0.4044,0.5718,0.5779
NW_006803929.1,1,750000,393894,32,0.0837,0.1153,0.0434,0.175,0.48,0.4923,0.2854,0.7752,0.7324
NW_006803929.1,750001,1500000,1131000,32,0.0712,0.0827,0.1219,0.258,0.4833,0.5305,0.5533,0.6783,0.6878
NW_006803929.1,1500001,2250000,1868490,40,0.0737,0.0935,0.1172,0.2786,0.4283,0.5409,0.5511,0.6474,0.6852
NW_006803929.1,5250001,6000000,5591500,30,0.1067,0.1246,0.1204,0.2372,0.3861,0.3232,0.3562,0.5582,0.463
NW_006803929.1,6000001,6750000,6422343,32,0.0919,0.0502,0.1747,0.215,0.569,0.4345,0.5162,0.6325,0.6013
NW_006803929.1,6750001,7500000,7140233,31,0.0816,0.1388,0.0978,0.1169,0.492,0.4726,0.0311,0.7024,0.6118
NW_006803929.1,9000001,9750000,9336404,40,0.1678,0.0301,0.0719,0.3982,0.5124,0.4423,0.6142,0.633,0.8016
NW_006803929.1,9750001,10500000,10109097,36,0.2406,0.0772,0.0958,0.3616,0.5189,0.4079,0.4017,0.5232,0.6616
NW_006803930.1,1,750000,334582,32,0.1237,0.1759,0.1322,0.2702,0.4285,0.466,0.2974,0.5528,0.516
