scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1164789,34,0.03,0.0708,0.109,0.3063,0.4947,0.5515,0.7277,0.763,0.73
NW_006803924.1,1500001,2250000,1829898,39,0.1024,0.0669,0.1219,0.1436,0.5251,0.5635,0.268,0.6596,0.7234
NW_006803924.1,2250001,3000000,2662711,48,0.0795,0.0308,0.0887,0.326,0.5945,0.5503,0.721,0.7616,0.8121
NW_006803924.1,3000001,3750000,3390965,35,0.1187,0.0801,0.0883,0.3529,0.3286,0.5343,0.5731,0.5337,0.7378
NW_006803924.1,4500001,5250000,4839503,40,0.1511,0.0443,0.0732,0.4058,0.454,0.578,0.6241,0.6161,0.8231
NW_006803924.1,6000001,6750000,6339674,39,0.0859,0.0729,0.1133,0.2202,0.4766,0.5844,0.4829,0.6658,0.7352
NW_006803924.1,6750001,7500000,7150197,38,0.0388,0.0902,0.1428,0.3199,0.5316,0.4131,0.6758,0.7188,0.5727
NW_006803924.1,8250001,9000000,8605306,38,0.0741,0.0372,0.1009,0.2696,0.4645,0.4551,0.6692,0.6939,0.7463
NW_006803924.1,9000001,9750000,9412278,34,0.0663,0.0557,0.0468,0.2072,0.6461,0.6945,0.5578,0.8459,0.8685
NW_006803924.1,9750001,10500000,10072986,35,0.0526,0.0198,0.0895,0.3277,0.4708,0.6082,0.8092,0.7475,0.8421
NW_006803924.1,10500001,11250000,10958886,33,0.0983,0.0279,0.0639,0.2076,0.5509,0.5333,0.5464,0.7529,0.8482
NW_006803924.1,11250001,12000000,11673170,39,0.1152,0.0548,0.0584,0.3879,0.4665,0.5211,0.6523,0.6973,0.812
NW_006803924.1,12000001,12750000,12413330,36,0.1533,0.0596,0.0606,0.245,0.4535,0.4043,0.4065,0.6304,0.7508
NW_006803924.1,12750001,13500000,13134374,35,0.0912,0.1001,0.0635,0.2797,0.458,0.5028,0.5031,0.7214,0.7303
NW_006803924.1,13500001,14250000,13864094,38,0.1162,0.0672,0.1026,0.2845,0.4938,0.4198,0.5251,0.649,0.6749
NW_006803924.1,14250001,15000000,14583681,43,0.1215,0.0808,0.1005,0.2905,0.4275,0.3984,0.4963,0.6001,0.6411
NW_006803924.1,15000001,15750000,15425015,37,0.1164,0.0694,0.1344,0.4339,0.3849,0.3974,0.659,0.5213,0.6041
NW_006803924.1,15750001,16500000,16130710,39,0.0787,0.0556,0.1094,0.2508,0.6497,0.4861,0.5902,0.7567,0.7203
NW_006803924.1,16500001,17250000,16903412,40,0.0924,0.0402,0.0437,0.3607,0.4595,0.6328,0.7002,0.7517,0.8812
NW_006803925.1,2250001,3000000,2609959,35,0.1532,0.0708,0.0372,0.319,0.454,0.3899,0.4932,0.6648,0.766
NW_006803925.1,3000001,3750000,3357645,39,0.0584,0.0801,0.0953,0.3691,0.52,0.503,0.695,0.7521,0.7136
NW_006803925.1,4500001,5250000,4854625,32,0.1114,0.102,0.1723,0.2636,0.4565,0.4926,0.4361,0.5386,0.5769
NW_006803925.1,5250001,6000000,5627295,30,0.0935,0.0598,0.0996,0.4093,0.4999,0.6087,0.6956,0.6874,0.7775
NW_006803925.1,7500001,8250000,7960716,38,0.0936,0.0649,0.127,0.2424,0.5117,0.4186,0.5201,0.6569,0.6389
NW_006803925.1,8250001,9000000,8564740,38,0.1338,0.048,0.1261,0.2752,0.4604,0.5042,0.5162,0.5723,0.716
NW_006803925.1,9000001,9750000,9389245,34,0.1231,0.0109,0.1045,0.3585,0.5915,0.5222,0.6961,0.6884,0.8092
NW_006803925.1,9750001,10500000,10102680,39,0.1266,0.0935,0.0665,0.264,0.5259,0.4505,0.4241,0.7007,0.709
NW_006803925.1,10500001,11250000,10863380,35,0.135,0.0681,0.1084,0.3829,0.5252,0.4466,0.5932,0.6357,0.6811
NW_006803925.1,11250001,12000000,11665954,30,0.1313,0.0874,0.1707,0.2857,0.4108,0.3775,0.4592,0.4752,0.5034
NW_006803925.1,12000001,12750000,12380877,37,0.1529,0.0406,0.1058,0.2885,0.4465,0.4358,0.5106,0.5635,0.7228
NW_006803925.1,12750001,13500000,13170290,34,0.0808,0.1032,0.1092,0.308,0.5295,0.5493,0.5528,0.7066,0.6871
NW_006803925.1,13500001,14250000,13913596,41,0.1112,0.0773,0.0915,0.3087,0.4072,0.4149,0.545,0.6137,0.6733
NW_006803926.1,1,750000,340873,37,0.1015,0.0407,0.0971,0.1967,0.5827,0.688,0.4816,0.7193,0.8255
NW_006803926.1,1500001,2250000,1911097,34,0.1143,0.0866,0.042,0.2574,0.4495,0.4426,0.4512,0.7144,0.756
NW_006803926.1,2250001,3000000,2576249,31,0.0838,0.0719,0.078,0.3418,0.3803,0.5431,0.6408,0.6607,0.7667
NW_006803926.1,3750001,4500000,4044895,35,0.054,0.0444,0.0947,0.3398,0.4992,0.455,0.7565,0.7504,0.7447
NW_006803926.1,4500001,5250000,4855282,37,0.0822,0.0819,0.0607,0.3613,0.5745,0.5729,0.6418,0.7875,0.7873
NW_006803926.1,5250001,6000000,5634671,37,0.1222,0.0241,0.0881,0.1635,0.6287,0.5706,0.394,0.7238,0.8285
NW_006803926.1,6000001,6750000,6390060,47,0.0782,0.0455,0.0919,0.2803,0.545,0.5398,0.6503,0.74,0.7831
NW_006803926.1,6750001,7500000,7121470,42,0.0786,0.0558,0.0632,0.3384,0.4687,0.5625,0.6799,0.7471,0.8165
NW_006803926.1,8250001,9000000,8608635,38,0.1327,0.0752,0.1086,0.2558,0.4274,0.4943,0.4346,0.5723,0.6974
NW_006803926.1,9750001,10500000,10107715,41,0.0663,0.0743,0.0701,0.2967,0.5584,0.5404,0.6289,0.7909,0.7733
NW_006803926.1,10500001,11250000,10850410,34,0.1639,0.07,0.0768,0.3398,0.6214,0.4799,0.5006,0.6866,0.7445
NW_006803926.1,11250001,12000000,11561266,39,0.0903,0.0426,0.1383,0.3104,0.4084,0.4768,0.6591,0.5752,0.6922
NW_006803926.1,12000001,12750000,12431818,38,0.0939,0.0686,0.1056,0.2137,0.5194,0.4767,0.4616,0.6889,0.7018
NW_006803926.1,12750001,13500000,13143870,42,0.1106,0.0292,0.1275,0.2994,0.4721,0.3899,0.6334,0.6096,0.6768
NW_006803926.1,13500001,14250000,13837060,30,0.125,0.1141,0.053,0.3851,0.4451,0.4003,0.5391,0.6781,0.6662
NW_006803926.1,14250001,15000000,14585990,32,0.0796,0.056,0.1013,0.2839,0.3405,0.3213,0.6266,0.5925,0.6188
NW_006803927.1,1,750000,419037,31,0.1305,0.0478,0.1277,0.2435,0.5628,0.4918,0.477,0.6388,0.708
NW_006803927.1,1500001,2250000,1935844,30,0.1814,0.0597,0.1044,0.4196,0.3766,0.411,0.5664,0.4626,0.6785
NW_006803927.1,3000001,3750000,3326824,35,0.049,0.0609,0.1322,0.2966,0.5041,0.6105,0.6983,0.7061,0.737
NW_006803927.1,3750001,4500000,4175200,49,0.114,0.0808,0.0697,0.3524,0.4179,0.4409,0.5793,0.6513,0.7188
NW_006803927.1,4500001,5250000,4864562,48,0.1003,0.1066,0.1095,0.2853,0.4574,0.4559,0.4806,0.6389,0.6289
NW_006803927.1,5250001,6000000,5583627,40,0.1135,0.0753,0.1081,0.2741,0.4971,0.4451,0.5006,0.6473,0.6698
NW_006803927.1,6750001,7500000,7152151,35,0.089,0.0992,0.0866,0.398,0.5229,0.385,0.6296,0.7229,0.6233
NW_006803927.1,7500001,8250000,7825737,34,0.1596,0.0193,0.1326,0.2317,0.5038,0.4017,0.4556,0.563,0.693
NW_006803927.1,8250001,9000000,8655506,44,0.1532,0.0487,0.0789,0.4244,0.51,0.5568,0.6277,0.6412,0.8026
NW_006803927.1,12000001,12750000,12381589,39,0.0595,0.0691,0.1251,0.1938,0.4046,0.4749,0.5144,0.6403,0.6718
NW_006803927.1,12750001,13500000,13215116,42,0.1226,0.0847,0.1309,0.3664,0.4762,0.4711,0.5714,0.5919,0.6395
NW_006803927.1,13500001,14250000,13915775,32,0.1302,0.0643,0.109,0.2091,0.3658,0.419,0.3771,0.52,0.6687
NW_006803927.1,14250001,15000000,14576114,30,0.1103,0.1057,0.1935,0.1645,0.4072,0.3689,0.2158,0.4694,0.4355
NW_006803928.1,1,750000,351780,36,0.0963,0.1293,0.0687,0.2677,0.4127,0.485,0.4196,0.6782,0.6724
NW_006803928.1,2250001,3000000,2637243,33,0.1245,0.0519,0.0892,0.2807,0.5588,0.5747,0.5345,0.69,0.7899
NW_006803928.1,3000001,3750000,3389584,32,0.0897,0.0307,0.0775,0.2922,0.5678,0.505,0.6698,0.753,0.8143
NW_006803928.1,4500001,5250000,4906818,36,0.0661,0.0298,0.1459,0.2088,0.4711,0.5332,0.6383,0.6444,0.7273
NW_006803928.1,5250001,6000000,5674151,36,0.077,0.1073,0.1292,0.2142,0.4159,0.469,0.4109,0.6149,0.6096
NW_006803928.1,6750001,7500000,7079295,31,0.0684,0.0601,0.0314,0.2227,0.5696,0.6486,0.5648,0.8457,0.8739
NW_006803928.1,7500001,8250000,7861567,30,0.0837,0.1041,0.1045,0.3952,0.4059,0.4227,0.6281,0.6355,0.6164
