scaffold,start,end,mid,sites,pi_concolor,pi_roumanicus,pi_europaeus,dxy_concolor_roumanicus,dxy_concolor_europaeus,dxy_roumanicus_europaeus,Fst_concolor_roumanicus,Fst_concolor_europaeus,Fst_roumanicus_europaeus
NW_006803924.1,750001,1500000,1195117,32,0.031,0.0923,0.0994,0.306,0.5089,0.5448,0.676,0.7818,0.7114
NW_006803924.1,1500001,2250000,1838774,36,0.1129,0.0725,0.0786,0.1569,0.515,0.5599,0.2672,0.6974,0.7713
NW_006803924.1,2250001,3000000,2652775,49,0.0781,0.0489,0.114,0.3352,0.5896,0.5274,0.6924,0.7301,0.7424
NW_006803924.1,3000001,3750000,3400836,35,0.1187,0.0822,0.1105,0.3099,0.3303,0.4902,0.5233,0.4977,0.6828
NW_006803924.1,4500001,5250000,4843228,38,0.1629,0.0501,0.0844,0.4369,0.4622,0.5356,0.6202,0.5903,0.7857
NW_006803924.1,6000001,6750000,6353368,41,0.0817,0.0728,0.1075,0.2144,0.4633,0.549,0.483,0.6722,0.7282
NW_006803924.1,6750001,7500000,7161297,35,0.0423,0.0782,0.1375,0.3397,0.5558,0.402,0.7095,0.7318,0.5894
NW_006803924.1,8250001,9000000,8594100,34,0.0798,0.0428,0.1554,0.286,0.4884,0.5086,0.6587,0.624,0.685
NW_006803924.1,9000001,9750000,9404358,35,0.065,0.0711,0.0633,0.2265,0.6402,0.6761,0.5507,0.8253,0.8267
NW_006803924.1,9750001,10500000,10051533,31,0.0584,0.0279,0.0713,0.3303,0.5289,0.6495,0.7781,0.7903,0.8643
NW_006803924.1,10500001,11250000,10953914,37,0.0879,0.0347,0.0937,0.1884,0.4838,0.4816,0.522,0.6949,0.7739
NW_006803924.1,11250001,12000000,11673101,38,0.1156,0.0594,0.0433,0.3942,0.4424,0.6034,0.6484,0.7061,0.8497
NW_006803924.1,12000001,12750000,12410915,35,0.1575,0.0422,0.0812,0.2338,0.4687,0.3963,0.414,0.6063,0.7405
NW_006803924.1,12750001,13500000,13129913,33,0.0976,0.1182,0.095,0.2874,0.4636,0.4853,0.4669,0.6674,0.6516
NW_006803924.1,13500001,14250000,13869061,40,0.1094,0.0284,0.1373,0.2676,0.4741,0.3994,0.6029,0.5995,0.6679
NW_006803924.1,14250001,15000000,14592210,43,0.1233,0.0972,0.1237,0.3072,0.415,0.3778,0.4846,0.554,0.5603
NW_006803924.1,15000001,15750000,15434112,36,0.1184,0.0627,0.1507,0.4122,0.4087,0.3699,0.6514,0.5174,0.5649
NW_006803924.1,15750001,16500000,16159431,35,0.087,0.0403,0.094,0.2658,0.7296,0.5144,0.6258,0.788,0.7781
NW_006803924.1,16500001,17250000,16916079,38,0.0978,0.0337,0.0613,0.3691,0.4764,0.6688,0.7084,0.7243,0.8732
NW_006803925.1,1500001,2250000,1905372,31,0.0358,0.0845,0.0882,0.2049,0.4747,0.4436,0.5589,0.7779,0.6853
NW_006803925.1,2250001,3000000,2611559,34,0.161,0.0644,0.0565,0.3272,0.469,0.3913,0.5005,0.6356,0.7424
NW_006803925.1,3000001,3750000,3338958,36,0.0637,0.1034,0.085,0.3923,0.5526,0.5232,0.6605,0.772,0.7055
NW_006803925.1,4500001,5250000,4847696,31,0.1144,0.0896,0.1566,0.3013,0.4414,0.475,0.507,0.543,0.6007
NW_006803925.1,7500001,8250000,7935587,36,0.1006,0.0808,0.0756,0.259,0.5589,0.4373,0.494,0.7377,0.7074
NW_006803925.1,8250001,9000000,8566021,37,0.1362,0.0544,0.1312,0.2761,0.4389,0.4731,0.4995,0.5457,0.6831
NW_006803925.1,9000001,9750000,9398565,35,0.1201,0.0144,0.0741,0.3314,0.5719,0.5204,0.674,0.7202,0.8499
NW_006803925.1,9750001,10500000,10110375,38,0.1313,0.0876,0.0825,0.2638,0.5361,0.4558,0.426,0.6788,0.6965
NW_006803925.1,10500001,11250000,10852828,35,0.1352,0.0893,0.0901,0.4022,0.5449,0.4465,0.5761,0.6688,0.6767
NW_006803925.1,12000001,12750000,12364889,35,0.1621,0.0565,0.143,0.2876,0.4671,0.427,0.462,0.5205,0.6333
NW_006803925.1,12750001,13500000,13157688,32,0.084,0.1233,0.1152,0.2981,0.5289,0.5526,0.4969,0.694,0.6566
NW_006803925.1,13500001,14250000,13898327,38,0.1182,0.0762,0.1195,0.3237,0.4048,0.4013,0.5508,0.5587,0.62
NW_006803925.1,15000001,15750000,15373471,32,0.0894,0.1214,0.1439,0.4851,0.4118,0.3151,0.6547,0.5712,0.42
NW_006803926.1,1,750000,349386,38,0.0999,0.0197,0.1243,0.1909,0.5737,0.6879,0.5356,0.6842,0.8182
NW_006803926.1,1500001,2250000,1910383,33,0.1166,0.0761,0.0724,0.2539,0.4343,0.4331,0.4625,0.6543,0.7178
NW_006803926.1,2250001,3000000,2578680,31,0.0838,0.0963,0.105,0.3501,0.4028,0.5655,0.6031,0.6322,0.7085
NW_006803926.1,3750001,4500000,4066387,34,0.0543,0.043,0.0999,0.3172,0.5204,0.4949,0.744,0.7516,0.7573
NW_006803926.1,4500001,5250000,4854204,38,0.0794,0.0906,0.0788,0.357,0.5446,0.5577,0.6274,0.7559,0.7461
NW_006803926.1,5250001,6000000,5636615,36,0.1242,0.021,0.1123,0.1461,0.6232,0.553,0.3477,0.6921,0.7935
NW_006803926.1,6000001,6750000,6396405,49,0.0748,0.0526,0.0857,0.2661,0.5301,0.5258,0.6257,0.7468,0.7766
NW_006803926.1,6750001,7500000,7119317,43,0.076,0.0833,0.0831,0.3499,0.4608,0.5348,0.6411,0.7162,0.7408
NW_006803926.1,8250001,9000000,8609402,35,0.1425,0.0949,0.0563,0.2785,0.4663,0.5552,0.4148,0.6601,0.7696
NW_006803926.1,9000001,9750000,9376082,31,0.0603,0.0432,0.172,0.2634,0.55,0.5336,0.6829,0.6629,0.6758
NW_006803926.1,9750001,10500000,10120288,43,0.0638,0.098,0.0854,0.2821,0.5274,0.5138,0.5668,0.7615,0.7078
NW_006803926.1,10500001,11250000,10849184,36,0.1527,0.0807,0.1182,0.3327,0.5968,0.4548,0.4934,0.6419,0.6528
NW_006803926.1,11250001,12000000,11582818,36,0.098,0.0659,0.1182,0.3378,0.391,0.4893,0.6218,0.5795,0.6944
NW_006803926.1,12000001,12750000,12401904,36,0.0949,0.0727,0.0994,0.2267,0.5197,0.4688,0.4729,0.696,0.7008
NW_006803926.1,12750001,13500000,13137910,41,0.1141,0.0519,0.117,0.3287,0.4914,0.3907,0.6091,0.6312,0.6562
NW_006803926.1,13500001,14250000,13808913,32,0.1203,0.0931,0.0935,0.3691,0.4485,0.3824,0.5642,0.6271,0.6198
NW_006803926.1,14250001,15000000,14590647,30,0.0872,0.0679,0.1053,0.3282,0.3258,0.3393,0.6297,0.5565,0.6055
NW_006803927.1,1,750000,411424,32,0.1269,0.0216,0.1031,0.2218,0.5539,0.4874,0.5113,0.6676,0.782
NW_006803927.1,1500001,2250000,1927083,30,0.1806,0.0897,0.0865,0.4147,0.3715,0.3546,0.5213,0.484,0.6142
NW_006803927.1,3000001,3750000,3321618,35,0.0488,0.0467,0.1479,0.2704,0.4941,0.5711,0.7104,0.6793,0.7193
NW_006803927.1,3750001,4500000,4183967,46,0.1209,0.0791,0.0767,0.3789,0.4474,0.4784,0.5948,0.6501,0.7302
NW_006803927.1,4500001,5250000,4866173,48,0.0984,0.1241,0.103,0.2773,0.4662,0.4982,0.4399,0.6564,0.6407
NW_006803927.1,5250001,6000000,5589487,34,0.1269,0.0648,0.1099,0.3066,0.5469,0.4846,0.5366,0.6557,0.7054
NW_006803927.1,6000001,6750000,6393977,32,0.1229,0.0455,0.1396,0.3356,0.3493,0.3241,0.6111,0.4665,0.5684
NW_006803927.1,6750001,7500000,7166035,33,0.0937,0.1114,0.1061,0.4352,0.52,0.3776,0.6306,0.6888,0.5655
NW_006803927.1,7500001,8250000,7852867,32,0.1647,0.0282,0.129,0.2335,0.5082,0.3902,0.4278,0.5643,0.6759
NW_006803927.1,8250001,9000000,8650002,44,0.1555,0.0482,0.0791,0.403,0.5026,0.5289,0.6088,0.6336,0.7937
NW_006803927.1,9750001,10500000,10140639,32,0.099,0.0668,0.0777,0.2527,0.356,0.4309,0.5187,0.6145,0.7233
NW_006803927.1,10500001,11250000,10851597,32,0.1388,0.0936,0.0779,0.364,0.5108,0.4043,0.5287,0.6615,0.6616
NW_006803927.1,12000001,12750000,12383417,35,0.0659,0.0977,0.117,0.2112,0.4266,0.4972,0.4544,0.6586,0.6565
NW_006803927.1,12750001,13500000,13213023,40,0.127,0.0963,0.1155,0.3732,0.5313,0.5203,0.552,0.6403,0.6731
NW_006803927.1,13500001,14250000,13899529,31,0.1338,0.0687,0.0872,0.2203,0.3495,0.4027,0.3822,0.5323,0.6867
NW_006803928.1,1,750000,369794,35,0.0988,0.1408,0.1015,0.3179,0.4086,0.4991,0.4654,0.6184,0.6215
NW_006803928.1,2250001,3000000,2645631,35,0.1268,0.0449,0.1048,0.2594,0.5233,0.5508,0.5157,0.6494,0.7699
NW_006803928.1,3000001,3750000,3391948,31,0.0931,0.0216,0.0899,0.2933,0.5832,0.496,0.684,0.7387,0.806
NW_006803928.1,4500001,5250000,4869128,32,0.0756,0.0454,0.1088,0.2494,0.4755,0.5225,0.6215,0.6862,0.7524
